	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
BITE_2			kaat kanninɡ				atekaʂin													
BITE_3	kaʧʧə	kaɖi~kajɾi		kask	kaɖi~kaʧʧu	kaɖi		kaɖə	kaʧʧaː	kʰaʧʧna	kaʧine	kadikkuɡa	koːhi			kaɖi				kaɖi
BITE_4																		paɾʧiʈʧi		
BITE_5																			tinaːɾa	
BLACK_1										mokʰaɾo			maɖhaɾo							
BLACK_2			maːon																	
BLACK_3									nalla								nalupu~nalla			
BLACK_4	kappə			kaɾə	kappu~kaɾu	kaɾtadə	ɖaːɾiate	kaɾuppə	kaːʈe		kadia	kaɾuppə				kaɾəppə		kappə	kappu	kaɾtaji
BLACK_5		kaɾtənu ipədə																		
BLOOD_1						ʧoːɾə						ʧoːɾa								ʧoːɾe
BLOOD_2																		poːkʰə		
BLOOD_3	ɾattə				ɾakta							ɾektam	ɾasadu			ɾattam	ɾaktamu			
BLOOD_4	nettuɾu	nəttəɾə		nettuɾ			nettuɾ	neːtuɾu	nettuɾ		nettiɾ			nettiɾ	netiɾ		nettuɾu		nettaɾə	
BLOOD_5			ditaɾ																	
BLOOD_6										kʰeːns										
BONE_1	ilə											ellə				elumbə		elf	ellə	
BONE_2		jaləʋə			jelubu			jeluʋə									jemuka			
BONE_3					muːɭe	muːɭe														muːɭe
BONE_4				bokka			bokka		buːlaː~buːlk						bũla		bokka			
BONE_5			aɖɖə																	
BONE_6												asti								
BONE_7										kʰoʧol										
BONE_8													oːʧuldiː							
BREAST_1				dudo													ɡunde			
BREAST_2		kujndiɡi																		
BREAST_3													daibuku							
BREAST_4																		niʤikuɖi		
BREAST_5						mele		meːl				mula								mele
BREAST_6	maːɾə											maːru				maːɾbə~maːɾə				
BREAST_7			xad																	
BREAST_8														palɡil						
BREAST_9					stʰana							stanam					stʰanamu			
BREAST_10							saːtti				sipadaki									
BREAST_11																			tiɡala	
BREAST_12					ede				eddam						edɾam					
BREAST_13										jeʋakʰ										
BURN_1		bjaːɭ																		
BURN_2		ben																		
BURN_3				niɾus																
BURN_4																eɾi				
BURN_5					suɖu	ʧuːɖə														ʧuːɖə
BURN_6	kiʧiːkdə																			
BURN_7									maɳɖu				meːda				maɳɖu			
BURN_8							ɡonɖka													
BURN_9										olna										
BURN_10		kattu~kettu						kaːto				katikkuɡa					kaːlu			
BURN_11																		tiːkku kaːttiti		
BURN_12																			pottaʋaɾa	
BURN_13			xaːxaɾ tinninɡ																	
CLAW_1												nakʰam				naɡam				
CLAW_2														kaʂʋanɖe						
CLAW_3	uɡilə																			
CLAW_4			zeel																	
CLAW_5						ʋoji														
CLAW_6																				ummi
CLAW_7			hoɾ ad																	
CLAW_8										oɾokʰ										
CLAW_9													oɾuɡdu							
CLAW_10		kiːjəɡɡəɾə																		
CLAW_11								kaijoːɾu												
CLAW_12				ɡoɾk	uɡaɾu		ɡoːɾ		ɡoːɾk		ɡaɾka						ɡoːɾu		uɡuɾu	
CLAW_13															ɡẽɾi					
CLAW_14																		juːɾ		
CLOUD_1										badaːli			badliː							
CLOUD_2			ʤammaɾ				aːbaɾ													
CLOUD_3											dunɖaɾa									
CLOUD_4	manʤu			mabbu					mabbu		haːɡu				malɡuɾ		mabbu			
CLOUD_5		moːɖə			mẽɡha~moːɖa	moːɖa		meːɡam				mekʰam				meːɡam	meːɡʰamu~moːɖamu	meːɡam	moːɖa	moːɖa
COLD_1	koɾuʋə					koːʈa		koɾʋə		kiːɾna			kiʋa					koɾti		
COLD_2																kuɭiɾʧi				
COLD_3			jakʰ~jax																	
COLD_4				sallaɡ					sallaː								ʧalla		ʧappa	
COLD_5						talinʤadə						taɳuppə								
COLD_6					taɳɳiɡe		pani						panijaː		paɲil					taɳiʤe
COLD_7		səjlijə																		
COME_1	pappa																	paːɾti		
COME_2		baːɾ~ban~bu			baɾu~baː	baː				baɾna		ʋaɾuɡa	baɾəaː						baɾaɾa	baː
COME_3				ʋa			ʋa		ʋa					ʋa		ʋaː	ʋaʧʧu~ɾa			
COME_4			banninɡ																	
COME_5									ʋaːdaɖam											
COME_6															veɾ					
DIE_1							tiɡteːn													
DIE_2									ɖollatam											
DIE_3				haː		ʧːɭa										ʧaː				ʧaːɭa
DIE_4					saːji										cay					
DIE_5	saːʋadə							taːʋə												
DIE_6																			sajjaɾa	
DIE_7																sattə po				
DIE_8																	ʧaʧʧipoːʋu			
DIE_9		maɾdoːɡ										maɾikkuɡa								
DIE_10			kahinɡ							kʰena										
DIE_11													keəaːnaːkeəidaːh							
DIE_12																		keɖuoisi		
DOG_1			kuʧak										kuʧʧo				kukka			
DOG_2	ne	naːjə		nej	naːji	naːji		naːji	nej			naːja		ne	netta	naːji		noi	naːji	naːji
DOG_3							aːte					paʈʈi								
DOG_4										alla										
DRINK_1							aniɾusaːt													
DRINK_2																			paɾijaɾa	
DRINK_3								unatukə										uʈʈudi		
DRINK_4																	taːɡu			
DRINK_5	kuɖapə	kuɖi~kujɾi			kuɖi~kudijoːdu	kuɖipa						kuʈi~kudikkuɡa				kuɖi				kuɖipə
DRINK_6										onna			hoːnaː							
DRINK_7			kuninɡ	un					unnu					un	un					
DRY_1									poɖi								poɖi			
DRY_2																kaindadə~kaːnʤə				
DRY_3									aɾtaːd			vaɾaɳʈa				ulaɾnta				
DRY_4			baːɾun																	
DRY_5										kʰajka			aːikaː							
DRY_6				ʋaʈʈa	battida		aːtiɾ	kanʈiko												
DRY_7	oɳikiladə																	oɳikisi		
DRY_8																	eɳɖu			unaku
DRY_9					oɳaɡidu	oɳanɡina						uɳanɡija							nunɡuduna	
DRY_10		ajnɡənu ipədə																		
EAR_1	kiʋi	kiʋija		keʋu	kiʋi	kemi	keʋ	keʋə	keʋ~keʋk		kiɾiju	ʧeʋi					ʧeʋi	kili	kebi	kemi
EAR_2														kekal	kekol					
EAR_3										kʰebda										
EAR_4												kaːtu				kaːdə				
EAR_5													daɾtiː							
EAR_6			xaf																	
EARTH (SOIL)_1		buːmi					bʰuːmi	bʰuloːɡam			bʰumi		bʰumi							
EARTH (SOIL)_2														tukud	tũk					
EARTH (SOIL)_3										kʰekʰel										
EARTH (SOIL)_4			ɖaɡaːɾ																	
EARTH (SOIL)_5											iɾaː									
EARTH (SOIL)_6				mannə	maɳɳu	mannə			maʈʈi			mannə				mannə	mannu~maʈʈi		mannə	
EARTH (SOIL)_7																		koɖə		
EAT_1	timbə	tinn			tinnu	tinə		tin atej	tinnu		tinu	tinnuɡa		tin	tin		tinu			tinnoː
EAT_2							aːntisatun													
EAT_3																		toɾtin		
EAT_4			kuninɡ																	
EAT_5																			uɳaːɾa	
EAT_6										mokʰna										
EAT_7													ʤaːɡoːlpah~lapah							
EAT_8																saːpədə				
EAT_9				ʤeʋi																
EGG_1			xuahae																	
EGG_2			baede																	
EGG_3											tala									
EGG_4									ɡaɾbam					kaɾbə						
EGG_5							sanku													
EGG_6													ɾaɾapaːndu							
EGG_7																	ɡuɖɖu			
EGG_8	moʈʈe				moʈʈe~tatti	muʈʈe		mooʈə				muʈʈa				muʈʈe		muʈʈe	ketti	muʈʈe
EGG_9		mujɾɡi																		
EGG_10				miːnʤ																
EGG_11										biː										
EYE_1	kaɳɳə	kaɳɳu	xan		kaɳɳə	kaɳɳə	kan	kaɳɳə	koɳɖ	kʰann	kanu	kaɳɳə	aːndu	kaɳul	kan	kaɳɳə	kannu	kaɳ	kaɳɳu	kaɳɳə
EYE_2				kəɖə																
EYE_3												neːtɾam								
FAT (FROM ANIMALS)_1	koɭəppə			koɾonʤ	kobbu			koɭupu	kodoʋoːs			koɻuppə			koɽukuɖ	koɻuppə	koʋʋu	koɻəppə		
FAT (FROM ANIMALS)_2										neʈa			neʤʤa							
FAT (FROM ANIMALS)_3		teɾija																		
FAT (FROM ANIMALS)_4														meːn						
FAT (FROM ANIMALS)_5			ʧaɾpiː			ʧeɾabi													ʧeɾabi	ʧiɾabi
FAT (FROM ANIMALS)_6									laːʋ								laːʋu			
FAT (FROM ANIMALS)_7		tanniʋi																		
FEATHER_1				buɾa			bull													
FEATHER_2					tupaʈa	topaʈa														toːpəʈaː
FEATHER_3		tiʋija																		
FEATHER_4												tuːʋalə								
FEATHER_5																			huʋi	
FEATHER_6					ɡaɾi				ɡeɾk											
FEATHER_7			paɾɾe										pakiː							
FEATHER_8	ɾakke							ɾeːkə								ɾekke		iɾakke		
FEATHER_9																	iːka			
FEATHER_10										penʧo										
FIRE_1				taɖmi								aɡni					aɡɡi			
FIRE_2					benki															
FIRE_3			xaːxaɾ																	
FIRE_4											dankeɾe									
FIRE_5																	maɳʈa			
FIRE_6								nippu								neɾuppu	nippu			
FIRE_7									neɡɡaɖ											
FIRE_8							kiss		kis						kic					
FIRE_9		tissə				titta												tiːttə		
FIRE_10	kiʧʧə	tiʧʧa								ʧiʧʧ			ʧiʧadu							
FIRE_11												teː				teː				tiː
FIRE_12																			tuʋu	
FISH_1			maʧʧiː		maʦya							malsjam								
FISH_2	miːnə	miːnu		miːn	miːnə	miːnə		miːnə				miːn	miːndu	miːn		miːnə		miːn	miːnə	miːnə
FISH_3										inʤo										
FISH_4									kiːke											
FISH_5															key					
FISH_6																	ʧeːpa			
FISH_7							ɡuɖɖi													
FLY (MOVE THROUGH AIR)_1							tulsaːd		tulla											
FLY (MOVE THROUGH AIR)_2			baːl kanninɡ																	
FLY (MOVE THROUGH AIR)_3																				mannə
FLY (MOVE THROUGH AIR)_4										uɖijaɾna			uɖaːɾi							
FLY (MOVE THROUGH AIR)_5	paɾappə	paːɾ~peːɾ		paɾi	haːɾu	paːɾa		paːɾʋu				paɾakkuɡa				paɾə		poːɾʧ	ɾaːpaɾa	
FLY (MOVE THROUGH AIR)_6																	eɡuɾu			
FOOT_1					paːda			tapaɖ			paːdami	paːdam	ɾaɖadu	paːdam		paːdam	paːdamu			
FOOT_2									aɖuɡu								aɖuɡu			
FOOT_3					aɖi							aʈi				aɖi				
FOOT_4		kaːlə		kaːl												kaalə		koːl	kaːlə	kaːlə
FOOT_5	anɡaːlə		nat			anɡaːl														
FOOT_6										kʰeɖ										
FOOT_7							ʤeʈʈa													
FULL_1				niɳɖ			ninɖu		ninɖaː	nindka		niɾaɲa	nindpaː			nirainta	ninɖu		dinʤidunɖu	
FULL_2	tʰumbe				tumbidu	dumba														dumba
FULL_3			puɾ								ɡuɾa									
FULL_4														puneʈ						
FULL_5																muɭu				
FULL_6		fullə																		
FULL_7																		soːkkaije		
GIVE_1	koɖu	koɖ			koɖu	koɖi						koɖukkuɡa				kuɖə			koɾo	koɖu
GIVE_2				hi										ʧi						
GIVE_3															cĩ					
GIVE_4							siːtaːn						ʧibaːh							
GIVE_5										ʧihna										
GIVE_6			tinninɡ																	
GIVE_7											taa					taː				
GIVE_8								tej												
GIVE_9									iːdatam								iʋʋaɖam	itʧadta		
GIVE_10									iːm											
GIVE_11																	iʧʧu			
GOOD_1									manʧid								manʧi			
GOOD_2		nall				nalla						nalla				nalla				nallə
GOOD_3																		ulti		
GOOD_4	oɭɭajadə				oɭɭijadu															
GOOD_5								oludə												
GOOD_6													heːɖu~ɾaɖu							
GOOD_7											nejun									
GOOD_8			ʤuaːn																	
GOOD_9							sobhatan													
GOOD_10										daːʋ										
GOOD_11																			eɖɖedana	
GOOD_12				assal																
GREEN_1							niɡuɾ				nilia									
GREEN_2					hasiɾu					haɾijaːɾ										
GREEN_3				hiː																
GREEN_4			ɡuanakki										ɾanalo							
GREEN_5	paʧʧe			paʧʧad		paʧʧe		paʧʧə	paʧʧa		aːkupaʧʧa	paʧʧa			pay	paʧʧə	paʧʧa	paʧʧai	paʧʧe	paʧʧe
GREEN_6		passlaːnɡi~paʧʧəlaːnɡi									kasuli									
HAIR (HEAD)_1	oɾame																			
HAIR (HEAD)_2												ɾõmam								
HAIR (HEAD)_3							tiːɾu									maiɾə		miːɾs		
HAIR (HEAD)_4		taːkəɾə						manɖə miːɾə												
HAIR (HEAD)_5												muɖi				muɖi				
HAIR (HEAD)_6									ʤuʈʈul	ʧuʈʈi							ʤuʈʈu			
HAIR (HEAD)_7			puʒʒe																	
HAIR (HEAD)_8				kel					kelk											
HAIR (HEAD)_9					kũdalu~kuːdalu														kuːʤal	
HAIR (HEAD)_10																	veɳʈɾukalu			
HAIR (HEAD)_11														ʧendi~talʧenʈi						
HAIR (HEAD)_12						telami							taːli							tilami
HAIR (HEAD)_13											bana									
HAND_1			ɖuː																	
HAND_2													ʈeʈu							
HAND_3	kaj	kiːja		kaj	kaj	kaj	keju	kaij	kaj		keju	kaj		kiː	key	kaj		koi	kai	kaj
HAND_4																	ʧejji			
HAND_5										kʰekkʰa										
HEAD_1			kaːʈum							kuk			kukudu							
HEAD_2	manɖe	maɳɖi				maɳɖe		manɖə										maʈʈə	manɖa	
HEAD_3				talla	tale		tal		talakaːj			tala		taːl	tel	talə	tala			tile
HEAD_4											tɾajun									
HEAD_5												ʂiɾasə								
HEAD LOUSE_1		pjaːnu			heːnu	peːnə	paːnu			peːn		peːn			pẽni	peːnə	peːnu		peːn	peːnə
HEAD LOUSE_2	ili~kili																			
HEAD LOUSE_3				poɾki				paiji	poɾiki											
HEAD LOUSE_4																		iɾs		
HEAD LOUSE_5			boːdʰ																	
HEAR_1							ʋinti								ven		ʋinu			
HEAR_2			bininɡ																	
HEAR_3										menna			meːna~meːnpo						keɳaɾa	
HEAR_4	keːpə	kəːɭ		kenʤ	keːɭu	keːɭə		keːlə	keːʤa			kelkuɡa				keːɭə		keːl		keːɭu
HEART_1								nenʤu												nenʤi
HEART_2				ɡuɳɖe			ɡunɖe		ɡuɳɖekaːja								ɡuɳɖa			
HEART_3										buka										
HEART_4					hɾudaya	hɾudaja	paːnam					hɾudajam				idajam	hɾudajamu			
HEART_5																		manasə		
HEART_6		jaddi																		
HEART_7													huɡliː							
HEART_8			ust																	
HEART_9														ʤibe						
HORN (ANATOMY)_1			maɾɡʰ							maɾaɡ			maɾɡadu	kaɾ ɡuʧul						
HORN (ANATOMY)_2				koɾ														kuːɾ		
HORN (ANATOMY)_3	kombə	kombbə			kombu	kombə	kommu		komm~koːkku			kompə				kombə	kommu		kombu	kombə
I_1	na	naːʋə		nanna	naːnu	naːnə	neːnu	aːn	nanna	aeːn	naːnu	ɲaːn	heːnu	aːn	aːn	naːn	neːnu	oːn	jaːnu	naːn
I_2											mu									
I_3			iː																	
KILL_1	koppə				kollu	kollə						kolluɡa				kollə				kollə
KILL_2													baʤpo				ʧampu			
KILL_3		kenɡaːɭ					alanɡʈaːn													
KILL_4																		keɖukisti		
KILL_5																			keɾijaɾa	
KILL_6			kasfinɡ																	
KILL_7								taːʋiɾ												
KILL_8				haʋka~kʰatamki					aʋakaː											
KILL_9										eɖabna										
KNEE_1	muʈʈi						muɖsu					muʈʈə				muʈʈi~muːʈə		muʈʈi		
KNEE_2					muɳakaːlo			moːɡaːl	moːkaːl	muka		muɻaŋkaːl	muːka			muɻaŋkaːl	moːkaːlu			muːlekaːlə
KNEE_3																			meɳakaːləɡanʈu	
KNEE_4					maɳɖi	maɳɖi					mendaja									
KNEE_5									boʈmiɳɖaː											
KNEE_6		mannɡaːlə												ʋanɡul						
KNEE_7				tonɡɾa																
KNEE_8			ɡoːɖ																	
KNOW_1														sun	pun					
KNOW_2								asuːbej												
KNOW_3		ɡott uɳɖi~ɡottaːɡ																		
KNOW_4				jeɾpaʈ																
KNOW_5							uɾtanɖaːt													
KNOW_6					telidiko				teluseː							teɾinʤuko	telusuko~telusukonu			
KNOW_7												aɾajuɡa				teɾijum	eraːɡu		teɾijaɾa	
KNOW_8													haːhpo~sikaːɾpo							
KNOW_9			ʧaːinɡ																	
KNOW_10													baɖeminpo							
KNOW_11	aɾaʋə				aɾi	aɾi										ari		aɾspini		aɾiʋo
KNOW_12										akʰna										
LEAF_1			pann																	
LEAF_2						elakaɳɖa														
LEAF_3										atkʰa	patɾa		haːtʰa							
LEAF_4		jali		aːki			aːk		aːkiː								aːku			
LEAF_5												ila							iɾa	
LEAF_6	elə				jele			eːlu								ele				ele
LEAF_7															ev					
LEAF_8																		eɾs		
LEAF_9														ʈunɖe						
LIE (REST)_1												kiɖakkuɡa								
LIE (REST)_2																		pokkum		
LIE (REST)_3				dolsi																
LIE (REST)_4																		poaʈʧiː		
LIE (REST)_5			dɾoɡʰ taɖinɡ																	
LIE (REST)_6				miɳɖsi																biːndo
LIE (REST)_7		baːʈɳu iːɾ																		
LIE (REST)_8						budda			unʤa										buɾoːnaɾa	
LIE (REST)_9							labaːɖ muɖsati													
LIE (REST)_10										paiha~fasijaːɾ										
LIE (REST)_11													koːɖpo			keɖə				
LIE (REST)_12	haɖaʋə	baːɖ													maɖ	paɖə				
LIE (REST)_13																	paɖukonu			
LIE (REST)_14					malaɡu															
LIVER_1						tombe														tombe
LIVER_2				taɾki										taɖinɡ	taɾuŋɡ					
LIVER_3		tədlə																		
LIVER_4							kaleja		kaːʤam			kaɾaɭə					kaːlejamu			
LIVER_5			ʤaɡaɾ																	
LIVER_6																		kuɖaːl		
LIVER_7										umbalkʰo										
LIVER_8								iːɾu				ĩɾal				iːɾaɭ				
LIVER_9					hĩɾi															
LIVER_10					medaʤiːɾika															
LIVER_11													ʧedɾo							
LONG_1			muɾɡun																	
LONG_2																		neɾti		
LONG_3							poɖaːm		poɖaʋuʈaːdu								poɖaʋu			
LONG_4	utta	uddu			udda	uddə													uda	
LONG_5										diɡaːh			diɡaɖo							
LONG_6								niːtam				niːnɖa~niːlamuɭɭa				nĩɳʈa~niːɭam~niːɭamaːna				niːʈa
LONG_7				laːm																
MAN_1					puɾuʂa							puɾuʂan					puɾuʂuɖu			
MAN_2													muɖsaː							
MAN_3										meːt										
MAN_4																aːmbɭe				
MAN_5	kanɖumuɡa																			
MAN_6											kodomi									
MAN_7											ɖola									
MAN_8																		aːlom		
MAN_9									peːkaːl											
MAN_10											kakasi									
MAN_11				mankal			maniʂaːn		maɡaʋaːɳɖ								maɡaʋaːɖu			panija
MAN_12		ɡəɳɖaɭə			ɡanɖasu	aːnaaɭə		ɡanmaɡu												
MAN_13												aːɳə				aːɳə~aːɳ			aːnʤʋu	
MAN_14			naɾeenə																	
MANY_1													diːkehi~ɡaːɖehi							
MANY_2												ottiɾi								
MANY_3						dumba														tumba
MANY_4	appaɾa																			
MANY_5							peɾe													
MANY_6																		uppuːm		
MANY_7		kajɾijə														neɾija				
MANY_8			baːz							baɡɡe									baːɾi	
MANY_9					halaʋu				ʧaːla			pala				palə	naːnaː~ʧaːla			
MANY_10				ʤaːsta																
MANY_11				ʋellen																
MANY_12									beʧʧoːko											
MANY_13								iːʤoːɖ												
MEAT_1				haʋʋi					anɡiː											
MEAT_2								keteɾi								kaɾi				
MEAT_3		əɾsi				eɾaʧi						iɾaʧi				iraicci				iɾaʧi
MEAT_4	paːɖə~paːɡə				baːɖu			podu					maːkɖu							
MEAT_5					maːmsa							maːmsam					maːmsamu		maːsa	
MEAT_6										ahɖaː										
MEAT_7							muɾija													
MEAT_8			suː																	
MEAT_9																		piːt		
MOON_1	tinɡuʋa																			
MOON_2			ʈuːbe																	
MOON_3								unaːʋə												
MOON_4				ʤanɡo						ʧando										
MOON_5					candɾa~ʧendɾa	ʧendɾa						ʧendɾan				cantiɾan	ʧendɾuɖu		ʧendɾe	
MOON_6									sanɖamaːma											
MOON_7											lenʤu									
MOON_8							nela	nelavə	nella					nelinɡ	neliɲ	nila		nila		nilaʧi
MOON_9													bilpdu							
MOON_10		pəɾi																		
MOUNTAIN_1						kundə											konɖa			kundə
MOUNTAIN_2									ɡubal											
MOUNTAIN_3										paɾta		paɾʋatam					paɾʋatamu			
MOUNTAIN_4		bəʈʈə		meʈʈa	beʈʈa				meʈʈa									tiʈʈə		
MOUNTAIN_5								ʋeːʈume												
MOUNTAIN_6							danɖimeːʈ												daːɾi	
MOUNTAIN_7	male		maʃ									mala				malai				
MOUNTAIN_8														kappe						
MOUNTAIN_9													beːɖo pahaːɖi							
MOUTH_1							muːti				ɡuʈi									
MOUTH_2									pavuːɾ					ʧaːlu						
MOUTH_3		baːjə	baː		baːji	baːji		ʋaːji		baji		ʋaːja			vaːy	ʋaːji~ʋaː			baːji	baːji
MOUTH_4													toɾo				noːɾu			
MOUTH_5				toɖɖi														poːi		
MOUTH_6	pe																			
NAME_1										naːme			naːmi							
NAME_2				poɾol							doɾu									
NAME_3	esaɾə	pjaːɾə			hesaɾu	peda	peːɾ	peːɾ	pedeɾ			peɾə			pidiɾ	peːɾə	peːɾu	peːɾ	pudaɾə	peːɾu
NAME_4			pin																	
NECK_1						boːɭe														boːɭe
NECK_2				ɡuɖunɡa																
NECK_3					kuthiɡe															
NECK_4													ɖoːnɖo	kanɖ						
NECK_5													asaɾdu							
NECK_6									meɖakaːja								meɖa			
NECK_7							mak											maɾ		
NECK_8		kpːmaːɭi																		
NECK_9	katə							kaɖateːl				kaɻutə				kaɭuttə				
NECK_10										kʰesiɾ										
NECK_11																			kekkilə	
NECK_12			lex																	
NEW_1	ostə						kota		kottad								kotta		posatta	
NEW_2					hosadu															
NEW_3			puːskun	puna		pudija		pudijadə		puːna	puni	pudija	puːna		pun	pudusə~pudu		puduːn		pudijai
NEW_4		pəjjmən																		
NEW_5														nia						
NIGHT_1		ədlə																		
NIGHT_2									mulipe											
NIGHT_3				naɾkaɖ																
NIGHT_4																		ekkaːɖə		
NIGHT_5								eːlumaɾam		maːha			maːaː							
NIGHT_6			nam																	
NIGHT_7											laːn									
NIGHT_8	iɾə															iɾaːʋə~ɾaːʋə				
NIGHT_9						bajiʈə														
NIGHT_10					ɾaːtɾi							ɾaːtɾi	ɾaːti			ɾaːtɾi	ɾaːtɾi		ɾaːtɾe	andi
NIGHT_11							siɾbedin													
NOSE_1				mosoɾ					mossoːɾ				musoː							
NOSE_2	muːkə	muːkkə			muːɡə	muːkkə	muːkk	muːkə		muːji	munɡeli	muːkə		munɡan		muːkə	mukku		muːɡu	muːkkə
NOSE_3															muvãɖ					
NOSE_4																		mittuːp		
NOSE_5			baːmus																	
NOT_1							kaːdu										leːdu~kaːdu	aːɖudi	aːtu	
NOT_2		ala	aːxa		alla					mala			malaː							
NOT_3	kulle	ila		helle		ille		illa	ille			illa				ille				ille
NOT_4													hambija							
NOT_5			ne																	
ONE_1	ondə	ʋandə		ondi	ondu	ondə				oːnd	ɾanɖi	onnə	oːnd			onnə			onʤi	onʤu
ONE_2														okuʈi	ok		okaʈi			
ONE_3							okkoːt		oɾɾoːʈ											
ONE_4			asit					oːdit												
ONE_5																		uttə		
PERSON_1		aːɭə~aːɭu																		
PERSON_2	kanɖə																	kinnuːɖə		
PERSON_3										aːl			malah							
PERSON_4			bandaɡ		manusa	manasa	maniʂaːn		mansuːɳɖ			manuʂan				manitan~manuʂan	maniʂi		manuʂeː	manuʧe
PERSON_5				lokuɾ																
RAIN (PRECIPITATION)_1			peɾ	piɾ																
RAIN (PRECIPITATION)_2										ʧeːp										
RAIN (PRECIPITATION)_3											bela									
RAIN (PRECIPITATION)_4	me	maɭi			maɭe	maɭe		mai												maɭe
RAIN (PRECIPITATION)_5							ʋaːna		ʋaːna			maɻa	ʤaɖaː		vaːni	maɻai	ʋaɾʂam~ʋaːna		baɾsa	
RAIN (PRECIPITATION)_6																		meɖutti		
RED_1		tissəɡaɳɖaːnɡi																		
RED_2											ɡaɖɡa									
RED_3			xiːsun																	
RED_4										kheso			eːso							
RED_5				eɾɾaɡ~jeɾɾaɡ			jeɾuɖi		eɾɾa								eɾupu			
RED_6						ʧoːpə														ʧoːpə
RED_7	keppə				kempu							ʧumappə				seʋappə~seɡappə		keppə	kempu	
RED_8								netiɾ			netuɾi				key					
RED_9																cem				
ROAD_1							taːʋu						paːodu		paːv					
ROAD_2		baʈʈi			ɾaste	baːte~ɾaste								ɾasta			baːʈa			ɾaste
ROAD_3			saɖak				daaɾ			ɖahaɾe								aːlaɾ		
ROAD_4	taːɾi			haɾɾi				taːɾi	aɾɾi			ʋaɻi				vaɻi	daːɾi			
ROAD_5					maːɾɡa												maːɾɡamu		paɾvata	
ROOT_1										paːda			bandaː							
ROOT_2	peːɾə				beːɾu	beːɾə	ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_3		bjaːɾə																		
ROOT_4				hiːɾ																
ROOT_5			ɾoːte																	
ROOT_6														kuɾe						
ROUND_1			ɡoːl peɾi																	
ROUND_2							bubbaɾi													
ROUND_3					baʈʈa			ʋaʈam				vaʈʈa				ʋaʈʈam				
ROUND_4																		uʈʈi		
ROUND_5						uɾuʈa						uɾunɖa				uɾunɖai			uɾuʈə	uɾuʈu
ROUND_6				ɡuɳɖɾal	duɳɖane				ɡuɳɖɾaːn	ɡuʈiɳɖa			ɡuɖme~ɡuɖijo				ɡuɳɖɾani			
ROUND_7		bəjnsakɾanɡuːdə																		
SAND_1		maɳalə			maɾaɭu	maɳa						maɳal		maːn	man	maɳal		manal		maɳə
SAND_2											bali		baːli							
