	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
BITE_3	kaʧʧə	kaɖi~kajɾi		kask	kaɖi~kaʧʧu	kaɖi		kaɖə	kaʧʧaː	kʰaʧʧna	kaʧine	kadikkuɡa	koːhi			kaɖi				kaɖi
BITE_4																		paɾʧiʈʧi		
BITE_5																			tinaːɾa	
BLACK_1										mokʰaɾo			maɖhaɾo							
BLACK_2			maːon																	
BLACK_3									nalla								nalupu~nalla			
BLACK_4	kappə	kaɾtənu ipədə		kaɾə	kappu~kaɾu	kaɾtadə	ɖaːɾiate	kaɾuppə	kaːʈe		kadia	kaɾuppə				kaɾəppə		kappə	kappu	kaɾtaji
BLOOD_1						ʧoːɾə						ʧoːɾa								ʧoːɾe
BLOOD_2																		poːkʰə		
BLOOD_3	ɾattə				ɾakta							ɾektam	ɾasadu			ɾattam	ɾaktamu			
BLOOD_4	nettuɾu	nəttəɾə	ditaɾ	nettuɾ			nettuɾ	neːtuɾu	nettuɾ		nettiɾ			nettiɾ	netiɾ		nettuɾu		nettaɾə	
BLOOD_5										kʰeːns										
BONE_1	ilə											ellə				elumbə		elf	ellə	
BONE_2		jaləʋə			jelubu			jeluʋə									jemuka			
BONE_3					muːɭe	muːɭe														muːɭe
BONE_4				bokka			bokka		buːlaː~buːlk						bũla		bokka			
BONE_5			aɖɖə																	
BONE_6												asti								
BONE_7										kʰoʧol										
BONE_8													oːʧuldiː							
BREAST_1		kujndiɡi		dudo													ɡunde			
BREAST_2													daibuku							
BREAST_3																		niʤikuɖi		
BREAST_4						mele		meːl				mula								mele
BREAST_5	maːɾə											maːru				maːɾbə~maːɾə				
BREAST_6			xad																	
BREAST_7														palɡil						
BREAST_8					stʰana		saːtti				sipadaki	stanam					stʰanamu			
BREAST_9																			tiɡala	
BREAST_10					ede				eddam						edɾam					
BREAST_11										jeʋakʰ										
BURN_1		bjaːɭ																		
BURN_2		ben																		
BURN_3				niɾus																
BURN_4																eɾi				
BURN_5	kiʧiːkdə				suɖu	ʧuːɖə														ʧuːɖə
BURN_6									maɳɖu				meːda				maɳɖu			
BURN_7							ɡonɖka			olna										
BURN_8		kattu~kettu						kaːto				katikkuɡa					kaːlu			
BURN_9																		tiːkku kaːttiti		
BURN_10																			pottaʋaɾa	
BURN_11			xaːxaɾ tinninɡ																	
CLAW_1												nakʰam				naɡam				
CLAW_2														kaʂʋanɖe						
CLAW_3	uɡilə																			
CLAW_4			zeel																	
CLAW_5						ʋoji														
CLAW_6																				ummi
CLAW_7			hoɾ ad							oɾokʰ			oɾuɡdu							
CLAW_8		kiːjəɡɡəɾə						kaijoːɾu												
CLAW_9				ɡoɾk	uɡaɾu		ɡoːɾ		ɡoːɾk		ɡaɾka				ɡẽɾi		ɡoːɾu		uɡuɾu	
CLAW_10																		juːɾ		
CLOUD_1										badaːli			badliː							
CLOUD_2			ʤammaɾ				aːbaɾ													
CLOUD_3											dunɖaɾa									
CLOUD_4	manʤu			mabbu					mabbu		haːɡu				malɡuɾ		mabbu			
CLOUD_5		moːɖə			mẽɡha~moːɖa	moːɖa		meːɡam				mekʰam				meːɡam	meːɡʰamu~moːɖamu	meːɡam	moːɖa	moːɖa
COLD_1	koɾuʋə					koːʈa		koɾʋə		kiːɾna			kiʋa					koɾti		
COLD_2																kuɭiɾʧi				
COLD_3			jakʰ~jax																	
COLD_4				sallaɡ					sallaː								ʧalla		ʧappa	
COLD_5					taɳɳiɡe	talinʤadə	pani					taɳuppə	panijaː		paɲil					taɳiʤe
COLD_6		səjlijə																		
COME_1	pappa																	paːɾti		
COME_2		baːɾ~ban~bu			baɾu~baː	baː				baɾna		ʋaɾuɡa	baɾəaː						baɾaɾa	baː
COME_3				ʋa			ʋa		ʋa					ʋa		ʋaː	ʋaʧʧu~ɾa			
COME_4			banninɡ																	
COME_5									ʋaːdaɖam											
COME_6															veɾ					
DIE_1							tiɡteːn													
DIE_2									ɖollatam											
DIE_3				haː		ʧːɭa										ʧaː				ʧaːɭa
DIE_4					saːji										cay					
DIE_5	saːʋadə							taːʋə												
DIE_6																			sajjaɾa	
DIE_7																sattə po				
DIE_8																	ʧaʧʧipoːʋu			
DIE_9		maɾdoːɡ										maɾikkuɡa								
DIE_10			kahinɡ							kʰena										
DIE_11													keəaːnaːkeəidaːh							
DIE_12																		keɖuoisi		
DOG_1			kuʧak										kuʧʧo				kukka			
DOG_2	ne	naːjə		nej	naːji	naːji		naːji	nej			naːja		ne	netta	naːji		noi	naːji	naːji
DOG_3							aːte					paʈʈi								
DOG_4										alla										
DRINK_1							aniɾusaːt													
DRINK_2																			paɾijaɾa	
DRINK_3								unatukə										uʈʈudi		
DRINK_4																	taːɡu			
DRINK_5	kuɖapə	kuɖi~kujɾi			kuɖi~kudijoːdu	kuɖipa						kuʈi~kudikkuɡa				kuɖi				kuɖipə
DRINK_6										onna			hoːnaː							
DRINK_7			kuninɡ	un					unnu					un	un					
DRY_1									poɖi								poɖi			
DRY_2																kaindadə~kaːnʤə				
DRY_3									aɾtaːd			vaɾaɳʈa				ulaɾnta				
DRY_4			baːɾun																	
DRY_5										kʰajka			aːikaː							
DRY_6				ʋaʈʈa	battida		aːtiɾ	kanʈiko												
DRY_7	oɳikiladə																	oɳikisi		
DRY_8																	eɳɖu			unaku
DRY_9					oɳaɡidu	oɳanɡina						uɳanɡija							nunɡuduna	
DRY_10		ajnɡənu ipədə																		
EAR_1	kiʋi	kiʋija		keʋu	kiʋi	kemi	keʋ	keʋə	keʋ~keʋk		kiɾiju	ʧeʋi					ʧeʋi	kili	kebi	kemi
EAR_2										kʰebda				kekal	kekol					
EAR_3												kaːtu				kaːdə				
EAR_4													daɾtiː							
EAR_5			xaf																	
EARTH (SOIL)_1		buːmi					bʰuːmi	bʰuloːɡam			bʰumi		bʰumi							
EARTH (SOIL)_2														tukud	tũk					
EARTH (SOIL)_3										kʰekʰel										
EARTH (SOIL)_4			ɖaɡaːɾ																	
EARTH (SOIL)_5											iɾaː									
EARTH (SOIL)_6				mannə	maɳɳu	mannə			maʈʈi			mannə				mannə	mannu~maʈʈi		mannə	
EARTH (SOIL)_7																		koɖə		
EAT_1	timbə	tinn			tinnu	tinə		tin atej	tinnu		tinu	tinnuɡa		tin	tin		tinu			tinnoː
EAT_2							aːntisatun											toɾtin		
EAT_3			kuninɡ																uɳaːɾa	
EAT_4										mokʰna										
EAT_5													ʤaːɡoːlpah~lapah							
EAT_6																saːpədə				
EAT_7				ʤeʋi																
EGG_1			xuahae~baede																	
EGG_2											tala									
EGG_3									ɡaɾbam					kaɾbə						
EGG_4							sanku						ɾaɾapaːndu							
EGG_5																	ɡuɖɖu			
EGG_6	moʈʈe				moʈʈe~tatti	muʈʈe		mooʈə				muʈʈa				muʈʈe		muʈʈe	ketti	muʈʈe
EGG_7		mujɾɡi																		
EGG_8				miːnʤ																
EGG_9										biː										
EYE_1	kaɳɳə	kaɳɳu	xan		kaɳɳə	kaɳɳə	kan	kaɳɳə	koɳɖ	kʰann	kanu	kaɳɳə	aːndu	kaɳul	kan	kaɳɳə	kannu	kaɳ	kaɳɳu	kaɳɳə
EYE_2				kəɖə																
EYE_3												neːtɾam								
FAT (FROM ANIMALS)_1	koɭəppə			koɾonʤ	kobbu			koɭupu	kodoʋoːs			koɻuppə			koɽukuɖ	koɻuppə	koʋʋu	koɻəppə		
FAT (FROM ANIMALS)_2		teɾija								neʈa			neʤʤa							
FAT (FROM ANIMALS)_3														meːn						
FAT (FROM ANIMALS)_4			ʧaɾpiː			ʧeɾabi													ʧeɾabi	ʧiɾabi
FAT (FROM ANIMALS)_5									laːʋ								laːʋu			
FAT (FROM ANIMALS)_6		tanniʋi																		
FEATHER_1				buɾa			bull													
FEATHER_2					tupaʈa	topaʈa														toːpəʈaː
FEATHER_3		tiʋija										tuːʋalə							huʋi	
FEATHER_4					ɡaɾi				ɡeɾk											
FEATHER_5			paɾɾe										pakiː							
FEATHER_6	ɾakke							ɾeːkə								ɾekke		iɾakke		
FEATHER_7																	iːka			
FEATHER_8										penʧo										
FIRE_1				taɖmi								aɡni					aɡɡi			
FIRE_2					benki															
FIRE_3			xaːxaɾ																	
FIRE_4											dankeɾe									
FIRE_5																	maɳʈa			
FIRE_6								nippu								neɾuppu	nippu			
FIRE_7									neɡɡaɖ											
FIRE_8							kiss		kis						kic					
FIRE_9		tissə				titta												tiːttə		
FIRE_10	kiʧʧə	tiʧʧa								ʧiʧʧ			ʧiʧadu							
FIRE_11												teː				teː				tiː
FIRE_12																			tuʋu	
FISH_1			maʧʧiː		maʦya							malsjam								
FISH_2	miːnə	miːnu		miːn	miːnə	miːnə		miːnə				miːn	miːndu	miːn		miːnə		miːn	miːnə	miːnə
FISH_3										inʤo										
FISH_4									kiːke											
FISH_5															key					
FISH_6																	ʧeːpa			
FISH_7							ɡuɖɖi													
FLY (MOVE THROUGH AIR)_1							tulsaːd		tulla											
FLY (MOVE THROUGH AIR)_2			baːl kanninɡ																	
FLY (MOVE THROUGH AIR)_3																				mannə
FLY (MOVE THROUGH AIR)_4										uɖijaɾna			uɖaːɾi							
FLY (MOVE THROUGH AIR)_5	paɾappə	paːɾ~peːɾ		paɾi	haːɾu	paːɾa		paːɾʋu				paɾakkuɡa				paɾə		poːɾʧ	ɾaːpaɾa	
FLY (MOVE THROUGH AIR)_6																	eɡuɾu			
FOOT_1					paːda			tapaɖ			paːdami	paːdam	ɾaɖadu	paːdam		paːdam	paːdamu			
FOOT_2					aɖi				aɖuɡu			aʈi				aɖi	aɖuɡu			
FOOT_3		kaːlə		kaːl												kaalə		koːl	kaːlə	kaːlə
FOOT_4	anɡaːlə		nat			anɡaːl														
FOOT_5										kʰeɖ										
FOOT_6							ʤeʈʈa													
FULL_1				niɳɖ			ninɖu		ninɖaː	nindka		niɾaɲa	nindpaː			nirainta	ninɖu		dinʤidunɖu	
FULL_2	tʰumbe				tumbidu	dumba														dumba
FULL_3			puɾ								ɡuɾa									
FULL_4														puneʈ						
FULL_5																muɭu				
FULL_6		fullə																		
FULL_7																		soːkkaije		
GIVE_1	koɖu	koɖ			koɖu	koɖi						koɖukkuɡa				kuɖə			koɾo	koɖu
GIVE_2				hi										ʧi	cĩ					
GIVE_3							siːtaːn						ʧibaːh							
GIVE_4										ʧihna										
GIVE_5			tinninɡ																	
GIVE_6								tej			taa					taː				
GIVE_7									iːdatam								iʋʋaɖam	itʧadta		
GIVE_8									iːm											
GIVE_9																	iʧʧu			
GOOD_1									manʧid								manʧi			
GOOD_2		nall				nalla						nalla				nalla				nallə
GOOD_3																		ulti		
GOOD_4	oɭɭajadə				oɭɭijadu			oludə												
GOOD_5													heːɖu~ɾaɖu							
GOOD_6											nejun									
GOOD_7			ʤuaːn																	
GOOD_8							sobhatan													
GOOD_9										daːʋ										
GOOD_10																			eɖɖedana	
GOOD_11				assal																
GREEN_1							niɡuɾ				nilia									
GREEN_2					hasiɾu					haɾijaːɾ										
GREEN_3				hiː																
GREEN_4			ɡuanakki										ɾanalo							
GREEN_5	paʧʧe			paʧʧad		paʧʧe		paʧʧə	paʧʧa		aːkupaʧʧa	paʧʧa			pay	paʧʧə	paʧʧa	paʧʧai	paʧʧe	paʧʧe
GREEN_6		passlaːnɡi~paʧʧəlaːnɡi									kasuli									
HAIR (HEAD)_1	oɾame											ɾõmam								
HAIR (HEAD)_2		taːkəɾə					tiːɾu	manɖə miːɾə								maiɾə		miːɾs		
HAIR (HEAD)_3												muɖi				muɖi				
HAIR (HEAD)_4									ʤuʈʈul	ʧuʈʈi							ʤuʈʈu			
HAIR (HEAD)_5			puʒʒe																	
HAIR (HEAD)_6				kel					kelk											
HAIR (HEAD)_7					kũdalu~kuːdalu												veɳʈɾukalu		kuːʤal	
HAIR (HEAD)_8						telami							taːli	ʧendi~talʧenʈi						tilami
HAIR (HEAD)_9											bana									
HAND_1			ɖuː																	
HAND_2													ʈeʈu							
HAND_3	kaj	kiːja		kaj	kaj	kaj	keju	kaij	kaj		keju	kaj		kiː	key	kaj		koi	kai	kaj
HAND_4																	ʧejji			
HAND_5										kʰekkʰa										
HEAD_1			kaːʈum							kuk			kukudu							
HEAD_2	manɖe	maɳɖi				maɳɖe		manɖə										maʈʈə	manɖa	
HEAD_3				talla	tale		tal		talakaːj			tala		taːl	tel	talə	tala			tile
HEAD_4											tɾajun									
HEAD_5												ʂiɾasə								
HEAD LOUSE_1		pjaːnu			heːnu	peːnə	paːnu			peːn		peːn			pẽni	peːnə	peːnu		peːn	peːnə
HEAD LOUSE_2	ili~kili			poɾki				paiji	poɾiki											
HEAD LOUSE_3																		iɾs		
HEAD LOUSE_4			boːdʰ																	
HEAR_1							ʋinti								ven		ʋinu			
HEAR_2			bininɡ																	
HEAR_3										menna			meːna~meːnpo						keɳaɾa	
HEAR_4	keːpə	kəːɭ		kenʤ	keːɭu	keːɭə		keːlə	keːʤa			kelkuɡa				keːɭə		keːl		keːɭu
HEART_1								nenʤu												nenʤi
HEART_2				ɡuɳɖe			ɡunɖe		ɡuɳɖekaːja								ɡuɳɖa			
HEART_3										buka										
HEART_4					hɾudaya	hɾudaja	paːnam					hɾudajam				idajam	hɾudajamu			
HEART_5																		manasə		
HEART_6		jaddi																		
HEART_7													huɡliː							
HEART_8			ust																	
HEART_9														ʤibe						
HORN (ANATOMY)_1			maɾɡʰ							maɾaɡ			maɾɡadu	kaɾ ɡuʧul						
HORN (ANATOMY)_2				koɾ														kuːɾ		
HORN (ANATOMY)_3	kombə	kombbə			kombu	kombə	kommu		komm~koːkku			kompə				kombə	kommu		kombu	kombə
I_1	na	naːʋə		nanna	naːnu	naːnə	neːnu	aːn	nanna	aeːn	naːnu	ɲaːn	heːnu	aːn	aːn	naːn	neːnu	oːn	jaːnu	naːn
I_2											mu									
I_3			iː																	
KILL_1	koppə				kollu	kollə						kolluɡa				kollə				kollə
KILL_2													baʤpo				ʧampu			
KILL_3		kenɡaːɭ					alanɡʈaːn													
KILL_4																		keɖukisti		
KILL_5																			keɾijaɾa	
KILL_6			kasfinɡ																	
KILL_7								taːʋiɾ												
KILL_8				haʋka~kʰatamki					aʋakaː											
KILL_9										eɖabna										
KNEE_1	muʈʈi						muɖsu					muʈʈə				muʈʈi~muːʈə		muʈʈi		
KNEE_2					muɳakaːlo			moːɡaːl	moːkaːl	muka		muɻaŋkaːl	muːka			muɻaŋkaːl	moːkaːlu		meɳakaːləɡanʈu	muːlekaːlə
KNEE_3					maɳɖi	maɳɖi			boʈmiɳɖaː		mendaja									
KNEE_4		mannɡaːlə												ʋanɡul						
KNEE_5				tonɡɾa																
KNEE_6			ɡoːɖ																	
KNOW_1														sun	pun					
KNOW_2								asuːbej												
KNOW_3		ɡott uɳɖi~ɡottaːɡ																		
KNOW_4				jeɾpaʈ																
KNOW_5							uɾtanɖaːt													
KNOW_6					telidiko				teluseː							teɾinʤuko	telusuko~telusukonu			
KNOW_7												aɾajuɡa				teɾijum	eraːɡu		teɾijaɾa	
KNOW_8													haːhpo~sikaːɾpo							
KNOW_9			ʧaːinɡ										baɖeminpo							
KNOW_10	aɾaʋə				aɾi	aɾi										ari		aɾspini		aɾiʋo
KNOW_11										akʰna										
LEAF_1			pann																	
LEAF_2						elakaɳɖa														
LEAF_3										atkʰa	patɾa		haːtʰa							
LEAF_4		jali		aːki			aːk		aːkiː								aːku			
LEAF_5												ila							iɾa	
LEAF_6	elə				jele			eːlu							ev	ele		eɾs		ele
LEAF_7														ʈunɖe						
LIE (REST)_1												kiɖakkuɡa						pokkum		
LIE (REST)_2				dolsi														poaʈʧiː		
LIE (REST)_3			dɾoɡʰ taɖinɡ																	
LIE (REST)_4				miɳɖsi																biːndo
LIE (REST)_5		baːʈɳu iːɾ																		
LIE (REST)_6						budda			unʤa										buɾoːnaɾa	
LIE (REST)_7							labaːɖ muɖsati													
LIE (REST)_8										paiha~fasijaːɾ										
LIE (REST)_9													koːɖpo			keɖə				
LIE (REST)_10	haɖaʋə	baːɖ													maɖ	paɖə				
LIE (REST)_11																	paɖukonu			
LIE (REST)_12					malaɡu															
LIVER_1						tombe														tombe
LIVER_2				taɾki										taɖinɡ	taɾuŋɡ					
LIVER_3		tədlə																		
LIVER_4							kaleja		kaːʤam			kaɾaɭə					kaːlejamu			
LIVER_5			ʤaɡaɾ																	
LIVER_6																		kuɖaːl		
LIVER_7										umbalkʰo										
LIVER_8					hĩɾi			iːɾu				ĩɾal				iːɾaɭ				
LIVER_9					medaʤiːɾika															
LIVER_10													ʧedɾo							
LONG_1			muɾɡun																	
LONG_2																		neɾti		
LONG_3							poɖaːm		poɖaʋuʈaːdu								poɖaʋu			
LONG_4	utta	uddu			udda	uddə													uda	
LONG_5										diɡaːh			diɡaɖo							
LONG_6								niːtam				niːnɖa~niːlamuɭɭa				nĩɳʈa~niːɭam~niːɭamaːna				niːʈa
LONG_7				laːm																
MAN_1					puɾuʂa							puɾuʂan					puɾuʂuɖu			
MAN_2													muɖsaː							
MAN_3										meːt										
MAN_4																aːmbɭe				
MAN_5	kanɖumuɡa										kodomi									
MAN_6											ɖola									
MAN_7																		aːlom		
MAN_8									peːkaːl		kakasi									
MAN_9				mankal			maniʂaːn		maɡaʋaːɳɖ								maɡaʋaːɖu			panija
MAN_10		ɡəɳɖaɭə			ɡanɖasu	aːnaaɭə		ɡanmaɡu												
MAN_11			naɾeenə									aːɳə				aːɳə~aːɳ			aːnʤʋu	
MANY_1													diːkehi~ɡaːɖehi							
MANY_2												ottiɾi								
MANY_3						dumba														tumba
MANY_4	appaɾa						peɾe													
MANY_5																		uppuːm		
MANY_6		kajɾijə														neɾija				
MANY_7			baːz							baɡɡe									baːɾi	
MANY_8				ʤaːsta	halaʋu				ʧaːla			pala				palə	naːnaː~ʧaːla			
MANY_9				ʋellen																
MANY_10									beʧʧoːko											
MANY_11								iːʤoːɖ												
MEAT_1				haʋʋi					anɡiː											
MEAT_2								keteɾi								kaɾi				
MEAT_3		əɾsi				eɾaʧi						iɾaʧi				iraicci				iɾaʧi
MEAT_4	paːɖə~paːɡə				baːɖu			podu					maːkɖu							
MEAT_5					maːmsa					ahɖaː		maːmsam					maːmsamu		maːsa	
MEAT_6							muɾija													
MEAT_7			suː																	
MEAT_8																		piːt		
MOON_1	tinɡuʋa																			
MOON_2			ʈuːbe																	
MOON_3								unaːʋə												
MOON_4				ʤanɡo	candɾa~ʧendɾa	ʧendɾa			sanɖamaːma	ʧando		ʧendɾan				cantiɾan	ʧendɾuɖu		ʧendɾe	
MOON_5											lenʤu									
MOON_6							nela	nelavə	nella					nelinɡ	neliɲ	nila		nila		nilaʧi
MOON_7													bilpdu							
MOON_8		pəɾi																		
MOUNTAIN_1						kundə											konɖa			kundə
MOUNTAIN_2									ɡubal											
MOUNTAIN_3										paɾta		paɾʋatam					paɾʋatamu			
MOUNTAIN_4		bəʈʈə		meʈʈa	beʈʈa				meʈʈa									tiʈʈə		
MOUNTAIN_5								ʋeːʈume												
MOUNTAIN_6							danɖimeːʈ												daːɾi	
MOUNTAIN_7	male		maʃ									mala				malai				
MOUNTAIN_8														kappe						
MOUNTAIN_9													beːɖo pahaːɖi							
MOUTH_1							muːti				ɡuʈi									
MOUTH_2									pavuːɾ					ʧaːlu						
MOUTH_3		baːjə	baː		baːji	baːji		ʋaːji		baji		ʋaːja			vaːy	ʋaːji~ʋaː			baːji	baːji
MOUTH_4													toɾo				noːɾu			
MOUTH_5				toɖɖi														poːi		
MOUTH_6	pe																			
NAME_1										naːme			naːmi							
NAME_2				poɾol							doɾu									
NAME_3	esaɾə	pjaːɾə			hesaɾu	peda	peːɾ	peːɾ	pedeɾ			peɾə			pidiɾ	peːɾə	peːɾu	peːɾ	pudaɾə	peːɾu
NAME_4			pin																	
NECK_1						boːɭe														boːɭe
NECK_2				ɡuɖunɡa																
NECK_3					kuthiɡe															
NECK_4													ɖoːnɖo	kanɖ						
NECK_5													asaɾdu							
NECK_6									meɖakaːja								meɖa			
NECK_7		kpːmaːɭi					mak											maɾ		
NECK_8	katə							kaɖateːl				kaɻutə				kaɭuttə				
NECK_9										kʰesiɾ										
NECK_10																			kekkilə	
NECK_11			lex																	
NEW_1	ostə				hosadu		kota		kottad								kotta		posatta	
NEW_2			puːskun	puna		pudija		pudijadə		puːna	puni	pudija	puːna		pun	pudusə~pudu		puduːn		pudijai
NEW_3		pəjjmən																		
NEW_4														nia						
NIGHT_1		ədlə																		
NIGHT_2									mulipe											
NIGHT_3				naɾkaɖ														ekkaːɖə		
NIGHT_4								eːlumaɾam		maːha			maːaː							
NIGHT_5			nam								laːn									
NIGHT_6	iɾə															iɾaːʋə~ɾaːʋə				
NIGHT_7						bajiʈə														
NIGHT_8					ɾaːtɾi							ɾaːtɾi	ɾaːti			ɾaːtɾi	ɾaːtɾi		ɾaːtɾe	andi
NIGHT_9							siɾbedin													
NOSE_1				mosoɾ					mossoːɾ				musoː							
NOSE_2	muːkə	muːkkə			muːɡə	muːkkə	muːkk	muːkə		muːji	munɡeli	muːkə		munɡan	muvãɖ	muːkə	mukku		muːɡu	muːkkə
NOSE_3																		mittuːp		
NOSE_4			baːmus																	
NOT_1							kaːdu										leːdu~kaːdu	aːɖudi	aːtu	
NOT_2	kulle	ila~ala	aːxa	helle	alla	ille		illa	ille	mala		illa	malaː			ille				ille
NOT_3													hambija							
NOT_4			ne																	
ONE_1	ondə	ʋandə		ondi	ondu	ondə				oːnd	ɾanɖi	onnə	oːnd			onnə			onʤi	onʤu
ONE_2														okuʈi	ok		okaʈi			
ONE_3							okkoːt		oɾɾoːʈ											
ONE_4			asit					oːdit												
ONE_5																		uttə		
PERSON_1		aːɭə~aːɭu																		
PERSON_2	kanɖə																	kinnuːɖə		
PERSON_3										aːl			malah							
PERSON_4			bandaɡ		manusa	manasa	maniʂaːn		mansuːɳɖ			manuʂan				manitan~manuʂan	maniʂi		manuʂeː	manuʧe
PERSON_5				lokuɾ																
RAIN (PRECIPITATION)_1			peɾ	piɾ																
RAIN (PRECIPITATION)_2										ʧeːp										
RAIN (PRECIPITATION)_3											bela									
RAIN (PRECIPITATION)_4	me	maɭi			maɭe	maɭe		mai												maɭe
RAIN (PRECIPITATION)_5							ʋaːna		ʋaːna			maɻa	ʤaɖaː		vaːni	maɻai	ʋaɾʂam~ʋaːna		baɾsa	
RAIN (PRECIPITATION)_6																		meɖutti		
RED_1		tissəɡaɳɖaːnɡi																		
RED_2											ɡaɖɡa									
RED_3			xiːsun																	
RED_4										kheso			eːso							
RED_5				eɾɾaɡ~jeɾɾaɡ			jeɾuɖi		eɾɾa								eɾupu			
RED_6	keppə				kempu	ʧoːpə						ʧumappə				seʋappə~seɡappə		keppə	kempu	ʧoːpə
RED_7								netiɾ			netuɾi				key					
RED_8																cem				
ROAD_1							taːʋu						paːodu		paːv					
ROAD_2		baʈʈi			ɾaste	baːte~ɾaste								ɾasta			baːʈa			ɾaste
ROAD_3			saɖak				daaɾ			ɖahaɾe								aːlaɾ		
ROAD_4	taːɾi			haɾɾi	maːɾɡa			taːɾi	aɾɾi			ʋaɻi				vaɻi	maːɾɡamu~daːɾi		paɾvata	
ROOT_1										paːda			bandaː							
ROOT_2	peːɾə	bjaːɾə			beːɾu	beːɾə	ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_3				hiːɾ																
ROOT_4			ɾoːte																	
ROOT_5														kuɾe						
ROUND_1			ɡoːl peɾi																	
ROUND_2							bubbaɾi													
ROUND_3					baʈʈa			ʋaʈam				vaʈʈa				ʋaʈʈam		uʈʈi		
ROUND_4						uɾuʈa						uɾunɖa				uɾunɖai			uɾuʈə	uɾuʈu
ROUND_5				ɡuɳɖɾal	duɳɖane				ɡuɳɖɾaːn	ɡuʈiɳɖa			ɡuɖme~ɡuɖijo				ɡuɳɖɾani			
ROUND_6		bəjnsakɾanɡuːdə																		
SAND_1		maɳalə			maɾaɭu	maɳa						maɳal		maːn	man	maɳal		manal		maɳə
SAND_2											bali		baːli							
SAND_3	pakke																			
SAND_4										ʧalkuɾu										
SAND_5				uske	usubu		usuka		isike								isuka			
SAND_6			ɾeːk																	
SAND_7																			pojja	
SAY_1									kella							ʧollə~sollə				
SAY_2	eɡəʋə																			
SAY_3					heɭu												ʧeppu			
SAY_4		pəːɭ																		
SAY_5				in											en					
SAY_6								paidu				paɾajuɡa							paɳaɾa	paɾe
SAY_7			paːninɡ			annə				bakʰna										
SAY_8																		aːʋaɖə		
SAY_9													hauɖpo							
SEE_1	noːɖə	noːɖ			noːɖu	noːʈə		noːʈə										nuːʈ		noːku
SEE_2		najɾ																		
SEE_3			unninɡ																	
SEE_4																paːɾə			tuʋaːɾa	
SEE_5							taːna					kaːɳuka				kaːɳ				
SEE_6										jeːɾna										
SEE_7				huɖa					uːɖa				ʈunɖpo				ʧuːɖu			
SEE_8														ʧu						
SEED_1						kuɾu														kuɾu
SEED_2				peɖe	bede				peːɳɖku							ʋedə				
