	Apolobamba	Apurí-Madean-Viñac	Ayacucho	Azuay	Cacra-Hongos	Cajamarca	Chachapoyas	Chimborazo	Chocos-Huangáscar	Chuquisaca	Cochabamba	Colombian Inga	Corongo	Cuzco	Eastern-Apurímac	Huallaga-Huánuco	Huancavelica	Huaraz-Huailas	Huaylla-Huanca	Imbabura	Jauja-Huanca	Lambayeque	Laraos	Lincha-Tana	Liscay-San Pedro	Napo	Pacaraos	Pastaza	Puno	San Martín	Santiago del Estero	Tena	Yaru
ROOT_3	sapʰi	sapi	sapi	sapi	sapi		sapi	sapi~sipi	sapi	sapʰi	sapʰi			sapʰi	sapi	sapi	sapi		sipi	sapi	sipi			sapi	sapi		sapi		sapʰi	sapi	sapi		sapi
ROOT_4								pisi															raiz										
ROPE_1	waskʰa	waska	waska	waska	waska	waska	waska	waska	waska	waʃkʰa	waska	waska	waska	waskʰa	waska	waska	waskʰa	waska	waska	waska	waska	waska	waska		waska	waska	waska	waska	wiskʰa	waska	waska	waska	wasɡa
SALT_1	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi
SAND_1																		aʎpa														ʦaʦa	
SAND_2	aqu	aqo	aχo		aqo	aʁu			aqo				aqu	aqu	aqo	aquʃ	aχu		aʔu		aʔu	aʁu	aqu	aqo	aqo				aqu				
SAND_3				tiju			tiju	tʰiju		tʼiju	tʼiju									tiju								tiju		tiju	tiju		
SAND_4																																	çoχja
SEE_1	riku	ɾika	ɾiku	ɾiku na	lika	rika	riku	r̝iku	ɾika	riku	riku		rika	riku	riku	rika	riku	ɾika	lika	ɾiku na	lika	rika	rika	lika	ɾika	riku na	ɾika	ɾiku na	riku	riku		riku	ʐiɡa
SEE_2		qawa	χawa		qawa		kawa		qawa			kawa			qawa									qawa	qawa					kawa	qaː		
SEED_1	muxu		muɾu~muja	muju		muru	muru~ruru	muju		muhu	muhu	muju	muru	muxu	muχu~muhu~muqu~ruru	muru	muxu	muɾu	muhu	muju	muhu		muni			muju	muɾu	muju	muxu	muru~ruru		muju	muɾu
SEED_2																						semiʎa											
SEW_1		utka			utka				utka															utka	utka								
SEW_2	siɾa	siɾa	siɾa	siɾa na	sila	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	ira	siɾa	siɾa	hiɾa	siɾa	xiɾa	hila	siɾa na		siɾa	siɾa	siɾa	siɾa	siɾa na	xiɾa	siɾa na	siɾa	siɾa	seɾa	siɾa	χeɾa
SIT_1													ama			hama																	
SIT_2	tija	tija	tija	tija ɾi ku na	tija	tija	tija	tija	tija	tija	tija	tija ku		tija	tija		tija		tiju	tija ɾina	tiju		tija	tija	tija	tija rina	tai̯ ku	tiraji na	tija	tija	tiːja xu	tija	taː ku
SIT_3																						ta											
SIT_4																											kukaɾaː~ʧapaɾaː						
SIT_5															paʧi																		
SKIN_1	qara	qaɾa	χaɾa	kaɾa	qala	qara	kara	kara	qaɾa	qara	ɢara	kara	qara	qara	qara	qara	χara	qaɾa		kaɾa		χara	qara	qaɾa	qaɾa	kara	ʁaɾa	kara	qara	kara	qaɾa	kara	χaɾa
SKIN_2																			uta														
SLEEP_1	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu na	puɲu	punu	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	punu
SMALL_1		taksa	taksa		taksa	takʃa			taksa						taksa		taksa	takʃa	takʂa		takʂa	takʃa		taksa	taksa					takʃa			takʃa
SMALL_2				uʧi ʎa				uʧi ʒa				uʧu ʎa	iʧik		ʧiki~ʧinki~ʧinli	iʧik				uʧi ʎa						iʧi ʎa		uʧi ʎa				iʧi ʎa	iʧik la
SMALL_3	huʧʼu̯i	uʧuk	uʧu̯i		uʧuk				uʧuk	huʧʼu̯i	huʧʼu̯i		uʧuk	huʧʼu̯i	huʧu̯i				uʧuk		uʧuk		uʧu̯i	uʧuk	uʧuk		uʧuk		huʧʼu̯i		utu la		
SMALL_4				kutu																													
SMALL_5							uʧu ajkka																										
SMOKE (EXHAUST)_1	qʼusɲi	huʃta	χosni	kusni	huʃta	qundai̯	kusni	kuʃni	huʃta	qʼusɲi	qʼuʃɲi	kusni	qunte	qʼusɲi	qosɲi	quʃtai̯	χusɲi	xumo	huntai̯	kuʃni	huntai̯	χundai̯	quʃni	huʃta	huʃta	kuʃni	χojai̯	kuʃni	qʼuʃɲi	kusni	qosni	kuʃɲi	χoʂʈ͡ʂi
STAND_1													ʃaː					ʃaː ku	saː ku~saː ku la														
STAND_2	saja	saja	saja	ʃaja na	haja	ʃaja	ʃaja	ʃaja	saja ɾi	saja	saja	saja ku		saja	saja	ʃaja	saja			ʃaja ɾi na		ʃaja	saja	saja ɾi	saja ɾi	ʃaja ri na	ʈ͡ʂaʈ͡ʂa	ʃaja na	saja	ʃaja	saja	ʃaja	ʃaja
STAR_1										ʧʼaska	ʧʼaska			ʧʼaska															ʧʼaska				
STAR_2	qu̯iʎur	lusiɾu~qoi̯ʎuɾ	χoi̯ʎuɾ	ku̯iʎuɾ	ʃusilu~qoi̯ʎul	luzeru		luzeru	lusiɾu				loseːro			qu̯iʎar~qu̯iʎur	luziru	qai̯ʎuɾ	hu̯iʎur	luziɾu	hu̯iʎur	χujar	qu̯iʎur	lusiɾu~qoi̯ʎuɾ	lusiɾu		loːseɾo	istiriʎa		lusero	qoʒuɾ	estreʎa	χoi̯ʎaʐ
STONE_1	rumi	ɾumi	ɾumi	ɾumi	lumi	rumi	rumi	rumi	ɾumi	r̝umi	rumi	rumi	rumi	rumi	rumi	rumi	rumi	ɾumi	lumi	ɾumi	lumi	r̝umi	rumi	lumi	ɾumi	rumi	rumai̯~rumi	ɾumi	rumi	rumi	ɾumi	rumi	ʐumi
SUCK_1		ʃoqu	soχo		ʃoqu	ɲuɲu	çuku	ʧuʧu	ʃoqu				ʃuqu			ʃuqu	suχu		ɲuɲu~ʃoqu		ɲuɲu~ʃoqu	ʃuʁu	ʃuqu	ʃoqu	ʃoqu		çoχu			çuku	ɲuɲu		çoχu
SUCK_2				ʧuʧu na								ʧuʧu ri																ʧuʧu na					
SUCK_3	ʧʼunqa			sunɡa na						ʧʼunqa	ʧʼunʁa			ʧʼunqa	ʧonqa					ʧupa na						ʦunɡa na		ʧupa na~ʦunɡa na	ʧʼunqa		ʧoŋqa	ʦunɡa	
SUCK_4																		mamaɾ															
SUN_1		ɾupai̯	ɾupai̯	ɾupai̯	lupai̯	rupai̯			ɾupai̯				rupeː									rupai̯		lupai̯	ɾupai̯								
SUN_2	inti	inti	inti	inti	inti		indi	inti	inti	inti	inti	indi		inti	inti	inti	inti	iɲti	inti	inti	inti		inti	inti	inti	indi		indi	inti	indi	inti	indi	inti
SUN_3																											wilka						
SWIM_1			nadja			nada							nada			narja						nada	nada										
SWIM_2	sambu ʎa			wambu na			wai̯ta	wambu		wai̯tʼa	wai̯tʼa	wai̯ta		wai̯ta			sambu ʎa		maːta	wambu na						wai̯ta na		wai̯ta na		wai̯ta	wai̯ta	wai̯ta	badu
SWIM_3																													tuju				
TAIL_1	ʧupa	ʈupa	ʧupa	ʧupa	ʈupa	ʈ͡ʂupa	ʈ͡ʂupa	ʧupa	ʈupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈupa	ʈupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂuba
THINK (REFLECT)_1										tʼuku	tʼuku																						
THINK (REFLECT)_2																			uma ʧa ku														
THINK (REFLECT)_3																		peɲsaɾ	jai̯ni ʧa ku~jai̯ni ka ʈ͡ʂa														
THINK (REFLECT)_4	jarpa		juja	juja na		juja	juja	juja				juja	jarpa	juja		jarpa	juja			juja na	jalpa	jarpa	jarpa			juja na	jaɾpa	juja ri na	juja	juja	jaʧai̯	juja	jaɾba
THINK (REFLECT)_5															hamu ta																		
THIS_1	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	keː	kai̯	kai̯	kai̯	kai̯		kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯
THOU_1	qan	qam	χam	kan	qam	qam	kam	kan	qam	qan	ʁan	kam	qam	qan	qan	qam	χam	qam	qam	kan	qam	xam	qam	qam	qam	kan	ʁam	kan	qan	kam	qam	kan	χam
THREE_1	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kinsa	kinsa	kimsa	kinsa	kinsa	kinsa	kimsa	kimza	kima	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kima	kimsa	kimsa	kimsa	kimsa	kinsa	kima
TONGUE_1	qaʎu	qaʎu	χaʎu	kaʎu	qaʎu	qaʥu	kaʥu	kʰaʒu	qaʎu	qaʎu	ɢaʎu	kaʎu	qaʎu	qaʎu	qaʎu	qaʎu	χaʎu	qaʎu	haʎu	xaʎu	haʎu	qaʤu~χaʤu	qaʎu	qaʎu	qaʎu	kaʎu	ʁaʎu~ʁalu	kaʎu	qaʎu	kaʥu	qaʒu	kaʎu	χaʎu
TOOTH_1	kiru	kiɾu	kiɾu	kiɾu	kilu	kiru	kiru	kiru	kiɾu	kiru	kiru	xiru	kiru	kiru	kiru	kiru	kiru	kiɾu	kilu	kiɾu	kilu	kiru	kiru	kiɾu	kiɾu	kiru	kiɾu	kiru	kiru	kiru	kiɾu	kiru	kiɾu
TREE_1	saʧʼa		saʧa							saʧʼa	saʧʼa	saʧa	aʈ͡ʂa		saʧa		saʧa		haʈ͡ʂa		saʈ͡ʂa												
TREE_2															pisona																		
TREE_3														maʎki									munti										
TREE_4																												kaspi					
TREE_5		qeɾu			qelu	qiru			qeɾu							qiru		qeɾu				χiru		qeɾu	qeɾu		χeɾu						χeɾu
TREE_6				juɾa			jura	jura												juɾa						ruja				jura		jura	
TREE_7																													quqa				
TREE_8																															taχo		
TWO_1	iskai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iskai̯	içkai̯	iʃki	iʃkai̯	iskai̯	iskai̯	iskai̯	iʃkeː	iskai̯	iskai̯	iskai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	içkai̯	iʃkai̯	iskai̯	içkai̯	iʃkai̯	iʃki	içɡai̯
WALK_1	puri		puɾi	puɾi na		puri	puri	puri		puri	puri	puri	puri	puri	puri	puri	puri		puli	puɾi na	puli	puri	puri			puri na	puɾi	puri na	puri	puri	puɾiː	puri	puɾi
WALK_2																		aɲdaɾ															
WATER_1		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaxu	jaku	jaɡu
WATER_2	unu													unu	unu														unu				
WATER_3															ʧuʎʧu̯i																		
WE (INCLUSIVE)_1	ɲuqanʧis	noqanʧik	ɲoχanʧik	ɲuqanʧi	ɲoqanʧik	nuʁanʤiʁ	ɲukanʧi	ɲukanʧix	ɲoqanʧik	nuqanʧis	nuʁanʧiχ	nukanʧi	ɲuqanʦik	nuqanʧis	ɲoqanʧis	nuqanʧi	ɲuχanʧik	ɲoqaɲʦi		ɲukanʧik		nuʁanʧi	nuqanʧik	ɲoqanʧik	ɲoqanʧik	ɲukanʧi	ɲoχansi	nukanʧi	nuqanʧis	ɲukanʧi	noχai̯ʃ	ɲukanʧi	noχaɲʧi~noχaɲʧik
WHAT_1	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima
WHITE_1	juraχ	juɾaq	juɾaχ	juɾaɡ	julaq	juraq	jurak	jurax	juɾaq	juraχ	juraχ	jura	juraq	juraχ	juraq	juraχ	rujaχ~juraχ	julaq	julaʔ	juɾax	julaʔ	juraq	juraχ	juɾaq	juɾaq	rujaχ	juɾaχ	jura	juraχ	jurak	juɾaχ	jurax	juɾaχ
WHITE_2															ku̯iʎa																		
WHO_1	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi		piː	pi	pi	pi	pi taχ	pi	pi
WHO_2																										mai̯kan							
WIND_1																vi̯ento											bintu						
WIND_2	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯la	wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	wai̯ra	wai̯ra	weːra	wai̯ra	wai̯ra		wai̯ra	wau̯ja	wai̯wa	wai̯ɾa	wai̯wa	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯ra		wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	
WING_1						ala		alas					ala							alas		ala											
WING_2															parpa	kapa																	
WING_3	lixra	ɾikɾa	ɾapɾa		ʃikla		rikra		ɾikɾa	lixra	liχra~lixra			raɸra	rapra		rapra	ɾipɾa	lapla		lapla		likra	likla	ɾikɾa	riɡra		ɾiɡra	rixra	rikra	lixɾa	riʁra panɡa	ʐapɾa
WING_4												uɡʎa riska																					
WOMAN_1	warmi	waɾmi	waɾmi	waɾmi	walmi	warmi	warmi	warmi	waɾmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	waɾmi	walmi	waɾmi	walmi	warmi	warmi	waɾmi	waɾmi	warmi	waɾmi	warmi	warmi	warmi	waɾmi	warmi	waɾmi
WORM_1	kuru	uɾu	uɾu	kuɾu	ulu	kuru	kuru	kʰuru	uɾu	kʰuru	kʰuru	kuru	kuru	kuru	uru~utuskuru	kuru	kuru	kuɾu	kulu		kulu		kuru	uɾu	uɾu	kuru	kuɾu	kuru	kuru	kuru	kuɾu	kuru	kuɾu
WORM_2															siʎwi																		
WORM_3																						ɲuʃi											
WORM_4																				ku̯ika													
YEAR_1	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata		wata~watə	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata
YEAR_2																						aɲo											
YELLOW_1		qaɾwa			qalwa	qarwa			qaɾwa				qarwa			qarwa ʃ		qaɾwaʃ				χarwa	qarwa ʃ	qaɾwa	qaɾwa		ʁaɾwa						
YELLOW_2															paru																		
YELLOW_3																																	tiɾi
YELLOW_4																			tunʔuʂ		tunʔuʂ												
YELLOW_5	qʼiʎu		χeʎu	kiʎu			kiʥu	kiʒu		qʼiʎu	qʼiʎu	xiʎu		qʼiʎu			χiʎu			kiʎu						kiʎu		kiʎu	qʼiʎu	kiʥu	qɪʒu	kiʎu	
