	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
FAT (ORGANIC SUBSTANCE)_4						sɛw																																																				
FAT (ORGANIC SUBSTANCE)_5																					pˈɪŋɡʷɛ																																					
FEATHER_1	pˈe̯anə	plˈuma	pɫˈoma	pɫˈomə	pɫˈoma	pɫˈomə	pɫˈomɛ	pɫˈoma	pˈajna			pjˈoma	pʎˈɔ̃ma	plym	plˈume	plˈuma			pjˈuma	plˈuma						pjˈøma	pjˈyma	pˈe̯anə		plˈymo	plỹmə		plœm	pjˈyma	pjˈyma	pjˈyma	pjˈyma	pjˈyːma				plˈimə	plˈemə	plˈemə			prˈumma				pjˈuma	plˈuma				pjˈuma		plym
FEATHER_2										pˈɛna	pˈɛna						pˈæna	pˈenna			pˈɛnna~pˈɪnna	pˈɪnna	pˈenna	pˈeŋŋa	ʧˈymma				pˈennə			pˈenna							pˈenɐ	pˈɛna	pˈanə				pˈɛnə	pˈinna		pˈinna	pˈinna	pˈinna			pˈenna	pˈenna	pˈena		pˈena	
FINGERNAIL_1																					ˈʊŋɡʷɪs	ˈʊŋɡʷɪs																																				
FINGERNAIL_2		ˈuɲa														ˈunʎa													ˈoɲɲə~ˈɔɲɲə										ˈuɲɐ									ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲa		ˈoɲɲa				
FINGERNAIL_3	ˈunɡʎe		ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫɛ	ˈuŋɡɫa	ˈoŋɡla	ˈuŋʤa	ˈɔnʤa	ˈonʤa	ˈɔ̃ɡʎa	ɔ̃ɡl	oŋɡulˈe		ˈuŋɡʎe	ˈuŋɡja	ˈombja	ˈondla			ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈonʤa	ˈunʤa	ˈunɡʎə		ˈuŋɡlo	õŋɡlə	ˈuŋɡja	ɔ̃ɡ	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈoːŋʤa		ˈonʤa	ˈuŋɡje	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡa	ˈuŋɡra						ˈuŋɡja	rˈunʧu	ˈoŋʤa	ˈoŋʤa	ˈoŋʤa	ɔ̃k
FIRE_1	fˈokŭ		fɔk	fɔk	fɔk	fɔk	fɔk	fɔk	fuk	foːɡ	fɔɡ	fɔːɡ			fuːk	fˈɔɣo	fok	fwˈɔko	fek	fwek			fˈøɡu	fˈøːɡu		føk	føːk	fok	fˈokə~fwˈokə~ffwˈokə			fwˈɔko					føɡ	føk	fˈoɣu	fuɡ	fok			fjuk		fˈoɣu	fˈoɡu	fˈɔku	fˈɔku	fwˈɔku	fwˈɔku	fwˈeɣo	fˈɔko	fˈoku	fˈoɡo	fok	fˈɔɡo~fˈoɡo	
FIRE_2		fwˈeu											fwa	fø											fø					fjɔ	few		fy	fø	fø	fø	fø					fjew	fi		fø													føː
FIRE_3																					ˈɪŋnɪs	ˈɪŋnɪs																																				
FIRE_4																lˈume																																										
FISH_1	pˈesku	pˈeʃe	pejʃ	peʃ	pejʃ	peʃ	pejʃ	pejʃ	pjas	pɛs	pɛs	pɛs	pˈajsɔ̃~pˈɛsɔ̃	pwasɔ̃	pɛs	pˈejʃe		pˈeʃʃe	peʃ	pəʃ	pˈɪskɪs	pˈɪskɪs	pˈeʃʃu	pˈɛʃʃu	pˈɛːʃʃu	pɛs	pɛss	pˈe̯aʃti	pˈeʃʃə	pɛjs	pˈojsõn	pˈeʃʃe	piʃɔ̃	pəs	pɛs	pɛs	pes	pøs	pˈɐjʃɨ	pɛs	pˈeʃte	peʃ	peʃ	pɛʃ	peʃ	pˈiʃʃi	pˈiske	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	peθ	pˈeʃʃe	pˈeʃʃe	pes	pes	pˈese	pɛʃɔ̃
FISH_2																	rˈibæ																																									
FLESH OR MEAT_1													vjˈãda	vjɑ̃d																vjˈande			vjɑ̃n																									
FLESH OR MEAT_2																																														pˈɛʦʦa	pˈeʦʦa							ʧˈiʧʧa				
FLESH OR MEAT_3	kˈarne	kˈaɾne	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kwˈorno	kˈɛrna	kˈaran	kˈɛːrna			car	kˈaɾne	kˈɒrne	kˈarne	ɕɛrn	ɕərn	kˈaroː	kˈaroː	kˈarne	kˈarne	kˈaːrne	kˈarne	kˈarna	kˈarni	kˈarnə		ʧar	kˈarne		karn	karn	karn	karŋ	kˈarne	kˈaɾnɨ	kˈeə̯rna	kˈarne	ɕarn	cɛrn	karn	ɕarn			kˈaɾni	kˈanni	kˈaɾni	kˈaɾni	kˈaɾne	kˈarne		kˈarne	kˈarne	kˈarne	ʧoːʀ
FLY (MOVE THROUGH AIR)_1																	letˈi				wɔɫˈaːrɛ					ulˈa																																
FLY (MOVE THROUGH AIR)_2	asbˈo̯airŭ														zvolˈaː				ʒɡolˈɛr						ʒvuˈɛ																azburˈa	ʒɡulˈar	ʒɡulˈar	ʒɡulˈar	ʒvəlˈar												zvoe̯ˈar	
FLY (MOVE THROUGH AIR)_3		bolˈaɾ	voɫˈaɾ	buɫˈa	boɫˈaɾ	vuɫˈa	boɫˈa	boɫˈaɾ		vulˈɛːr	vulˈar	vulˈɛːr	volˈaː	vɔle		boˈaɾ		volˈare		ʒulˈɛ		vɔɫˈaːrɛ	ʒoˈaː	ʒuˈa		ɡulˈa	ɡulˈa	pərəjˈes	vulˈa	vulˈa	volˈeːr	volˈare	vɔle	vulˈe	vulˈe	vulˈe	vulˈe	vulˈɛ	vuˈaɾ	vulˈeə̯						bolˈaj	bolˈare	vulˈaɾi~abbulˈaɾi	vulˈaɾɨ	vulˈaɾi	abbulˈaɾi	bolˈaɾ	volˈare	volˈa	volˈar	volˈar	volˈar	vɔle
FOOT_1		pje	pɛw	pɛw	pɛw	pɛw	pɛw	pɛw		peː	pjɛ	pɛ	piː	pje		pɛ			pe	pe			peː	pe	pe	pe	pɛ		pˈɛɾə		pje	pjˈɛ	pje	pe	pe	pe	pe	pɛ	pɛ	pe		pe	pe	pej	pɛ~pe	pɛj			pˈɛɾi	pjˈɛɾi	pˈɛɾi	pje			pie	pie~pɛ	pie	piː
FOOT_2	ʧiʧˈorŭ								pins						piːt		piʧˈor	pjˈɛde			peːs	peːs						piʧˈor		pɛt		pjˈɛde									piʧˈor						pˈede	pˈɛdi	pˈɛdi				pjˈɛde					
FOOT_3																																																						fˈetta				
FULL_1																ʧˈeo																							ʃˈɐju																			
FULL_2	plˈinŭ~mplˈinŭ		pɫe	pɫɛ	pɫe	pɫɛ	pɫe	pɫe	plajn	piːn	pin	piːn	pʎɛː	plɛ̃	plɛŋ		pʎir	pjˈɛno	pjeŋ	pləŋ	pɫˈeːnʊs	pɫˈeːnʊs	piŋ	piŋ		pje	pjˈee	ɐmplˈin		pleŋ	plẽj̃n	pjˈɛno	plɛ̃	pjɛŋ	pjɛŋ	pjɛŋ	pjeŋ	piːŋ		pin	plin	plajn	plaɲ	plɛjn	plajn	prˈenu	prˈenu						pjˈɛno	pjˈenu~pˈinu	pjeŋ	pjeŋ	pjɛŋ~pjeŋ	plɛ̃
FULL_3		enʎˈeno																																																		ʎˈeno						
FULL_4																									ʧɛːŋ				kˈinə																			kˈinu	kˈinu	kˈinu	ʧˈinu							
GIVE_1	daw	daɾ	donˈaɾ	dunˈa	donˈaɾ	dunˈa	donˈa	donˈaɾ	dwor	dɛːr	dar	dɛːr	baʎˈiː	dɔne	daː	daɾ	dɒ	dˈare	dɛr	dɛ	dˈarɛ	dˈarɛ	daː	da	dɛ	da	da	daw	dˈa	dunˈa	dõnˈeːr	dˈare	baje	de	de	dɛ	dɛ	dɛ	daɾ	deə̯	adˈa	dar	dar	dar	dar	donˈaj	dˈare	dˈaɾi	dˈaɾɨ	dˈaɾi	dˈaɾi	daɾ	dˈare	da	dar	dar	dar	dyne
GIVE_2																																																		ɾˈaɾi								
GIVE_3																																																										nne
GOOD_1	bˈunŭ	boŋ	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	buŋ	bɔwn	bon	bɔwn	bɔ̃	bɔ̃	bɔŋ	bo	bur	bwˈɔno	boŋ	boŋ	bˈɔnʊs	bˈɔnʊs	buŋ	buŋ	buŋ	by	buŋ	bun	bwˈonə~bbwˈonə	boŋ	bõn	bwˈɔno	bwɛ̃	buŋ	buŋ	buŋ	buŋ	boːŋ	bõ	bown	bun	bun	buŋ	bjen	bun	bˈonu	vˈonu	bˈɔnu	bˈɔnu	bwˈɔnu	bwˈɔnu	bwˈeno	bˈɔno	bˈonu	boŋ	bɔŋ	boŋ	bɔ̃
GREEN_1														vɛʁ																			vɛʁ																									
GREEN_2																					wˈɪrɪdɪs					ert																																
GREEN_3	vˈe̯arde	bˈeɾde	vɛɾt	bɛɾt	bɛɾt	vɛɾt	bɛɾt	bɛɾt	vjard	verd	verd	vɛjrd	vɛ		vɛrt	bˈeɾde	zelˈen	vˈerde	vert	vərt		vˈɪrɪdɪs	vˈɛrde	vˈerde	vˈɛːrde	vert	veːrt	vˈe̯ardi	vˈɛrdə~vvˈɛrdə	veɾt	vɛrt	vˈerde		vɛrd	vɛrd	vɛrd	vɛrd	veːrt	vˈeɾðɨ	veːr	vˈerde	vɛrt	vɛrt	vɛrt	vɛrt	bˈirdi	vˈirde	vˈiɾdi	vˈiddɨ	vˈiɾdi	vˈiɾdi	bˈeɾðe	vˈerde	vˈerde	vert	vert	vˈerde	vɛʀ
HAIR_1	pˈerŭ	pˈelo														pˈelo	per											per		pɛw		pˈelo									pər					pˈiluzu	pˈilos					pˈelo						
HAIR_2																																																kapˈiɖɖi	kapˈiɖɖɨ	kapˈiɖɖi	kapˈiɖɖi							
HAIR_3			kaβˈeʎ	kəβˈɛʎ		kəβˈɛj	kaβˈeʎ	kaβˈeʎ	kapˈej	kavˈiː	kavˈi	kavˈiː	ʃevˈøː	ʃəvø	cavˈɛj	kaβˈelo		kapˈello	ɕavˈej	ɕavˈəj	kˈapɪɫɫʊs	kˈapɪɫɫʊs	kavˈelli	kavˈelli	kavˈɛːji		kavˈɛll		kapˈillə		ʧəvˈel	kapˈello	kavjo	kavɛj	kavɛj	kavɛj	kavˈej	kavˈøj	kɐβˈelu	kavˈɛl		ɕəvˈɛls	cəvˈɛls	kəvˈɛʎs	ɕəvˈɛls								kapˈelli	kˈapillu	kavˈei	kavˈei	kavˈei	ʧyvɛ~ʧvɛ
HAIR_4																										kjˈej																																
HAIR_5					mˈoɲo																																																					
HAND_1	mˈɨnə	mˈano	ma	ma	ma	ma	ma	ma	mwoŋ	maŋ	man	maːn	mã	mɛ̃	maŋ	maŋ	mər	mˈano	maŋ	maŋ	mˈanʊs	mˈanʊs	maŋ	maŋ	maŋ	ma	maŋ	mˈɔnə	mˈanə	maŋ	mẽj̃n	mˈano	mɛ̃	maŋ	maŋ	maŋ	maŋ	maŋ	mɐ̃w̃	mãn	mˈɨnə	mawn	maŋ	mawn	man	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈano	mˈano	mˈano	maŋ	maŋ	maŋ	mwɛ̃
HEAD_1											kɔ									ʧə						ko	kˈoo															ɕaw	cˈeə	ɕaw	ɕew													
HEAD_2		tjˈesta							tjˈasta	tˈɛsta		tˈɛsta	tˈeta	tɛt				tˈɛsta					tˈesta	tˈesta	tˈɛːsta					tˈɛsto		tˈɛsta	tjɛt	tˈɛsta	tˈesta	tˈɛsta	tˈesta	tˈɛsta		tˈɛə̯sta								tˈɛsta	tˈɛsta	tjˈɛsta	tˈɛsta		tˈɛsta		tˈɛsta	tˈɛsta	tˈɛsta	tjɛːs
HEAD_3																																														kˈɔŋka	kˈoŋka											
HEAD_4															caːf				ʧef												ʧjef																											
HEAD_5	kˈapŭ	kabˈeθa	kap	kap	kap	kap	kap	kap	kup							kaβˈeθa	kɒp				kˈapʊt	kˈapʊt						kap	kˈapə			kˈapo							kɐβˈesɐ		kap											kaβˈeθa		kapˈɔʧʧa				
HEAR_1		sentˈiɾ	sentˈiɾ	səntˈi	sentˈiɾ	səntˈi	sentˈi	sentˈiɾ	sentˈar	siŋtˈiːr	sintˈir	sˈɛjnteːr~sintˈɛjr			sintˈiː			sentˈire	sentˈir				seŋtˈiː	seŋtˈi	seŋtˈi	sintˈi~sentˈi	sentˈi		səntˈi					sˈɛŋte	sˈɛŋte	sˈɛŋte	sˈeŋte	sˈeːŋti		sintˈi			santˈɛkr					sˈɛntiɾi	sˈɛntɨɾɨ	sjˈɛntiɾi	sˈɛntiɾi		sentˈire	sintˈi	seŋtˈir	seŋtˈir	seŋtˈir	
HEAR_2																				awdˈi	awdˈiːrɛ	awdˈiːrɛ						ut		awzˈi		udˈire									aawzˈi	udˈir		udˈir														
HEAR_3													awˈire			owβˈiɾ															oˈir								owvˈiɾ													oˈiɾ						
HEAR_4	ˈavdu																avzˈi																																									
HEAR_5													ɛ̃tˈɛ̃dre~ɛtˈɛdre	ɑ̃tɑ̃dʁ																entˈɛndɾe			ɛ̃tɛ̃d												dudˈir	intˈɛndi	intˈendere											atɛ̃t
HEART_1	ˈinimə																jˈirimæ																								ˈinimə																	
HEART_2														kœʁ																			ʧœʁ																									
HEART_3		koɾaθˈoŋ	kɔɾ	kɔɾ	kɔɾ	kɔ	kɔɾ	kɔɾ	kwor	koːr	kɔr	koːr	køː		kuːr	koɾaθˈoŋ		kwˈɔre	ker	kwer	kɔr	kɔr	kø	kø	kø	kør	køːr		kˈɔɾə	kɔɾ	kwœr	kwˈɔre		kør	kør	kør	kør	kør	kuɾɐsˈɐ̃w̃	kɔə̯r		kor	kor	kor	kɔwr	kˈɔru	kˈoro	kˈɔɾi	kˈɔɾɨ	kwˈɔɾi	kˈɔɾi	koɾaθˈon	kˈɔre	kˈɔre	kɔr	kɔr	kwɔr	kœːʀ
HEART_4																												burˈik																														
HEAVY_1														luʁ																			luʁ																									
HEAVY_2																														luɾd																												
HEAVY_3		pesˈao	pezˈat	pəzˈat~pəzˈan	pesˈat	pəzˈat	pezˈat~pezˈan	pezˈat	pezwˈont	peːz	pes	pɛjz	pɛzã		pezˈant	pesˈaðo		pesˈante	pezˈok	pəzˈɔk			pezˈaŋte	pezˈaːŋte	pezˈaːŋte		pezˈaːnt		pəsˈantə~pˈisantə	pˈɛwʤe~pˈezant	pəzˈãnt							pizˈaːŋt	pɨzˈaðu	pˈɛzãnt					pəzˈant			pisˈanti	pisˈantɨ	pisˈanti	pisˈanti	pesˈaðo	pˈeso	pˈesu	pezˈaŋte		pezˈaŋte	pɛzã
HEAVY_4																	ɡrev					ɡrˈavɪs				ɡref						ɡrˈave		ɡrɛv	ɡrɛv	ɡrɛv	ɡrɛv					ɡref	ɡref	ɡref	ɡrɛjf		ɡrˈave											
HEAVY_5	ɡrew																				ɡrˈawɪs							ɡrew													ɡrew					ɡraj										ɡrew		
HORN (ANATOMY)_1	kˈornu	kwˈeɾno	bˈaɲa	bˈaɲə	bˈaɲa	bˈaɲə	bˈaɲɛ	bˈaɲa	kwarŋ	kˈɔren	kˈɔran	kˈɔːren	kˈøːrna	kɔʁn	kwaːr	kˈɔɾno	korn	kˈɔrno	kɔrn	kɔrn	kˈɔrnuː	kˈɔrnuː	kˈɔːrnu	kˈɔrnu	kˈɔːrnu	kˈøren	kˈɔrnu	korn	kˈɔrnə	bˈano	kɔr	kˈɔrno	kɔʁn	kɔrn	kɔrn	kɔrn	kɔrn	kˈɔːrnu	kˈoɾnu	kˈɔə̯ran	korn	kˈɔrnə	kˈɔrnə	kˈɔrnə~ɕjern	kˈɔrnə	kˈɔrru	kˈorru	kˈɔɾnu	kˈɔnnu	kwˈɔɾnu	kwˈɔɾnu	kwˈerno	kˈɔrno	kˈornu	kˈɔrno	kˈɔrno	kˈɔrno	kwãn
HORN (ANATOMY)_2																																							ʃˈifɾɨ																			
I_1	jo	jo	jɔ		jo		jɔ	jɔ	ju						jo	ɛw	jo	ˈio		je								jo~jew~iwə	ˈijə~i	jew		ˈio							ew		jew	jaw	ˈiə	jew	ɛw			ju	jɔ	jɔ~ju	ju		ˈio	ˈio				
I_2	mˈine	mi	me	mə	me	mɛ	me	me	me~mi	mɛ	mi	me	maj~mɛ	mwa	me	miŋ	mˈire	me	me	me	meːd	meː	mi	mi	mi	me	mi	mini	me	me	moj	me	mi	mi	mi	mi	mi	miː	mɨ	me	mˈine		me	mej	maj	mɛj	me	mi	mi	mi	mi	mi	me	me	mi	mi	mi	mi
I_3																					ˈɛɡoː~ˈɛɡɔ	ˈɛɡɔ																														ɟ͡ʝo						
I_4				ʒɔ		ʒɔ							dɛ	ʒə					ʤe												ʤə		eʒ													dɛw	dˈeo											ʤy
KILL_1													twaː	tɥe																tyˈa~tyjˈa			tɥe																									tuwe
KILL_2		matˈaɾ	matˈaɾ	mətˈa	matˈaɾ	mətˈa	matˈa	matˈaɾ		masˈɛːr	maʦˈar	masˈɛːr				matˈaɾ			maʦˈɛr	maʦˈɛ			massˈaː	ammassˈa	maʦʦˈɛ		maʦˈa							masˈe	masˈe	masˈe	masˈɛ	masˈɛ	mɐtˈaɾ		aomorˈɨ	məʦˈar	məʦˈar	məʦˈar				ammaʦʦˈaɾi~mmaʦʦˈaɾi	ammaʦʦˈaɾɨ	ammaʦʦˈaɾi	ammaʦʦˈaɾi	matˈaɾ	ammaʦʦˈare	mmaʦʦˈa				
KILL_3																												nek																														
KILL_4									dramwˈor								uʧˈide	uʧʧˈidere											aʧʧˈiɾəɾə		oʦˈirə	anʧˈidere									auʧˈide																	
KILL_5																																														boʧʧˈiri	bokkˈire											
KILL_6															kopˈaː						ɔkkˈiːdɛrɛ	ɔkkˈiːdɛrɛ				køpˈa														akupˈeə̯					kəpˈar										kopˈar	kopˈar	kopˈar	
KILL_7	vˈatəm																																																									
KNEE_1	ʒinˈukʎu																ʒerˈuŋkʎu	ʤinˈɔkkjo		ʒənˈodl								zinˈukʎu	dənˈukkjə			ʤinˈɔkkjo															benˈukkru	ʤinˈɔkkju~dinˈɔkkju~inˈɔkkju	ʤinˈɔkkju	ɾinwˈɔkkju			ʤinˈɔkkjo	ʤinˈokkju				
KNEE_2										znɔːʧ	ʒnɔʧ	ʒnɔːʧ											ʒenˈuʤʤu	zenˈuʤʤu	ʒenˈuʤʤu	zønˈøʧ	ʤinˈøʧʧ											znøʧ		ʒnɔʧ											ɾinwˈɔʧʧu				denˈɔʧo	denˈɔʧo	zenˈɔʧo	
KNEE_3			ʤinˈoʎ	ʒənˈoʎ	ʧenˈoʎ	ʒunˈoj	ʒinˈoʎ	ʧinˈoʎ	ʤinwˈak~ʤinˈawk				ðɛnˈœ~ðɛnˈɔ~ðɛnˈoj	ʒənu	ʤenˈɔli	ʃeˈonʎo			ʒənˈeje		ɡˈɛnʊ	ɡˈɛnʊ								ʤejnˈuj~ʤinˈuŋ	ʤənˈoʎ		eʒnu	ʤinˈuj	ʤinˈuj	ʤinˈuj	ʤˈinuj		ʒuˈɐʎu		ʤenˈuŋkʲ	ʒənˈuʎ	ʒənˈuʎ	ʒənˈuʎ	ʒnwoʎ	ʒenˈuɣu												ʤynɔ
KNEE_4		rodjˈeʎa																																																		roðˈiʎa						
KNEE_5																																																										ɲɲɔ
KNOW (SOMETHING)_1											saˈɛr								saˈer							saˈi																				ʃˈiri										saˈer		sawɛ~sawɛʀ
KNOW (SOMETHING)_2	ʃtiw	sabˈeɾ	saβˈeɾ	saβˈɛ	saβˈeɾ	sˈɛβɾə	saβˈe~sapiɣˈe	saβˈeɾ	sapˈar	savˈer		savˈɛjr	savˈaj	savwaʁ	savˈeː	saβˈeɾ	ʃti	sapˈere		savˈəj	skˈiːrɛ	skˈiːrɛ	savˈeː	savˈej	savˈɛj		savˈɛ	ʃtiw	sapˈɛ~sapˈe	sˈawpɾe~saʧˈe	savˈojr	sapˈere	savweʁ	savˈɛj	savˈɛj	savˈɛj	savˈej	savˈej	sɐβˈeɾ	savˈeː	aʃtˈi	səvˈajr	səvˈɛkr	səvˈer	səvˈajr		iskˈire	sapˈiɾi	sapˈiɾɨ	sˈapiɾi~sapˈiɾi	sapˈiɾi	saβˈeɾ	sapˈere	sapˈe	savˈer	savˈer	savˈer	
LEAF_1																																																		pˈampina	pˈammina							
LEAF_2		fwˈeja	fˈuʎa	fˈuʎə	fˈuʎa	fˈuə	fˈuʎɛ	fˈuʎa	fwˈaʎa~fwaʎ	fˈoja	fˈɔja	fˈɔja	fˈoʎe	fœj	fwˈee	fˈoʎa	fˈoʎe	fˈɔʎʎa	fˈoa		fˈɔlɪũ	fˈɔljũ			fˈøːja	fˈɔja	fˈøja		fˈɔʎʎə	fɥˈɛjo	fwˈœʎə	fˈɔʎʎa	fœl	fˈøja	fˈøja	fˈøja	fˈøja	fˈɔːja	fˈoʎɐ	fˈoja		feʎ	fiʎ	feʎ	fˈøʎə	fˈɔlla							fˈɔʎʎa	fˈɔja	fˈɔja	fˈɔja	fˈɔja	fuj
LEAF_3																							fˈøʤʤa	fˈøʤa																							fˈoʒa	fˈɔɟɟa	fˈɔɟɟa	fwˈɔɟɟa	fˈɔɟɟa							
LEAF_4	frˈɨnʒə																			plˈeʧa								frˈunzə													frˈunzə																	
LEAF_5																																																				ˈoxa						
LIE (REST)_1																													kukkˈa																	abarrˈajkrokkˈaw												
LIE (REST)_2																										bøtˈassˈo	bytˈassʤˈu																															
LIE (REST)_3								ʧitˈaɾse			kuʧˈars					dejtˈaɾse																																kuɾkˈaɾisi	kukkˈaɾɨsɨ	kuɾkˈaɾisi								
LIE (REST)_4																									ruversˈeːse																																	
LIE (REST)_5														ɛtʁkuʃe																			ɛtkuʧe																									ɛskuːʧeː
LIE (REST)_6																							ˈeːseakwˈeːɡoːw															vesikwatˈaː																				
LIE (REST)_7		estˈaɾtumbˈao	estˈaɾtombˈat		estˈaɾʧitˈat														ˈeserbutˈaʒˈu~ʃtˈerbutˈaʒˈu	ʃtˈɛpundˈu~veʃtˈərpundˈu									stˈakukkˈatə					stˈekuʤˈa	stˈekuʤˈa	stˈekuʤˈa	stˈɛkuʤˈa	stɛkwatˈaː	iʃtˈaɾdɐjtˈaðu		astˈakulkˈat~afˈikulkˈat						essˈerekolkˈadu~istˈarekolkˈadu					estˈaɾtumbˈaðo			stˈarbutˈado	stˈarbutˈado		
LIE (REST)_8				əstˈastiɾˈat			astˈaastiɾˈat								jesidistirˈaːt			ˈɛsserezdrajˈato						sdrˈajaːse																			ʃtˈartˈarə								ʃtinnˈiɾisi		ˈɛsserezdrajˈato	ʃtˈɛnnese			stˈardestirˈa	
LIE (REST)_9																					jakˈeːrɛ	jakˈeːrɛ																																				
LIE (REST)_10						ʒˈɛwɾə																																						ʒer														
LIE (REST)_11	ʒˈakŭ									zakˈɛːr		ʒakˈɛːr~ʒakwˈer					zaʧˈɒ			ʤˈəʒər								zak			ʤezˈir	ʤaʧˈere										ʤəʒˈajr			ʤəʒˈajr													
LIVER_1	ɕikˈatŭ~ixkˈatŭ	fˈeɡado	fˈeʤe	fˈeʤə	fˈeʧe	fˈeʤə	fˈeʤe	fˈeʧe	fiɡwˈot	fˈedeɡ	fˈɛɡat	fˈedeɡ	fˈɛðo		fiˈaːt	fˈiɣaðo	fikˈɒʦ	fˈeɡato	fjˈanˈejɡɛr				fˈeɡatu	fiɡˈɛːtu	fˈeɡatu	fˈidek	fˈidɛk		fˈɛɣatə~fˈeɣatə~fˈekatə	fˈeʤe		fˈeɡato		fˈidik	fˈidik	fˈidik	fˈedik	fˈiːdik	fˈiɣɐðu	fˈeːɡat	fikˈat					fiɡˈaw	fˈikadu	fˈikatu	fˈikatu	fˈikatu	fˈikitu	ˈiɣaðo	fˈeɡato	fˈekatu~fˈeðiɡu	fˈeɡato	fˈɛɡato	fiɡˈa	
LIVER_2														fwa																	fˈojə		fwɛ																									fwa
LIVER_3																				fujˈafˈoʃk																																						
LIVER_4																					jˈɛkʊr	jˈɔkʊr																																				
LIVER_5																																										ɲirˈom	nirˈom		ɲərˈom~ɲirˈom													
LIVER_6																												drop														dir	dɛkr	dir														
LONG_1													lɔ̃	lɔ̃																			lɔ̃																									lɔ̃
LONG_2	lˈunɡu	ʎˈaɾɡo	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	luŋɡ	luŋɡ	luŋɡ	lɔŋɡ			luŋk	lˈoŋɡo	luŋɡ	lˈuŋɡo	loŋk	loŋk	ɫˈɔŋɡʊs	ɫˈɔŋɡʊs	lˈuŋɡu	lˈuŋɡu	lˈuŋɡu	loŋk	loŋk	lunk	lwˈoŋɡə	loŋk	lõŋk	lˈuŋɡo		luŋɡ	luŋɡ	luŋɡ	luŋɡ	loːŋ		loŋɡ	luŋɡ	luŋ	luŋ	ljuŋ	luŋ	lˈoŋɡu	lˈoŋɡu	lˈɔŋɡu	lˈɔŋɡu	lwˈɔŋɡu	lwˈɔŋku	lˈaɾɡo	lˈuŋɡo	lˈoŋɡu	lɔŋk	lɔŋk	e̯ˈoŋɡo	
LONG_3																																							kõmpɾˈiðu																			
LOUSE_1		pjˈojo	poʎ	poʎ	poʎ	poj	poʎ	poʎ					pjy~pjyː	pu		piˈoʎo			pˈoje												peˈoʎə		pu	puj	puj	puj	puj		piˈoʎu			pluʎ	pluʎ	pluʎ	plwoʎ													pøː
LOUSE_2										pjoːʧ		pjoːʧ													pjˈøʤʤu	pjøʧ	pjøʧʧ			pezˈu								pjøʧ								priˈoɣu					pɾˈuʧʧu	pjˈoxo					peˈɔʧo~peˈoʧo	
LOUSE_3	pidˈukʎu								pedˈoklo								pedˈukʎu	pidˈɔkkjo										pidˈukʎu	pəɾˈukkjə			pidˈɔkkjo									pədˈuke						preˈukku	piɾˈɔkkju~pidˈɔkkju	piɾˈɔkkju~pidˈɔkkju	piɾwˈɔkkju			pidˈɔkkjo	piðˈokkju				
LOUSE_4											vdɔʧ				pedˈɔli					podl	pˈeːdɪs	pˈeːdɪs	piɡˈøʤʤu	piɡˈøʤʤu																bdɔʧ															pedˈɔʧo	pedˈɔʧo		
MALE PERSON_1	bərbˈatŭ																											bərbˈat													bərbˈat																	
MALE PERSON_2																						vɪr																														ˈombɾe						
MALE PERSON_3																				əl	wɪr																																					
MALE PERSON_4																	mˈuʃki															mˈaskjo																	mˈaskulu	mˈaʃkulu								
