	Apolobamba	Apurí-Madean-Viñac	Ayacucho	Azuay	Cacra-Hongos	Cajamarca	Chachapoyas	Chimborazo	Chocos-Huangáscar	Chuquisaca	Cochabamba	Colombian Inga	Corongo	Cuzco	Eastern-Apurímac	Huallaga-Huánuco	Huancavelica	Huaraz-Huailas	Huaylla-Huanca	Imbabura	Jauja-Huanca	Lambayeque	Laraos	Lincha-Tana	Liscay-San Pedro	Napo	Pacaraos	Pastaza	Puno	San Martín	Santiago del Estero	Tena	Yaru
ROOT_3								pisi															raiz										
ROPE_1	waskʰa	waska	waska	waska	waska	waska	waska	waska	waska	waʃkʰa	waska	waska	waska	waskʰa	waska	waska	waskʰa	waska	waska	waska	waska	waska	waska		waska	waska	waska	waska	wiskʰa	waska	waska	waska	wasɡa
SALT_1	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʈ͡ʂi	kaʧi	kaʈ͡ʂi	kaʧi	kaʧi	kaʧi	kaʧi	kaʧi	kaʈ͡ʂi
SAND_1	aqu	aqo	aχo		aqo	aʁu			aqo				aqu	aqu	aqo	aquʃ	aχu	aʎpa	aʔu		aʔu	aʁu	aqu	aqo	aqo				aqu				
SAND_2				tiju			tiju	tʰiju		tʼiju	tʼiju									tiju								tiju		tiju	tiju		
SAND_3																																ʦaʦa	çoχja
SEE_1		qawa	χawa		qawa		kawa		qawa			kawa			qawa									qawa	qawa					kawa	qaː		
SEE_2	riku	ɾika	ɾiku	ɾiku na	lika	rika	riku	r̝iku	ɾika	riku	riku		rika	riku	riku	rika	riku	ɾika	lika	ɾiku na	lika	rika	rika	lika	ɾika	riku na	ɾika	ɾiku na	riku	riku		riku	ʐiɡa
SEED_1	muxu		muɾu~muja	muju		muru	muru~ruru	muju		muhu	muhu	muju	muru	muxu	muχu~muhu~muqu~ruru	muru	muxu	muɾu	muhu	muju	muhu		muni			muju	muɾu	muju	muxu	muru~ruru		muju	muɾu
SEED_2																						semiʎa											
SEW_1		utka			utka				utka															utka	utka								
SEW_2	siɾa	siɾa	siɾa	siɾa na	sila	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	siɾa	ira	siɾa	siɾa	hiɾa	siɾa	xiɾa	hila	siɾa na		siɾa	siɾa	siɾa	siɾa	siɾa na	xiɾa	siɾa na	siɾa	siɾa	seɾa	siɾa	χeɾa
SIT_1													ama			hama																	
SIT_2																											kukaɾaː~ʧapaɾaː						
SIT_3	tija	tija	tija		tija	tija	tija	tija	tija	tija	tija	tija ku		tija	tija		tija		tiju	tija ɾina	tiju	ta	tija	tija	tija	tija rina	tai̯ ku	tiraji na	tija	tija	tiːja xu	tija	taː ku
SIT_4															paʧi																		
SIT_5				tija ɾi ku na																													
SKIN_1	qara	qaɾa	χaɾa	kaɾa	qala	qara	kara	kara	qaɾa	qara	ɢara	kara	qara	qara	qara	qara	χara	qaɾa		kaɾa		χara	qara	qaɾa	qaɾa	kara	ʁaɾa	kara	qara	kara	qaɾa	kara	χaɾa
SKIN_2																			uta														
SLEEP_1	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu	puɲu na	puɲu	punu	puɲu	puɲu	puɲu	puɲu na	puɲu	puɲu na	puɲu	puɲu	puɲu	puɲu	punu
SMALL_1		taksa	taksa		taksa	takʃa			taksa						taksa		taksa	takʃa	takʂa		takʂa	takʃa		taksa	taksa					takʃa			takʃa
SMALL_2		uʧuk	uʧu̯i	uʧi ʎa	uʧuk		uʧu ajkka	uʧi ʒa	uʧuk			uʧu ʎa	uʧuk~iʧik		ʧiki~ʧinki~ʧinli	iʧik			uʧuk	uʧi ʎa	uʧuk		uʧu̯i	uʧuk	uʧuk	iʧi ʎa	uʧuk	uʧi ʎa			utu la	iʧi ʎa	iʧik la
SMALL_3	huʧʼu̯i									huʧʼu̯i	huʧʼu̯i			huʧʼu̯i	huʧu̯i														huʧʼu̯i				
SMALL_4				kutu																													
SMOKE (EXHAUST)_1		huʃta			huʃta				huʃta										huntai̯		huntai̯			huʃta	huʃta								
SMOKE (EXHAUST)_2																		xumo									χojai̯						
SMOKE (EXHAUST)_3						qundai̯							qunte									χundai̯											
SMOKE (EXHAUST)_4	qʼusɲi		χosni	kusni			kusni	kuʃni		qʼusɲi	qʼuʃɲi	kusni		qʼusɲi	qosɲi	quʃtai̯	χusɲi			kuʃni			quʃni			kuʃni		kuʃni	qʼuʃɲi	kusni	qosni	kuʃɲi	χoʂʈ͡ʂi
STAND_1	saja	saja	saja	ʃaja na	haja	ʃaja	ʃaja	ʃaja	saja ɾi	saja	saja	saja ku	ʃaː	saja	saja	ʃaja	saja	ʃaː ku	saː ku~saː ku la	ʃaja ɾi na		ʃaja	saja	saja ɾi	saja ɾi	ʃaja ri na	ʈ͡ʂaʈ͡ʂa	ʃaja na	saja	ʃaja	saja	ʃaja	ʃaja
STAR_1																			hu̯iʎur		hu̯iʎur												
STAR_2	qu̯iʎur	qoi̯ʎuɾ	χoi̯ʎuɾ	ku̯iʎuɾ	qoi̯ʎul											qu̯iʎar~qu̯iʎur		qai̯ʎuɾ				χujar	qu̯iʎur	qoi̯ʎuɾ							qoʒuɾ		χoi̯ʎaʐ
STAR_3																												istiriʎa				estreʎa	
STAR_4										ʧʼaska	ʧʼaska			ʧʼaska															ʧʼaska				
STAR_5		lusiɾu			ʃusilu	luzeru		luzeru	lusiɾu				loseːro				luziru			luziɾu				lusiɾu	lusiɾu		loːseɾo			lusero			
STONE_1	rumi	ɾumi	ɾumi	ɾumi	lumi	rumi	rumi	rumi	ɾumi	r̝umi	rumi	rumi	rumi	rumi	rumi	rumi	rumi	ɾumi	lumi	ɾumi	lumi	r̝umi	rumi	lumi	ɾumi	rumi	rumai̯~rumi	ɾumi	rumi	rumi	ɾumi	rumi	ʐumi
SUCK_1						ɲuɲu												mamaɾ	ɲuɲu		ɲuɲu										ɲuɲu		
SUCK_2	ʧʼunqa	ʃoqu	soχo	sunɡa na~ʧuʧu na	ʃoqu		çuku	ʧuʧu	ʃoqu	ʧʼunqa	ʧʼunʁa	ʧuʧu ri	ʃuqu	ʧʼunqa	ʧonqa	ʃuqu	suχu		ʃoqu	ʧupa na	ʃoqu	ʃuʁu	ʃuqu	ʃoqu	ʃoqu	ʦunɡa na	çoχu	ʧupa na~ʦunɡa na~ʧuʧu na	ʧʼunqa	çuku	ʧoŋqa	ʦunɡa	çoχu
SUN_1		ɾupai̯	ɾupai̯	ɾupai̯	lupai̯	rupai̯			ɾupai̯				rupeː									rupai̯		lupai̯	ɾupai̯								
SUN_2	inti	inti	inti	inti	inti		indi	inti	inti	inti	inti	indi		inti	inti	inti	inti	iɲti	inti	inti	inti		inti	inti	inti	indi	wilka	indi	inti	indi	inti	indi	inti
SWIM_1			nadja			nada							nada			narja			maːta			nada	nada										badu
SWIM_2							wai̯ta			wai̯tʼa	wai̯tʼa	wai̯ta		wai̯ta												wai̯ta na		wai̯ta na		wai̯ta	wai̯ta	wai̯ta	
SWIM_3																													tuju				
SWIM_4	sambu ʎa																sambu ʎa																
SWIM_5				wambu na				wambu												wambu na													
TAIL_1	ʧupa	ʈupa	ʧupa	ʧupa	ʈupa	ʈ͡ʂupa	ʈ͡ʂupa	ʧupa	ʈupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂupa	ʧupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈ͡ʂupa	ʈupa	ʈupa	ʧupa	ʈ͡ʂupa	ʧupa	ʧupa	ʧupa	ʧupa	ʧupa	ʈ͡ʂuba
THINK (REFLECT)_1										tʼuku	tʼuku																						
THINK (REFLECT)_2																		peɲsaɾ															
THINK (REFLECT)_3															hamu ta																		
THINK (REFLECT)_4			juja	juja na		juja	juja	juja				juja		juja			juja			juja na						juja na		juja ri na	juja	juja		juja	
THINK (REFLECT)_5	jarpa												jarpa			jarpa					jalpa	jarpa	jarpa				jaɾpa				jaʧai̯		jaɾba
THINK (REFLECT)_6																			jai̯ni ʧa ku~uma ʧa ku														
THINK (REFLECT)_7																			jai̯ni ka ʈ͡ʂa														
THIS_1	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	keː	kai̯	kai̯	kai̯	kai̯		kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯
THOU_1	qan	qam	χam	kan	qam	qam	kam	kan	qam	qan	ʁan	kam	qam	qan	qan	qam	χam	qam	qam	kan	qam	xam	qam	qam	qam	kan	ʁam	kan	qan	kam	qam	kan	χam
THREE_1	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kinsa	kinsa	kimsa	kinsa	kinsa	kinsa	kimsa	kimza	kima	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kima	kimsa	kimsa	kimsa	kimsa	kinsa	kima
TONGUE_1	qaʎu	qaʎu	χaʎu	kaʎu	qaʎu	qaʥu	kaʥu	kʰaʒu	qaʎu	qaʎu	ɢaʎu	kaʎu	qaʎu	qaʎu	qaʎu	qaʎu	χaʎu	qaʎu	haʎu	xaʎu	haʎu	qaʤu~χaʤu	qaʎu	qaʎu	qaʎu	kaʎu	ʁaʎu~ʁalu	kaʎu	qaʎu	kaʥu	qaʒu	kaʎu	χaʎu
TOOTH_1	kiru	kiɾu	kiɾu	kiɾu	kilu	kiru	kiru	kiru	kiɾu	kiru	kiru	xiru	kiru	kiru	kiru	kiru	kiru	kiɾu	kilu	kiɾu	kilu	kiru	kiru	kiɾu	kiɾu	kiru	kiɾu	kiru	kiru	kiru	kiɾu	kiru	kiɾu
TREE_1														maʎki									munti										
TREE_2																												kaspi					
TREE_3	saʧʼa		saʧa							saʧʼa	saʧʼa	saʧa	aʈ͡ʂa		saʧa		saʧa		haʈ͡ʂa		saʈ͡ʂa								quqa		taχo		
TREE_4		qeɾu			qelu	qiru			qeɾu							qiru		qeɾu				χiru		qeɾu	qeɾu		χeɾu						χeɾu
TREE_5				juɾa			jura	jura												juɾa						ruja				jura		jura	
TREE_6															pisona																		
TWO_1	iskai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iskai̯	içkai̯	iʃki	iʃkai̯	iskai̯	iskai̯	iskai̯	iʃkeː	iskai̯	iskai̯	iskai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	içkai̯	iʃkai̯	iskai̯	içkai̯	iʃkai̯	iʃki	içɡai̯
WALK_1	puri		puɾi	puɾi na		puri	puri	puri		puri	puri	puri	puri	puri	puri	puri	puri		puli	puɾi na	puli	puri	puri			puri na	puɾi	puri na	puri	puri	puɾiː	puri	puɾi
WALK_2																		aɲdaɾ															
WATER_1	unu	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	unu	jaku~unu	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	unu	jaku	jaxu	jaku	jaɡu
WATER_2															ʧuʎʧu̯i																		
WE (INCLUSIVE)_1	ɲuqanʧis	noqanʧik	ɲoχanʧik	ɲuqanʧi	ɲoqanʧik	nuʁanʤiʁ	ɲukanʧi	ɲukanʧix	ɲoqanʧik	nuqanʧis	nuʁanʧiχ	nukanʧi	ɲuqanʦik	nuqanʧis	ɲoqanʧis	nuqanʧi	ɲuχanʧik	ɲoqaɲʦi		ɲukanʧik		nuʁanʧi	nuqanʧik	ɲoqanʧik	ɲoqanʧik	ɲukanʧi	ɲoχansi	nukanʧi	nuqanʧis	ɲukanʧi		ɲukanʧi	noχaɲʧi~noχaɲʧik
WE (INCLUSIVE)_2																															noχai̯ʃ		
WHAT_1	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima
WHITE_1	juraχ	juɾaq	juɾaχ	juɾaɡ	julaq	juraq	jurak	jurax	juɾaq	juraχ	juraχ	jura	juraq	juraχ	juraq	juraχ	rujaχ~juraχ	julaq	julaʔ	juɾax	julaʔ	juraq	juraχ	juɾaq	juɾaq	rujaχ	juɾaχ	jura	juraχ	jurak	juɾaχ	jurax	juɾaχ
WHITE_2															ku̯iʎa																		
WHO_1	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi		piː	pi	pi	pi	pi taχ	pi	pi
WHO_2																										mai̯kan							
WIND_1	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯la	wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	wai̯ra	wai̯ra	weːra	wai̯ra	wai̯ra		wai̯ra	wau̯ja	wai̯wa	wai̯ɾa	wai̯wa	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯ra		wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	
WIND_2																vi̯ento											bintu						
WING_1						ala		alas					ala							alas		ala											
WING_2	lixra	ɾikɾa	ɾapɾa		ʃikla		rikra		ɾikɾa	lixra	liχra~lixra			raɸra	rapra		rapra	ɾipɾa	lapla		lapla		likra	likla	ɾikɾa	riɡra		ɾiɡra	rixra	rikra	lixɾa		ʐapɾa
WING_3															parpa	kapa																	
WING_4												uɡʎa riska																					
WING_5																																riʁra panɡa	
WOMAN_1	warmi	waɾmi	waɾmi	waɾmi	walmi	warmi	warmi	warmi	waɾmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	waɾmi	walmi	waɾmi	walmi	warmi	warmi	waɾmi	waɾmi	warmi	waɾmi	warmi	warmi	warmi	waɾmi	warmi	waɾmi
WORM_1	kuru	uɾu	uɾu	kuɾu	ulu	kuru	kuru	kʰuru	uɾu	kʰuru	kʰuru	kuru	kuru	kuru	siʎwi~uru	kuru	kuru	kuɾu	kulu		kulu		kuru	uɾu	uɾu	kuru	kuɾu	kuru	kuru	kuru	kuɾu	kuru	kuɾu
WORM_2																						ɲuʃi											
WORM_3															utuskuru																		
WORM_4																				ku̯ika													
YEAR_1	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	aɲo	wata~watə	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata
YELLOW_1																			tunʔuʂ		tunʔuʂ												
YELLOW_2	qʼiʎu	qaɾwa	χeʎu	kiʎu	qalwa	qarwa	kiʥu	kiʒu	qaɾwa	qʼiʎu	qʼiʎu	xiʎu	qarwa	qʼiʎu	paru	qarwa ʃ	χiʎu	qaɾwaʃ		kiʎu		χarwa	qarwa ʃ	qaɾwa	qaɾwa	kiʎu	ʁaɾwa	kiʎu	qʼiʎu	kiʥu	qɪʒu	kiʎu	tiɾi
