	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
OLD_1			ruuʔau															ruuhau						ruuʔau						
OLD_2	maatua			matuʔa					makua~mua						matua		matua				matuʔa	matua	matua~mua		maatua	motuʔa		matua	matʰua	matua
OLD_3					tuai			tuai	ukuai			tuai	tuai	kakiu~koua					tuai~korohua		tauiku	tuai					korou			
OLD_4		tahito					kahiko							tehito		tahito		tahito												
OLD_5						takausore					pakeke																			
OLD_6										teʔito							poovioːvi			taʔito	bebe~poepoe									
ONE_1		hoʔe																						hoʔe						
ONE_2							ʔekahi																							
ONE_3	tasi		taʔi	tasi	tasi	tasi				taʔi		etasi								taʔi		etasi	tasi		tasi					
ONE_4								dahi	kahi		tahi		taha	tahi	hokotahi	tahi		tetahi	tahi		tahi			tahi		taha	tahi	tahi	kotahi	tahi
ONE_5																	taji													
PATH OR ROAD_1						retu											ŋutuala													
PATH OR ROAD_2	ara			ala	ara		ala	ala	ala	ara	ara	ara				ara		ara	ara	ara		ala	ala	ara	ara		ara	auala	ala	ala
PATH OR ROAD_3													hala		haarena											hala				
PATH OR ROAD_4																					aɡa									
PATH OR ROAD_5		puɢumu	puruumu															puruumu						puruumu						
PATH OR ROAD_6			araʔaraʔa											vaʔa										ʔeeʔa						
PERSON_1														kenana~ʔenata																
PERSON_2																	kovi													
PERSON_3	taŋata	taʔata	taʔata	taɡata	taŋata	tafata	kanaka	daŋada	kaŋaka	taŋata	taŋata	taŋata	taŋata		tama	taŋata	tama~taŋata	taŋata	taɡata	taŋata	taŋata	taŋata	tama~tanata	taʔata	taŋata	taŋata	taŋata	taɡata		taɡata
PERSON_4																													tai	
RAIN (PRECIPITATION)_1	ua	ua	ua		ua	ua	ua	ua		ua	ua	ua	uha	ua	ua	ua	ua	ua		ua		ua	ua	ua	ua		ua	ua	ua	
RAIN (PRECIPITATION)_2				ʔuaina					ʔua										ʔuua		ʔua	timu				ʔuha		timu		ʔua
RED_1		ʔuteʔute												pukiki										ʔuteʔute						
RED_2	mero			mea		mea		mmee	mea			mea			mmea		melo	muramura	mea		mea	mea~melomelo	mea		mero~mea		mea		mea	
RED_3					loa																									
RED_4																			herohero											
RED_5			ʔuraʔura	kula			ʔula			kura	fero		kula	kuwa		kura	kula	kura		kura		ʔula				kulokula	kura	kula		kula
RED_6																					kuɡa									
RED_7				soata																ʔute										
RED_8	oata																													
ROOT_1		aʔa	aʔa	aka		akai	aʔa	aɡa		aka			aka	aka		aka	aka	aka	aka			aʔa		aʔa		aka	aka		aka	aka
ROOT_2					kairakau				paʔiaʔa		pakiaka	kasikoa			patiaka					pakiaka	paʔiaʔa		patiaka		vaiaka					
ROOT_3																												poɡai		
ROOT_4	tapito																													
ROPE_1															haha															
ROPE_2																													hau	
ROPE_3			taura	taula		taura	kaula	taura		toura	taura		toua			taura	taula	taula	taura	taura				taura			taura			taula
ROPE_4										kaka				touʔa							tauɡa									
ROPE_5																											patoko			
ROPE_6					faβa	vava									kaavei															
ROPE_7															uka~kaha		kawa													
ROPE_8		nape																										lopu		
ROPE_9	maea			maea				moea	maea			mea			maea							maea	maea		maea	maea		maea		maea
ROPE_10												wawa																		
SALT_1														puhinaʔu~kanatai																
SALT_2		ʔavaʔava		paʔatai			paʔakai							paʔatai																
SALT_3											tote																			
SALT_4					tai	sol															tai									tai
SALT_5			miti							miti			matima				miti		miti	miti		miti~maasima		miti		maasima	miti	maasima		
SALT_6												mara																		
SALT_7															horo															
SAND_1		one	one		one	one	one	one		one	one	waraune	one	one		one	one	one	one	one		oneone	one	one	one		one		one	one
SAND_2				ʔone													tini				ʔone									
SAND_3																										ʔoneʔone				
SAND_4	kere								ʔele						kerekere		kelekele													
SAND_5																												fuu		
SAY_1															hua~hai															
SAY_2																					heŋɡeu									
SAY_3													kepehe													pehee				
SAY_4					muna												mea								muna					
SAY_5	karaŋa		parau				ʔoolelo			ki	koorero							ki	kii	koorero~karaŋa				parau			parau			
SAY_6		paɢaupaɢau				tuku			meaʔe			tokua		tekao~peʔau														taku	tukua	
SAY_7				pati				tapa	kakala											tuatua		tautala	taatala							
SAY_8																												faipati		
SEE_1	mamata		naanaaːna	matamata				mada		nana			mata								mata	matamata								
SEE_2		ʔite		kite	kutea		ʔike		ʔike		kite			ʔite	kite		kitea		tikea	kite	kite	ʔite	kite	ʔite	kite		kite		kutea	
SEE_3												sereia																pula~kilo		
SEE_4				tio		safea																vaʔai				sio				sio
SEE_5																		tititiro												
SEW_1			tiiʔai			sukia																suʔi								
SEW_2	titina			tui	tuitui	tui		dui	kui	tue	tui	tuia	tui	tui	ttui	tui	tui	tuitui	tui	tui	tui		tui		tui	tuitui	tui		tohia	tui
SEW_3			au																					au						
SEW_4			nira															ruru						nira						
SEW_5		niɢa																												
SEW_6							humuhumu																							
SHARP_1													matila									masele~maʔai			mata	maasila			mfasele	maasila
SHARP_2					makakai	matakai						matʃikai																matakai	mdakhaa	
SHARP_3		ʔoi	ʔoi				ʔoi	ɡaa	ʔaa		koi			koi	kaa	koi		koi		koi			kaa	ʔoi			koi			
SHARP_4	kakai			fakakaa~kakai						koikoi							kokoi		kaʔi		hakakaa~kakai						popo			
SHARP_5																	niniva													
SHORT_1				leka																	leka									
SHORT_2	nounou																									nounou				
SHORT_3														nohinohi																
SHORT_4						saka										sakasaka						saʔasaʔa								
SHORT_5											hakahaka																			
SHORT_6		poto	poto			poto	pookole	bodo	poko	poto	poto		puku	poto		poto			poto	poto	puku	poto	poto	poto			poto	toetoe		
SHORT_7															potopoto		puupoto~puunekeneke					puʔupuʔu			pukupuku				popoto	pukupuku
SIT_1	nopo		noʔo	nofo	nofoiraro	nofo				noʔo		nofo	nofo							noʔo		nofo			nofo	nofo				nofo
SIT_2			araʔi																											
SIT_3		nohotu					noho	noho	ŋoho		noho			noho	noho	noho		noho	noho		noho		noho				noho	noho	noho	
SIT_4																								paarahi						
SIT_5																	noonooːno									taŋutu				
SIT_6						buku																								
SKIN_1																						paʔu						pau	paku	
SKIN_2		ʔiɢi												kiʔi							kiɡi									
SKIN_3	kiri		ʔiri	kili	kiri	kiri	ʔili	ɡili	ʔili	kiri	kiri	kiri	kili		kiri	kiri	kili	kiri	kiri	kiri		ʔiliola	kili	ʔiri	kiri	kili	kiri	kili	kilihino	kili
SKY_1														ʔaŋi	kaniva						ɡaŋi									
SKY_2		ɢaʔi																												
SKY_3	raŋi			laɡi	raŋi	raɡi	lani	laŋi	laŋi	raŋi	raŋi	raŋi				raŋi	laŋi	laŋi	raɡi	raŋi		laŋi	lani	raʔi	raɡi	laŋi	raŋi	laɡi		laɡi
SKY_4												maloa																	velaŋi	
SKY_5			tuaraʔi																											
SLEEP_1	moe	moe	moe	moe	moe~ŋoro	moeroa	moe		moe	moe	moe	moe	mohe	hiamoe	moe	moe	momoe	moe	moe	moe	moe	moe	moe		moe	mohe	moe	moe	moe	moe
SLEEP_2																	lowi													
SLEEP_3																								taʔoto						
SLEEP_4								khi																						
SMALL_1				ʔikiʔiki											punarikiriki										pukupuku					pukupuku
SMALL_2		iti									iti			iti		iti			iti	iti							iti			
SMALL_3										niŋore																				
SMALL_4																								naʔinaʔi						
SMALL_5																												fonini		
SMALL_6												kekela	puku	ʔiki							ɡiki								kiko	
SMALL_7	riki						liʔi						liki	kaiu			liliki						liki				riki	foliki	likiliki	
SMALL_8			maaitiiti		titi			bodo						poto		poto		meeiti	poto	poto		itiiti								
SMALL_9						sisi			suli																	siʔi				siʔi
SMALL_10																	lewu													
SMOKE (EXHAUST)_1								seahi	ʔohu						kohu						ʔauahi					ʔahu			kohu	ʔahu
SMOKE (EXHAUST)_2		auauahi	auauaʔi	aausia		au	uahi			ahi	auahi		ahu	auahi	au	auahi	au	au	auahi	auaʔi		asu	au	auauahi			auahi	au		
SMOKE (EXHAUST)_3	autiapi				asuafi							silaŋo													kofu~ausiafi					
SNAKE_1				ɡata	ŋata	ŋata						ŋatasai	ɡata		kata						ŋata	ŋata				ŋata			ŋata	
SNAKE_2			ooʔioːʔi						ʔaka								oovioːvi							ʔoofioːfi						
SNAKE_3							naheka				naakahi												sineki							
SNAKE_4																				ʔoouioːui					ŋau					
SNAKE_5														puhihenua																
STAND_1	tuu	tia~tuu	tuu	tuʔu	tuiruŋa	tu	ku	duu			tuu	telao	tuu	tuu	tuu	tuu	wetuu	tuu	tuʔu	tuu	tuʔu	tuu	tuu	tiʔa	tuu	tuʔu	tuu	tuu	tʰuː	tuʔu
STAND_2										ʔakaatuaːtu																				
STAND_3									uu																					
STAR_1												masoi					mata													
STAR_2																	wetuu													
STAR_3	petuu		fetiʔa	fetuʔu	fetu	fatuu				ʔetu	fetuu		fetuu	fetoe				feetueːtu		ʔeetueːtu		fetuu		fetiʔa	fetuu	fetuʔu		fetuu		fetuʔu
STAR_4		hetiʔa					hookuoːku	heduu	heku						hetuu	hetuu			hetuʔu		hetuʔu		hetuu				hetuu		hetuu	
STAR_5																		vairaŋakaveiŋa												
STONE_1	patu			fatu		faatu						fatu	patu					fatu				fatu			fatu			fatu		
STONE_2								hadu	haku					hatukeʔaa	hatu								hatu				hatu		hatu	
STONE_3			poʔatu~ʔooʔaʔi							poʔatu	koofatu			keʔa						pooʔatu				ʔoofaʔi			poofatu			
STONE_4		ʔohai					poohaku									poohatu		poohatu			balu									
STONE_5				maka	maka								maka						maʔea			maʔa				maka				maka
STONE_6																	watu													
STONE_7																		toka												
SUCK_1																													mihikia	mihi
SUCK_2	miti								miki	miti	ŋote		miti			ŋote	ŋote~miti	miti~ŋote		miti~ŋotea	miti		mmiti		miti		miti	mimiti		
SUCK_3				momi	mumu	umi	omo			omo				omo	umiumi				omo		umi		umiumi				ŋoŋo~momi			momi
SUCK_4		ʔote	ʔote																			susu		ʔote						
SUCK_5																		fakaroroma							puku					
SUCK_6				komo								tomia																		
SUCK_7																				ʔia										
SUCK_8								u							uu															
SUCK_9															homohomo											huhu				
SWIM_1	kau	ʔau	ʔau	kau	kaokao	kau	ʔau	kau	ʔau	kau	kauhoe	kaukau	kou	kau	kkau	kau		kaukau	kau	kau	kakau	ʔaʔau	koukou	ʔau	kau	kakau	kau	kakau	kau	kau
SWIM_2																	taakele													
SWIM_3																		hopuvai												
TAIL_1			vero							ave~vero	fiore													ʔaero			vaero		pole	
TAIL_2																								ʔitere						
TAIL_3									mosuʔi						moihuku								muisuki							
TAIL_4																						siʔusiʔu			sikusiku					
TAIL_5	tiku		ʔuʔu	siku	siku	siku				ʔiku				veʔo		siku				ʔiku	siku									
TAIL_6												rapue					jiku									iku				
TAIL_7							huelo	huku					hiku	hiku				hiku	hiku					hiʔu			hiku	hiku		hiku
THAT_1			teeraeːra			tena		tera			teeraeːra~teenaeːna			teʔaa		taua	teia~teelaeːla	teeia~taua						teeraeːra				teelaeːla~teenaeːna	tena	
THAT_2																										koena				
THAT_3																														kohee
THAT_4					ira		la						ia		raa				era	aua	ia						aua			
THAT_5	ena						na					nera			naa							lela~lena			na					
THEY_1								tikaula													kiŋɡatou~kiŋɡaaua					kinautolu				
THEY_2		ɢaaua				kiraua																								
THEY_3	naaua	ɢaatou	raatou~raaua	lotou~laa	raua~ratou		laakou~laaua		laaua~laakou	raatou~raaua	raatou~raaua	raua~ratou	maua	ʔatou	laaua~laatou		laatou~laaua	raaua~raatou	raʔua	raaua~raatou		laaʔua~laatou	laaua~laatou	raatou~raaua	ratou~raua			laatou	lʰatou~lʰaua	naaua
THICK_1		meʔumeʔu																						meʔumeʔu						
THICK_2																						mafia						tuaefa		
THICK_3	maatoru		tuetue	maatotolu	matorutoru	matoru	maakolukolu	maadolu	makolu	maatoru	matotoru	matoru	matolu	motoʔu	maatoru		maatolu	maateru	matoru	maatoru	maatoɡu	tuatua~matolutolu	maatoru		maatoru	matolu		tuatua~maatolu		maatolu
THICK_4															hamataku															
THICK_5																											tuʔatuʔa			
THICK_6																													eha	
THIN_1		ɢaiɢai												kahikahi																
THIN_2																							tualiki					tuaniki		
THIN_3										rikiriki				ʔakiaki	tuarikiriki															
THIN_4														piʔahiʔahi																
THIN_5			rairai				lahi	rahirahi			rahirahi		aleale		rrahi		lalawi	rahirahi		rairai				rairai			rahi			
THIN_6																			raʔi											
THIN_7																		aŋiaŋi		aŋiaŋi					nifi					
THIN_8	manipi			manifi	manifinifi	mafinfini			maŋihi			manfinifi									maanihi	manifi				manifi			manihi	manifi
THIN_9																	tutule													
THINK_1					fakaturia																		hakateletele			fakakaukau				
THINK_2		heɢuɢi						hakapau	hakaoko									hakamanako												
THINK_3																													hiŋa	
THINK_4	maanatu		manaʔo	manatu		manatu	manaʔo					mantua	manatu	maʔakau	maanatu	manako	manako~manatu		manaʔu		maanatu	manatu~maafaufau		manaʔo	maanatu			maafaufau~manatu	mnatua	manatu
THINK_5				masalo						makara	fakaaro									maʔara										
THINK_6													mahala				majala	mahara									mahara			mahalo
THINK_7																												laɡona		
THIS_1			teie			tenei	keeia	tenei	keŋei	tenei	teenei	kenei		tenei		teeia	teenei	taua		teeia			tenei	teie		koeni	te	teenei	tene	
THIS_2	ieni			leinei	reni		nei								nei		eenei	nei	nei			lenei			nei			nei	ne	eni
THIS_3																					ia									
THOU_1	koe~ke	ʔoe	ʔoe	koe~kee	akue	koe	ʔoe	ɡoe	ʔoe	koe	koe	akoe	koe	ʔoe	koe	koe	koe	koe	kou	koe	koe	ʔoe	koe	ʔoe	koe~kee	koe	koe	ke	koe	koe~kee
THOU_2																	ou													
THREE_1	toru	toɢu	toru	tolu	toru	toru	kolu	dolu	kolu	toru	toru	etoru	tolu	toʔu	toru	toru	tolu	toru	toru	toru	toɡu	etolu	tolu	toru	toru	tolu	toru	tolu	tolu	tolu
THROW_1												woro														lii				
THROW_2							hoʔolei																							
THROW_3								maka							riaki			fakamui		maka							maka			
THROW_4		taaoɢa			pepe									tioʔa~tiʔi							tupe							tupe		
THROW_5	peiia									kero			velo						vero									apa		
THROW_6			taaora	tii		ʦiri		dili		tiri	paŋa				ttiri		uti~tili			tiri~ʔia		toŋi		taaora		tolo	toro~tiri		sili	
THROW_7				peʔesi	pesia				pesi			pesia				peehua				peeʔia			pehi							peʔehi
THROW_8																														ʔatu
TONGUE_1		aɢeɢo												aʔeʔo																
TONGUE_2																					ʔaɡeɡo									
TONGUE_3				ʔalelo																						ʔelelo				ʔalelo
TONGUE_4	arero		arero		arero	rero	alelo		alelo	arero	arero		alelo		arero	arero	alelo	alelo	arero	arero		alelo	alelo	arero	alelo		arero	alelo	alelo	
TONGUE_5								horore																						
TONGUE_6												limena																		
TOOTH_1	nipo		niʔo	nifo	nifo	nifo				niʔo		nifo	nifo							niʔo		nifo			nifo	nifo		nifo		nifo
TOOTH_2		niho					niho	niha	ŋiho		niho			niho	niho	niho	nio	niho	niho		niho		niho	niho			niho		niho	
TWO_1		piti	piti																					piti						
TWO_2														ʔua							ɡua									
TWO_3	rua		rua	lua	rua	rua	lua	lua	lua	rua	rua	rua	ua			rua	lua	lua	rua	rua		elua	lua		rua	ua	rua	aoa	lua	lua
TWO_4															hiaoa															
VOMIT_1		pihaʔe											puhaki							puaki		puaʔi		pihaʔe						puʔaki
VOMIT_2														ʔua							ɡua									
VOMIT_3	rua		ruʔaʔi	lua~lua	rua	lua	luaʔi	luai~rua	lua	ruaki	ruaki	rua	lua		rua	rua	luaki~lua	ruaki	rua			luaʔi	lua		rua	lua	ruua	lua	lua	lua
WALK_1								taahao																	tahao					
WALK_2	aere			ano													jaaeleaːelele							ori						
WALK_3			rimorimo																											
WALK_4			ʔanorimoʔaere~ʔano																											
WALK_5				saʔele																	saʔeɡe									
WALK_6					saere					ʔere		saria				saere				ʔaere		saele	saele		saere	ʔalu			kau	
WALK_7		haeɢe					hele	haele	haele		haereawaewae		haele	heʔe	haare			haere	haere					haere			haere	haele		haaere
WALK_8								heeheeːhe																						
WARM_1	mapanapana		maaʔanaʔana	maafana	mafanafana	mafana		mahana	mahaŋa	maʔana	mahana		mafana		mahana	mahana	maajana	mahana	mahana	maʔana	mahana		maahana	maahanahana	mafana	mafana	mahana	mafana	mahana	mafana
WARM_2							hahana							haʔamaahanahana					hana											
WARM_3							wela					wera																		
WARM_4			veravera														vela					vela						mavelavela		
WARM_5		veʔaveʔa																												
WATER_1							wai	wai			wai	wai					jua													
WATER_2	vai		vai	vai	βai	vai			vai	vai			vai	vai	vai	vai		vai	vai	vai	bai	vai	vai		vai	vai	vai	vai	vai	vai
WATER_3		papemaaʔaɢo																						pape						
WE_1						kimaua		ɡida~ɡida													kimaa~kita					kimautolu~kitautolu				
WE_2	tou	taatou~taaua	taatou~taaua	tou	taua~tatou		kaakou~kaaua		kaaua~kaakou	taaua	taatou~taaua	taua~tatou	tautolu~taua	taua~tatou	taatou		ataaua~taatou	taatou	tatou	taatou		taatou	taaua~taatou	taatou~taaua	tou		tatou		tʰatou~tʰaua	tou
WE_3		maatou~maaua	maatou~maaua	maa	maua~matou		maakou~maaua		maakou~maaua		maatou~maaua	maua~matou	mautolu~maua	maua~matou	maatou		amaaua~maatou	maatou	matou	maatou		maatou	maatou~maaua	maatou~maaua					mhatou~mhaua	maa
WET_1																		maahuaːhu	hehe									hihiu		
WET_2		maʔu	maʔu	maatuʔu		ʰnupu				maku	maakuaːku																			
WET_3																				maaʔuaːʔuʔuaːʔuːʔu										
WET_4				fakasasau																						viku				
WET_5				vikuviku																										
WET_6			rari		roro					raŋa~rari						rari			lali					rari			rari			
WET_7																	jujuu													
WET_8	parapara						pulu								para													pala~maalu		palapala
WET_9				taitaia		su		tʰiu	suu			lousa		ʔautau				tavai		taarari	suuʔia	susuu	siu		suu				siu	
WHAT_1		aha				aha	aha	aha			aha		haa	aha	heaa	aha		eaha	aha					eaha		haa	aha			
WHAT_2	aa			aa	rea												wea				aa		aa		aa			aa	aa	aa
WHAT_3			aʔa							aʔa		afa								aʔa										
WHAT_4																						ʔoleaa								
WHAT_5									kea																					
WHERE_1						ua											iwea													
WHERE_2																						ʔofea				ʔifee		teehea		
WHERE_3		hea					aiaihea	hee	hea					hea	ihea	hea		hea	he		hea		hea	hea			hea		ihea	
WHERE_4	pea		ʔia	fea	ife					ʔea	fea	ifia	fee							ʔea					fea					fea
WHITE_1	kena					kʰeŋo		kene									kena					sina			kena					
WHITE_2									maʔiŋi																					
WHITE_3	tea			tea	tea	tea	kea			tea			tea	tea		tea		tea		tea	tea	tea	tea		tea		tea	tea	tʰea	tea
WHITE_4											maa				maatea			maakita												
WHITE_5		ʔuoʔuo	teatea									tetea		teko					teatea					ʔuoʔuo						
WHITE_6							keʔokeʔo							tavaiʔe								paʔepaʔe								
WHITE_7																										hinehina				
WHITE_8																	mumuka													
WHO_1		vai	vai		koi	akai						kuai			koai			koai		ʔai		ʔoai		ʔovai						
WHO_2													hai													hai				
WHO_3	ai			ai			wai	ai	ai	ai	wai			ai		ai	ai		aai		ai		ai		ai		ai	ai	ai	ai
WIDE_1				laulasi				balaha	laha				laulahi		raharaha	raharaha							llaha			laulahi	raha		laueha	laulahi
WIDE_2						ʰlafa											lapalapa					lautele			lafalafa			lauefa		
WIDE_3		ɢaɢahi																												
WIDE_4																			kau											
WIDE_5							aakea							fatea				atea		aatea		aateatea								
WIDE_6										ʔataʔata								patapata												
WIDE_7			ʔaʔano								faanui									ʔaʔano				ʔaʔano						
WIND_1	mataŋi	mataʔi	mataʔi	mataɡi	mataŋi	mataɡi	makani	madaŋi	makaŋi	mataŋi		mataŋi	mataŋi	metani	matani	mataŋi	mataŋi	mataŋi	mataɡi	mataŋi	mataŋi	mataŋi	matani	mataʔi	mataɡi	mataŋi	mataŋi		mataŋi	mataɡi
WIND_2				savili									havili									savili								havili
WIND_3																			tokerau											
WIND_4						sau										sau														
WIND_5										hau	hau								hahau											
WING_1	kapakau			kapakau	pakakau	pakau		bakaumanu	apaʔau			pekau	tapakau	pekeu	kapakau		pakajau~kapakapa			peeʔau	kapakau	ʔapaʔau	kapakau		kapakau	kapakau		kapakau	kapakau	kapakau
WING_2							ʔeeheu			pehau			peehau					paehau												
WING_3			pererau							pererau	parirau					pererau			karʔa					pererau			pererau			
WING_4		maiti																												
WORM_1																						ʔanufe								ʔulukele
WORM_2				kelemutu									kelemutu									ʔelemutu				kelemutu		kalemuta		
WORM_3								patupatu																						
WORM_4																					suɡati									
WORM_5																	veli													
WORM_6						nufekere					noke																			
WORM_7			toʔe				koʔe			iritoke				toke	tamakerekere	toke		toke		toke		toʔe		toʔe			toke		peipe	
WORM_8		toʔeɢepo																												
WORM_9																			koreha											
YEAR_1		matahiti	mataʔiti				makahiki									matahiti	matawiti	matahiti	matahiti	mataʔiti				matahiti					ŋatae	
YEAR_2	tau			taʔu	tau	tau		tau	kau	tau	tau	tau	tau	tau			taakaloŋa		taʔu	tau	taʔu	tausaŋa	tau		tau	taʔu	tau	tauhaŋa		taʔu
YEAR_3										ano																				
YEAR_4															kirimahi															
YEAR_5														huaʔa																
YELLOW_1																					heɡoheɡo							heɡaheɡa		
YELLOW_2									helo																				helo	
YELLOW_3				felo	ferofero	fero						maloloa			vaiano				para				felo		fero			fefelo		
YELLOW_4			reʔareʔa																					reʔareʔa						leɡaleɡa
YELLOW_5																									seŋa			sama		
YELLOW_6						rauneaʰleu	lena			reŋareŋa						reŋareŋa	jeŋajeŋa	reŋa		reŋareŋa		leɡa				eŋeeŋa	reŋareŋa			
YELLOW_7											koofai		aɡo																	
YELLOW_8								laupuke																						
YELLOW_9	teteŋa																					saamasama								
YELLOW_10		ɢeʔaɢeʔa												tokatoka																
