	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
ROOT_2	ʔiriɡ				ʕirʤ	ʕɛrɡ	ʢɛrɛɡ	ʃɛrʃ		ʕirq			ʕiriq		ʕɛrɢ	ʕirq
ROOT_3									ɛːrʔ							
ROPE_1	habil	xɑpl	ħbaːl	ħabl	ħabɛl	ħbʌl	ʜabɛl	ħabl	ħɐbɛl	ħabl	ħbəl	ħabɛl	ħabil	ħabl	ħabl	ħbal
ROUND_1	mudawwar			mɛdɑwwɑr	mdawwɑr		mdawwar	mdɔwwɛr			mdˤuwwər	mdawwɑr	mdawwiɣ	mdawwɑr~mukawwɑr	mudˤawwɑr	mdawwir
ROUND_2										mustadiːr						
ROUND_3						mzʌɡnən										
ROUND_4		strɔnʤili														
SALT_1	mɛlh	milx	milħ	malħ	mɛlħ	məlħ	mɛlɛʜ	malħ	mɛlħ	milħ	məlħ	mɛlħ	miliħ	milħ	milħ	milħ
SAND_1	ramla		rɑmɑl	rɑmlɑ	rˤɑmɛl		rɑmulˤ	rɑml	rɐmɛl	raml	rəmlɑ	rˤɑməl	ɣɑməl	rɑml	rɑmlɑ	rmal
SAND_2						ləħasˤ										
SAND_3						traːb										
SAY_1	ɡaːl	kal	qaːl	ʔaːl	ɡaːl	ɡaːl	ɡɑːl	ʔɛːl	ʔɐːl	qɑːla	ɡal	ɡaːl	qɑːl	ɢaːl	ɢɑːl	qaːl
SEE_1	ʃaːf	ra	ʃaːf	ʃaːf	ʧɑːf	ʃaːv~rˤaːʕi v	ʃɑːf	ʃaːf	rɐː	rɑʔaː	ʃaf	ʃaːf			ʃɑːf	ʃaːf~raː
SEE_2													ɣiʃiʕ			
SEE_3														ʔibsɑr		
SEED_1							ʜabba			ħabba			ħʌbb	ħabbih		
SEED_2												ʕaʤmah	ʕəʤɔ			
SEED_3	tɛːraːb														tirɑːb	
SEED_4						ʒəɡraːʒ			zɛrrɪːjɐ	zarʕ	zərriʕa					zurriːʕa
SEED_5				taʔaːwi											tɑɢɑːwi	
SEED_6	bizrɛ	pizr	biðara	bɛzr	bɑdɑr~bazir		bazra~bɑðrɑ	bɛzr		biðra~bizr			baziɣ	baðarih	bazr	
SEW_1		ʃall			ʃall	ʃəll								ʃall		
SEW_2	xajjat		xɛːtˤ	xɑjjɑtˤ	xɑːtˤ	xʌjjɑtˤ	xɑjjɑtˤ	xɑjjɛt	ħɪːt	xɑːtˤa	xəjjətˤ	xɑːtˤ	xʌjjitˤ	χɑjjɑtˤ	χɑjjɑtˤ	xɑjjitˤ
SHARP_1					ħaːdd	ħaːdd	ʜaːdd	ħaːdd		ħaːdd			ħaːdd	ħaːdd	ħaːdd	
SHARP_2	mutarraɡ					mtˤarˤrˤaɡ										
SHARP_3						maːðˤi					mɑdˤi					mɑːdˤi
SHARP_4				ħaːmi												
SHARP_5									ʔɐwwɪ							
SHORT_1	ɡisɑjjɑr		qasˤʕuːr~qasˤiːr	ʔɔsɑjjɑr	ɡasˤiːr	ɡsˤajjər	ɡsˤɑjjɛrˤ	ʔsiːr	ʔɐsiːr	qɑsˤiːr	qsˤirˤ	ɡəsˤiːr	qʌsˤijjəɣ	ɢasˤiːr	ɢusˤɑjjɑr	qsˤiːr
SHORT_2		xmiːn														
SIT_1				aʕ̞ad	jɛlas											
SIT_2	ɡaʔad	kaʕa	ɡlaːs		ɡɛʕad	ɡʕʌd	ɡɛʢad	ʔɑʕɑd	ʔɐːt	ʤalasa~qaʕada	ɡləs	ɡaʕad		ɡʲalas	ɢaʕad	qʕad
SIT_3													bəʧɛx			
SIT_4													nɛbɛsˤ			
SKIN (HUMAN)_1					baʃara			baʃara		baʃarɑ				baʃarih		
SKIN (HUMAN)_2	ʤild		ɡild	ɡɛld	jɛld	ʒəll	ʤɛlɛd	ʒɛld	ʤɪldɐ	ʤild	ʒəld	ʤɛld	ʤilid	ɡʲild	ɡʲɛld	ʒilda
SKY_1	sama	sama	smaː	sama~dɛnja	sama	sma	sɛma~dɛnjɑ	samɑ	sɛmɐ	samaːʔ	smɑ	sɛma	sama	samɛːʔ	sama	smaː
SLEEP_1	naːm	nam	naːm	naːm	nɑːm		nɑːm	naːm		naːma		naːm	nɑːm		nɑːm	
SLEEP_2	rɛɡɛd				raɡad	rɡəd			rɐʔɐt	raqɑda	nʕas			raɢad		rqad
SMALL_1	saxajjar	zɛʕiːr	sˤɑɣiːr	sɔɣɑjjɑr	zɑɣiːr~sˤɑɣiːr	sqiːr~sqajjər~sɣiːr~sɣajjər	zɣɑjjɛrˤ	sˤɣiːr~zɣiːr	zɛjr	sˤɑɣiːr	sˤɣirˤ	sˤuɣɛːr~sˤəɣiːr		zɑɣiːr~zuɣajri	suɣɑjjɑr	sˤɣiːr
SMALL_2													əsˤɣɑjjəɣ			
SMOKE (EXHAUST)_1	duxxaːn	tixxan	duxxaːn~duxxiːn	dɔxxaːn	dɛxxɑːn	dəxxaːn	duxxɑːn	dɔxxaːn	dʊħħɐːn	duxxaːn	duxxan	dəxxɑːn	dixxaːn	duχχaːn	duχχaːn	duxxaːn
SNAKE_1										θuʕbaːn					θuʕbɑːn	
SNAKE_2	daːbi~dɛbiːb			tɛʕ̞baːn	daːb							daːbb			dɑbiːb	
SNAKE_3			sˤɛll				sˤɛlˤlˤ									
SNAKE_4							ʜajja~ʜjɑːjɑ	ħajji		ħajja		ħajjɛh	ħʌjji			
SNAKE_5			ħaniːʃ		ħanaʃ	ħnaʃ				ħanaʃ	ħənʃ			ħanaʃ		ħnaʃ
SNAKE_6		ʕɑfɑ							lɪfɐ	ʔafʕa	lfʕa					
STAND_1	wiɡif	ɛkɛf	wqaːf	wɛʔɛf	wuɡaf	uːɡəv	wuɡaf	wɑʔɑf		qɑːma~waqɑfa	wqəf	waɡf~ɡaːm	wiqif	wiɢif	waɢaf	wqif
STAR_1	nɛʤma	naʒme	niɡma	nɛɡma	niːma	nʌʒma	naʤma~naʤɛm	naʒmɛ		naʤm	nəʒmɑ	naʤɛm	nʌʤmi	naɡʲm	naɡʲma	niʒma
STAR_2									kɛwbɐ	kawkab				kawkab		
STONE_1							sˤalˤbuːx					sˤəlˤbuːx				
STONE_2	haʤaraːj	xaʒra	ħaɡaːra	ħɑɡɑrɑ	ħijɑr	ħʌʒra	ʜʤɑːrˤa~sˤɑxrɑ	ħɑʒrɑ		ħaʤɑrɑ~sˤɑxɑr	ħəʒra	ħaʤɑr	ħʌʤɑɣ	ħiɡʲɑːrɑh~sˤɑχr	ħɑɡʲɑr	ħɑʒrɑ
STONE_3									ʤɛblɐ							
SUCK_1	radiː		rðˤaːʕ			rðˤaʕ			rɛdɐ	rɑdˤiʕa						rðˤaʕ
SUCK_2	mass	mɑss		mɑsˤsˤ	mɑsˤsˤ	mʌsˤsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ~mɑʔʔ		mɑsˤsˤ	məsˤsˤ	mɑsˤsˤ	mɑsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ	
SUN_1	ʃams	ʃimps	ʃims	ʃams	ʃams	ʃams	ʃamɛs	ʃams	ʃɛmʃ	ʃams	ʃəmʃ	ʃams	ʃamis	ʃams	ʃams	samʃ~ʃams
SWIM_1			sbaːħ				sɛbaʜ	sɛbɛħ		sabaħa		sɛbɛħ	sibiħ	sabaħ		
SWIM_2			ʕaːm	ʕ̞aːm	ʕaːm	ʕaːm			ɐːm	ʕaːm	ʕam			ʕaːm	ʕaːm	ʕaːm
SWIM_3		kalimpa														
SWIM_4		tʌʕassɛl														
SWIM_5	ʔarrad fi lalmɛ															
TAIL_1	danab	tumpjɛ						danɛb	dɛmp	ðanab		ðanab			danab	
TAIL_2						sbiːb					zɑntˤitˤ					
TAIL_3			ðɛːl	dɛːl	ðɛːl	aːɡilaːl	ðɪe̯l			ðajl			ðɛl	ðajl		
TAIL_4											ʃwwal					
TAIL_5						nəwwaːʃa										
TAIL_6																baʕbuːsˤ
THAT_1			haːðaːk~haːðiːk		haðɑːk~haːðiːʧ			hajdiːk~hiːdɛːk			hadak~hadik		hʌðɛːk~hʌðiːk			haːðaːka~haːðiːka
THAT_2	daːk~diːk	aðak~aðik		dawwat~dajjat~dawwan~dawwak~dawwa		ðaːk~ðiːk	ðɑːkɑ~ðɪe̯ʧɛ			ðaːlika~tilka~tiːka	dak~dik	ðaːk~ðiːk		ðˤɑjjik~tajjik	daːk~dɛːk	
THEY_1		innɛn							ʊːmɐ				immɛ			
THEY_2	human~hinna		hum~hɛːn	hɔmma	hum~hɛn	huːmˤɑ~huːmaːti	humˤmˤɑ~hɛnˤnˤ	hɛnnɛː		hum~hunna	humɑ	humm~hənn		hɔm~hɛn	hum~hun	huːma
THICK_1			matiːn		mɛtiːn							matɪe̯n		matiːn		
THICK_2				tɛxiːn			θəxiːn	ətxiːn		θaxiːn			θʌxiːn		tɑχiːn	
THICK_3	samiːn							smiːk		samiːk						
THICK_4			ɣliːðˤ			ɣliːðˤ~qliːðˤ				ɣɑliːðˤ	ɣlidˤ					ɣliːðˤ
THICK_5		ʕɑpi							ɔħʃɔn							xʃiːn
THIN_1			ɡaʃuːf	nɛħiːf	dɛʤiːʤ~ðˤʕiːf			nɑħiːf		naħiːf	nħif	ðˤəʕiːf		naħiːf	naħiːf	ðˤʕiːf
THIN_2				rɔfɑjjɑʕ̞			rɛfiːʢ			rafiːʕ				rafiːʕ		
THIN_3		θkiːk	ħatˤiːtˤ			rɡiːɡ~rɡɛjjəɡ		rʔiːʔ	rʔɪːʔ	rɑqiːq	rqiq	dəɡiːɡ	ɣʌqiːq		riɢɛjjiɢ	
THIN_4	bɑːtil															
THINK_1	dɑnn			zˤɑnn	ðˤɑnn		ðˤɑnn			ðˤɑnna		ðˤɑnn		ðˤɑnn	zˤɑnn	
THINK_2						txʌmməm					xəmməm					xamməm
THINK_3		ftaɛn														
THINK_4							tfɑtˤtˤan									
THINK_5	fɛkɛr		fakkar	fɑkkɑr	fakkir		fakkɛr	fakkɛr		fakkara		fɛkɛr	fakkar	fakkar		fakkir
THINK_6									ħɐsɛp	ħasiba						
THINK_7							ʢtɛqɑd	ʕtɑʔɑd								
THINK_8										ʔiʕtaqɑda						
THIS_1			haːðiː		hɑːða~hɑːði		hɑːðɑ~hiːaːtaː	hajdɑ~hajdɛ		haːðaː~haːðihiː	hada~hadi		haːðaː~haːðiː			haːða~haːði
THIS_2	daː~diː	aða~aðiː		da~di		ðɑ~ði			dɐːn~diːn			ða~ði		ðˤɑjjɑːh~tajjih	da~dɛ	
THOU_1	inta~intɛ~inti	int~inti	intɑ~inti	ɛnta~ɛnti	ɛntɑ~ɛnti	nta~ntijja	ɛntɛ~ɛnti	ɛntɑ~ɛntɛ	ɪnt~ɪntɪ	ʔanta~ʔant	ntɑ~ntajɑ~nti~ntijɑ	ənta~ənti	ʌntɑ~ʌntɛː	ant~anti	intɑ~inti	inti
THREE_1	talaːta	tlaθɛ	θalaːθa	talaːta	θalɑːθa	θ̬laːθ̬a	tlɑːθa~t͡ɬɑːθa	tlaːtɛ~t͡ɬaːtɛ~klaːtɛ	tlɪːtɐ	θalaːθa	tlatɑ	θalaːθ	θaːθi	θalaːθah	talɑːtɑ	θlaːθa
THROW_1	rama	rma	ramaː~lwaːħ	rama		laːħ			rɛmɐ	ramaː	laħ			ramaː	rama	lwaħ
THROW_2				ħɛdɛf	ħɛðaf							ħaðaf~tˤɑʃʃ				
THROW_3	xatt				ðabb		ðabb	zatt~kabb	ʃɛħɛt				zɛtt	ðabal		
THROW_4		ʃalax						ʃalaħ			sijjəb					ʃajjaʕ
THROW_5													tˤɛrr			
TONGUE_1	lisaːn	san	lisaːn	lɛsaːn	lɛsɑːn	lsaːn	əlsɑːn	lsaːn	lsɪːn	lisaːn	lsan	lsaːn	əlsuːn	lisaːn	lisɑːn	lsaːn
TOOTH_1			ðars		ðˤɛrs	dˤars				dˤirs	dərsɑ	ðˤirs		ðˤirs		
TOOTH_2	sɛnn	sinn		sɛnna	sɛnn	sʌnn	sɛnn	sɛnn	sɪnnɐ	sinna	sənnɑ	sinn	sin	sɛnnih	sɛnn	sinna
TREE_1	ʃɑdɑrɑːj	ðɛntra	ʃaɡara	ʃɑɡɑrɑ	ʃjɑrˤɑ	sˤadrˤɑːja	ʃaʤarɑ~ʃɛʤrɑ	siʒrɛ	sɪʤrɐ	ʃaʤarɑ	ʃəʒrˤa	ʃɛʤarɑ	siʤʌɣɑ	ʃɛɡʲarih	ʃɛɡʲɑrɑ	ʃuʒra~suʒra
TWO_1										ʔiθnaːn~ʔiθnataːn~ʔiθnajn~ʔiθnatajn						
TWO_2									zɛwʧ		ʒuʒ					zuːz
TWO_3	tinɛːn~tittɛːn	xnajn	θnɛːn~θantɛːn	ɛtnɛːn	θnɛːn~θəntɛːn	iθ̬najn~θ̬intajn	θnɪe̯n~θəntɪe̯n	tnɛjn~tnɛːn~tintɛːn	tnɛjn		tnin	əθnɛːn~θəntɪe̯n	θniːn~θintiːɛn	θnajn~θintajn	ɛtnɛːn	θniːn
VOMIT_1							tqɑjjɑ			taqajjaʔa			tqɑjjɑ			
VOMIT_2		raʒʒʕe	radd			rɔdd		raʒʕɑ			rədd					rad
VOMIT_3						ɡðəf								ɢaðˤɑf	ɢidif	
VOMIT_4				tˤɑrrɛʃ					ʔɐlɐ					tˤɑrɑʃ		
VOMIT_5			zɑʕ		zɑːʕ		zɑwwɑʢ				ruwwəʕ		zɑwwɑʕ			
VOMIT_6	dafaɡ									istafrɑɣa					istɑfrɑɣ	
VOMIT_7													ʔəstənfʌʕ			
WALK_1						twaːtˤa~ɡɔwtˤarˤ								χɛtˤi		
WALK_2	saːr				sˤɑːr						sˤɑr					
WALK_3	maʃa	miʃɛ	mʃaː	mɛʃi	mɛʃɑ		mɛʃa	mɛʃi	mɛʃɐ	maʃaː		mɛʃa	məʃi		maʃa	mʃaː
WALK_4											tməʃʃɑ					
WARM_1	haːmi					ħaːmi	ʜɑːmi							ħaːmi		
WARM_2		sxun		daːfi	dɑːfi	daːfi	dɑːfi	dɛfjɛːn~sɔxn	sħʊːn	daːfiʔ	dafi	daːfi	diːfi	daːfi	daːfi	daːfi~sxuːn
WATER_1	almɛ~mɔːja	mɔɛ	maːj~miː	mɑjjɑ	mɑːj	ʌlma	mˤɑːj	mɑjj	ɪlmɐ	maːʔ~mijaːh	ma	maː~mɔːja	mɑːj	mɛːʔ	mɔːja~ɛlmiː	maː
WE_1	ʔaniːna									ʔinnaː						
WE_2		naxni	naħana	ɛħna	nɛħɛn	ʌħna~ʌħnaːti	ɛʜnɛ	nɑħnɑː	ɐħnɐ	naħnu	ħnɑ~ħnajɑ	əħna~ənnaː	niħnɑː	əħnə	ɛħna	ħənaː
WET_1							nɑːɡɛʢ									
WET_2													mnɑqqɑʕ			
WET_3			xðˤɑr								fazəɡ			ɑχðˤɑr		
WET_4									mʃɐrrɐp							
WET_5			rɑtˤb		rɑtˤəb					rɑtˤb		ratˤub				
WET_6	mabluːl	maplul		mabluːl	mabluːl	mʌbluːl	mballal	mbɑllɑl		muballal		mabluːl		mabluːl	mabluːl	mabluːl
WHAT_1										maː~maːða				mɛh		
WHAT_2	ʃunu	aʃ	ɛːʃ	ʔɛː	ɛːʃ~ʃuː~ʃɛnu	ʃ~aːʃ~ʃənhu	ʃɛnu~ʃə	ʃu~ʔɛːʃ	ʃ~ʃɪnʊ~ʃɪːʃ		aʃ~aʃnu	wɛʃ	ʌʃuː		ʃinu~ʔɛː	ʃnuwwa~ʃnuːma
WHERE_1	wɛːn	ajn	fɛːn~ħɛːn	fɛːn	wɛːn	wɛjn	wɪe̯n	wɛjn~wɛːn	fɛjn	ʔajna	fin	wɛin	wɛn	ajn	wɛːn	wiːn~fiːn
WHERE_2						mnɛjn										
WHITE_1	ʔabjɛt						ʔɑbjɑðˤ	ʔɑbjɑdˤ		ʔabjɑdˤ				ʔabjɑðˤ		
WHITE_2		apkjað	bjɑːðˤ	ɑbjɑd	ɑbjɑðˤ	ʌbjɑðˤ			ɐbjɐt		bjədˤ	ɑbjɑðˤ	ʌbjɑðˤ		ɑbjɑdˤ	abjidˤ
WHO_1		mɛn	miːn	miːn	mɛn	mən~mənhu	manuː	miːn		man		mən	mənu	man	minu	
WHO_2											ʃkun					ʃkuːn
WHO_3	jaːtu															
WIDE_1			ʕɑriːð		ʕariːðˤ		ʢɑrˤiːðˤ	ʕɑriːdˤ		ʕɑriːdˤ		ʕariːðˤ				
WIDE_2										raħiːb			raːhi			
WIDE_3	wasiː	fsiːʕi	waːsɛʕ	waːsɛʕ̞	wɑːsɛʕ	waːsəʕ	wɑːsɛʢ	wɛːsɛʕ	wɪːsɐ	waːsiʕ	wasɛʕ	waːsɛʕ	wɛːsiʕ	fsaħ~waːsiʕ	wɑːsɑʕ	waːsɛʕ
WIND_1	riːh	xava			riːħ	riːħ~arjaːħ			rɪːħ	riːħ	riħ	riːħ	ɣiːħ	riːħ	riːħ	riːħ
WIND_2			habu		hbuːb											
WIND_3				hawa			hɑwɑ	hɑwɑ		hawaːʔ				hawa		
WING_1	ʤɛnaːh			ɡɛnaːħ	ʤanaːħ	ʒnaːħ	əʤnɑːʜ	ʒɛːnɛħ	ʤɛwnɐħ	ʤanaːħ	ʒənħ	ʤanaːħ	əʤnɒːħ	ɡʲanaːħ	ɡʲɑnɑːħ	ʒnaːħ
WOMAN_1					ħurma							ħɔrma		ħurma		
WOMAN_2	mara	mɑrɑ	mɑrɑ			mrˤɑ	mɑrɑ~mrajja	mɑrɑ	mɐrɐ	imrɑʔa~almɑrʔa	mrˤɑ	mɑrɛ	mɑɣɑ~mɑɣijji	mɑrih	mɑrɑ	mra
WOMAN_3				wlɛjja												
WOMAN_4				sɛtt												
WORM_1	duːda	tut	duːd	duːda	duːd	duːd	duːd	duːdi	dʊːdʊ	duːda	duda	duːdah		duːdah	duːdɑ	duːda
WORM_2													ʌɣdɑ			
YEAR_1	sana	sinɛ	sana~ʕaːm	sana	sana	ʕaːm~sna	sana	sɛnɛ	sɛnɐ	ʕaːm~sana	ʕam	sanah	sani	sanah	sana~ʕaːm	ʕaːm
YELLOW_1	ʔasfar	asfar	sˤfɑːr	ɑsfɑr	ɑsˤfɑr	ʌsˤvɑr	ʔɑsˤfɑr	ʔɑsˤfɑr	ɪsfɐr	ʔasˤfar	sˤfər	ɑsˤfɑr	ʌsˤfɑɣ	ʔasˤfɑr	asfɑr	asˤfir
