# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
414	Eastern Pomo	BARK	x aː w a l	3 7 6 7 5	AXBYN	GAWAL	5	5.G.C 5.A.V 5.W.C 5.A.V 5.L.c	2.0 1.5 1.75 1.3 0.8	xaːwal	0	32
523	Highland Chontal	BARK	l i ʃ m i kʼ e k	5 7 3 4 7 1 7 1	AXBCYBYN	LISMIKEK	6	6.L.C 6.I.V 6.S.C 6.M.C 6.I.V 6.K.C 6.E.V 6.K.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	liʃmikʼek	0	36
636	Ipai	BARK	x aː s ə j a ɬ	3 7 3 7 6 7 5	AXBYBYN	GASEJAL	7	7.G.C 7.A.V 7.S.C 7.E.V 7.J.C 7.A.V 7.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	xaːsəjaɬ	0	34
749	Karok	BARK	m aː n	4 7 4	AXN	MAN	8	8.M.C 8.A.V 8.N.c	2.0 1.5 0.8	maːn	0	38
863	Kashaya	BARK	q a h w aː	1 7 3 6 7	AXBCZ	KAHWA	9	9.K.C 9.A.V 9.H.C 9.W.C 9.A.V	2.0 1.5 1.75 1.5 0.8	qahwaː	0	32
967	Mohave	BARK	ʧ a θ kʷ i l	2 7 3 1 7 5	AXMBYN	CADKIL	10	10.C.C 10.A.V 10.D.c 10.K.C 10.I.V 10.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ʧaθkʷil	0	40
1095	Northeastern Pomo	BARK	kʰ a w aː	1 7 6 7	AXBZ	KAWA	11	11.K.C 11.A.V 11.W.C 11.A.V	2.0 1.5 1.75 0.8	kʰawaː	0	32
1190	Northern Pomo	BARK	ʃ e w a	3 7 6 7	AXBZ	SEWA	12	12.S.C 12.E.V 12.W.C 12.A.V	2.0 1.5 1.75 0.8	ʃewa	0	42
1295	Northern Yana	BARK	p a t ʔ j a u n a	1 7 1 1 6 7 7 4 7	AXMBCYYBZ	PATHJAYNA	13	13.P.C 13.A.V 13.T.c 13.H.C 13.J.C 13.A.V 13.Y.V 13.N.C 13.A.V	2.0 1.5 1.1 1.75 1.5 1.3 1.3 1.75 0.8	patʔjauna	0	43
1393	Seri	BARK	i n aː i ɬ	7 4 7 7 5	XBYYN	INAIL	14	14.I.V 14.N.C 14.A.V 14.I.V 14.L.c	1.5 1.75 1.3 1.3 0.8	inaːiɬ	0	44
1610	Southeastern Pomo	BARK	χ w a l	3 6 7 5	ACXN	GWAL	16	16.G.C 16.W.C 16.A.V 16.L.c	2.0 1.5 1.5 0.8	χwal	0	32
1714	Southern Pomo	BARK	kʰ a wː a	1 7 6 7	AXBZ	KAWA	17	17.K.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 0.8	kʰawːa	0	32
1990	Yavapai	BARK	θ p i l a	3 1 7 5 7	ACYBZ	DPILA	20	20.D.C 20.P.C 20.I.V 20.L.C 20.A.V	2.0 1.5 1.3 1.75 0.8	θpila	0	47
#
4	Central Pomo	BELLY	m kʰ a	4 1 7	ACZ	MKA	1	1.M.C 1.K.C 1.A.V	2.0 1.5 0.8	mkʰa	0	48
184	Chimariko	BELLY	h u tʲ u n e w	3 7 1 7 4 7 6	AXBYBYN	HYTYNEW	3	3.H.C 3.Y.V 3.T.C 3.Y.V 3.N.C 3.E.V 3.W.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hutʲunew	0	49
300	Cocopa	BELLY	ʔ i ʧ u	1 7 2 7	AXBZ	HICY	4	4.H.C 4.I.V 4.C.C 4.Y.V	2.0 1.5 1.75 0.8	ʔiʧu	0	50
415	Eastern Pomo	BELLY	kʼ o	1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	kʼo	0	51
524	Highland Chontal	BELLY	l a ɡ u ʔ u	5 7 1 7 1 7	AXBYBZ	LAKYHY	6	6.L.C 6.A.V 6.K.C 6.Y.V 6.H.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	laɡuʔu	0	52
637	Ipai	BELLY	ə t̪ uː	7 1 7	XBZ	ETY	7	7.E.V 7.T.C 7.Y.V	1.5 1.75 0.8	ət̪uː	0	50
750	Karok	BELLY	β i ʃ β aː n	3 7 3 3 7 4	AXMBYN	BISBAN	8	8.B.C 8.I.V 8.S.c 8.B.C 8.A.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	βiʃβaːn	0	54
864	Kashaya	BELLY	ʔ u h qʰ a	1 7 3 1 7	AXMBZ	HYHKA	9	9.H.C 9.Y.V 9.H.c 9.K.C 9.A.V	2.0 1.5 1.1 1.75 0.8	ʔuhqʰa	0	55
968	Mohave	BELLY	iː t o	7 1 7	XBZ	ITU	10	10.I.V 10.T.C 10.U.V	1.5 1.75 0.8	iːto	0	50
1096	Northeastern Pomo	BELLY	k o i	1 7 7	AXZ	KUI	11	11.K.C 11.U.V 11.I.V	2.0 1.5 0.8	koi	0	51
1191	Northern Pomo	BELLY	kʰ a ʃ e ʔ	1 7 3 7 1	AXBYN	KASEH	12	12.K.C 12.A.V 12.S.C 12.E.V 12.H.c	2.0 1.5 1.75 1.3 0.8	kʰaʃeʔ	0	58
1296	Northern Yana	BELLY	w i l l a	6 7 5 5 7	AXMBZ	WILLA	13	13.W.C 13.I.V 13.L.c 13.L.C 13.A.V	2.0 1.5 1.1 1.75 0.8	willa	0	59
1394	Seri	BELLY	j a χ	6 7 3	AXN	JAG	14	14.J.C 14.A.V 14.G.c	2.0 1.5 0.8	jaχ	0	60
1505	Shasta	BELLY	ʔ i ʧ n i t	1 7 2 4 7 1	AXBCYN	HICNIT	15	15.H.C 15.I.V 15.C.C 15.N.C 15.I.V 15.T.c	2.0 1.5 1.75 1.5 1.3 0.8	ʔiʧnit	0	61
1611	Southeastern Pomo	BELLY	q o	1 7	AX	KU	16	16.K.C 16.U.V	2.0 1.5	qo	0	51
1715	Southern Pomo	BELLY	ʔ u kʰː a	1 7 1 7	AXBZ	HYKA	17	17.H.C 17.Y.V 17.K.C 17.A.V	2.0 1.5 1.75 0.8	ʔukʰːa	0	55
1814	Tipai	BELLY	t̪ u	1 7	AX	TY	18	18.T.C 18.Y.V	2.0 1.5	t̪u	0	50
1906	Yahi	BELLY	w i l l a	6 7 5 5 7	AXMBZ	WILLA	19	19.W.C 19.I.V 19.L.c 19.L.C 19.A.V	2.0 1.5 1.1 1.75 0.8	willa	0	59
1991	Yavapai	BELLY	m n u n a	4 4 7 4 7	ACYBZ	MNYNA	20	20.M.C 20.N.C 20.Y.V 20.N.C 20.A.V	2.0 1.5 1.3 1.75 0.8	mnuna	0	66
#
5	Central Pomo	BIG	b aː tʰ e	1 7 1 7	AXBZ	PATE	1	1.P.C 1.A.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	baːtʰe	0	67
101	Central Yana	BIG	p a ʦ a l	1 7 2 7 5	AXBYN	PACAL	2	2.P.C 2.A.V 2.C.C 2.A.V 2.L.c	2.0 1.5 1.75 1.3 0.8	paʦal	0	68
185	Chimariko	BIG	ʧ e wː u	2 7 6 7	AXBZ	CEWY	3	3.C.C 3.E.V 3.W.C 3.Y.V	2.0 1.5 1.75 0.8	ʧewːu	0	69
301	Cocopa	BIG	p t̪ a j	1 1 7 6	ACYN	PTAJ	4	4.P.C 4.T.C 4.A.V 4.J.c	2.0 1.5 1.3 0.8	pt̪aj	0	70
416	Eastern Pomo	BIG	b aː tʰ i n	1 7 1 7 4	AXBYN	PATIN	5	5.P.C 5.A.V 5.T.C 5.I.V 5.N.c	2.0 1.5 1.75 1.3 0.8	baːtʰin	0	71
525	Highland Chontal	BIG	ʔ a ɡ w e ɡ a ʔ	1 7 1 6 7 1 7 1	AXBCYBYN	HAKWEKAH	6	6.H.C 6.A.V 6.K.C 6.W.C 6.E.V 6.K.C 6.A.V 6.H.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	ʔaɡweɡaʔ	0	72
638	Ipai	BIG	ʔ iː k uː	1 7 1 7	AXBZ	HIKY	7	7.H.C 7.I.V 7.K.C 7.Y.V	2.0 1.5 1.75 0.8	ʔiːkuː	0	73
751	Karok	BIG	k eː ʧ	1 7 2	AXN	KEC	8	8.K.C 8.E.V 8.C.c	2.0 1.5 0.8	keːʧ	0	74
865	Kashaya	BIG	b a h tʰ e	1 7 3 1 7	AXMBZ	PAHTE	9	9.P.C 9.A.V 9.H.c 9.T.C 9.E.V	2.0 1.5 1.1 1.75 0.8	bahtʰe	0	67
969	Mohave	BIG	v a ʎ t a j m	3 7 5 1 7 6 4	AXMBYLN	BALTAJM	10	10.B.C 10.A.V 10.L.c 10.T.C 10.A.V 10.J.c 10.M.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	vaʎtajm	0	71
970	Mohave	BIG	v a t a j m	3 7 1 7 6 4	AXBYLN	BATAJM	10	10.B.C 10.A.V 10.T.C 10.A.V 10.J.c 10.M.c	2.0 1.5 1.75 1.3 1.1 0.8	vatajm	0	71
1097	Northeastern Pomo	BIG	tʰ i j i n	1 7 6 7 4	AXBYN	TIJIN	11	11.T.C 11.I.V 11.J.C 11.I.V 11.N.c	2.0 1.5 1.75 1.3 0.8	tʰijin	0	77
1192	Northern Pomo	BIG	m a t o	4 7 1 7	AXBZ	MATU	12	12.M.C 12.A.V 12.T.C 12.U.V	2.0 1.5 1.75 0.8	mato	0	78
1297	Northern Yana	BIG	p a ʦ a l	1 7 2 7 5	AXBYN	PACAL	13	13.P.C 13.A.V 13.C.C 13.A.V 13.L.c	2.0 1.5 1.75 1.3 0.8	paʦal	0	68
1395	Seri	BIG	k aː k o x	1 7 1 7 3	AXBYN	KAKUG	14	14.K.C 14.A.V 14.K.C 14.U.V 14.G.c	2.0 1.5 1.75 1.3 0.8	kaːkox	0	80
1506	Shasta	BIG	kʼ i m p i ʔ	1 7 4 1 7 1	AXMBYN	KIMPIH	15	15.K.C 15.I.V 15.M.c 15.P.C 15.I.V 15.H.c	2.0 1.5 1.1 1.75 1.3 0.8	kʼimpiʔ	0	81
1612	Southeastern Pomo	BIG	b i t e n i kʼ	1 7 1 7 4 7 1	AXBYBYN	PITENIK	16	16.P.C 16.I.V 16.T.C 16.E.V 16.N.C 16.I.V 16.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	bitenikʼ	0	82
1716	Southern Pomo	BIG	b a h tʰ e	1 7 3 1 7	AXMBZ	PAHTE	17	17.P.C 17.A.V 17.H.c 17.T.C 17.E.V	2.0 1.5 1.1 1.75 0.8	bahtʰe	0	67
1815	Tipai	BIG	t̪ a j	1 7 6	AXN	TAJ	18	18.T.C 18.A.V 18.J.c	2.0 1.5 0.8	t̪aj	0	84
1907	Yahi	BIG	p a ʦ a l	1 7 2 7 5	AXBYN	PACAL	19	19.P.C 19.A.V 19.C.C 19.A.V 19.L.c	2.0 1.5 1.75 1.3 0.8	paʦal	0	68
1992	Yavapai	BIG	β t e	3 1 7	ACZ	BTE	20	20.B.C 20.T.C 20.E.V	2.0 1.5 0.8	βte	0	67
#
6	Central Pomo	BIRD	t̪ a	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	t̪a	0	85
186	Chimariko	BIRD	t i ʔ i r a	1 7 1 7 5 7	AXBYBZ	TIHIRA	3	3.T.C 3.I.V 3.H.C 3.I.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tiʔira	0	86
302	Cocopa	BIRD	ʃ a	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	ʃa	0	87
417	Eastern Pomo	BIRD	ʦʼ iː j a	2 7 6 7	AXBZ	CIJA	5	5.C.C 5.I.V 5.J.C 5.A.V	2.0 1.5 1.75 0.8	ʦʼiːja	0	88
526	Highland Chontal	BIRD	ɬ a ɡ a	5 7 1 7	AXBZ	LAKA	6	6.L.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	ɬaɡa	0	89
639	Ipai	BIRD	ʔ aː ʂ aː	1 7 3 7	AXBZ	HASA	7	7.H.C 7.A.V 7.S.C 7.A.V	2.0 1.5 1.75 0.8	ʔaːʂaː	0	87
752	Karok	BIRD	a ʧ β iː β	7 2 3 7 3	XBCYN	ACBIB	8	8.A.V 8.C.C 8.B.C 8.I.V 8.B.c	1.5 1.75 1.5 1.3 0.8	aʧβiːβ	0	91
866	Kashaya	BIRD	ʦʼ i h t̪ a	2 7 3 1 7	AXMBZ	CIHTA	9	9.C.C 9.I.V 9.H.c 9.T.C 9.A.V	2.0 1.5 1.1 1.75 0.8	ʦʼiht̪a	0	85
971	Mohave	BIRD	ʔ i ʧ a j e r	1 7 2 7 6 7 5	AXBYBYN	HICAJER	10	10.H.C 10.I.V 10.C.C 10.A.V 10.J.C 10.E.V 10.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔiʧajer	0	86
972	Mohave	BIRD	ʔ i ʧ i j e r	1 7 2 7 6 7 5	AXBYBYN	HICIJER	10	10.H.C 10.I.V 10.C.C 10.I.V 10.J.C 10.E.V 10.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔiʧijer	0	86
1098	Northeastern Pomo	BIRD	ʧʼ i j i t̪ k aː	2 7 6 7 1 1 7	AXBYMBZ	CIJITKA	11	11.C.C 11.I.V 11.J.C 11.I.V 11.T.c 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ʧʼijit̪kaː	0	88
1193	Northern Pomo	BIRD	ʦʼ i tʼ	2 7 1	AXN	CIT	12	12.C.C 12.I.V 12.T.c	2.0 1.5 0.8	ʦʼitʼ	0	95
1298	Northern Yana	BIRD	ʦ u t ʔ a w i	2 7 1 1 7 6 7	AXMBYBZ	CYTHAWI	13	13.C.C 13.Y.V 13.T.c 13.H.C 13.A.V 13.W.C 13.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	ʦutʔawi	0	96
1396	Seri	BIRD	ʃ iː k	3 7 1	AXN	SIK	14	14.S.C 14.I.V 14.K.c	2.0 1.5 0.8	ʃiːk	0	97
1507	Shasta	BIRD	ʧʼ iː ʧʼ aː x	2 7 2 7 3	AXBYN	CICAG	15	15.C.C 15.I.V 15.C.C 15.A.V 15.G.c	2.0 1.5 1.75 1.3 0.8	ʧʼiːʧʼaːx	0	98
1613	Southeastern Pomo	BIRD	ʦʼ i t̪ a	2 7 1 7	AXBZ	CITA	16	16.C.C 16.I.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	ʦʼit̪a	0	85
1717	Southern Pomo	BIRD	ʦʼ i h t̪ a	2 7 3 1 7	AXMBZ	CIHTA	17	17.C.C 17.I.V 17.H.c 17.T.C 17.A.V	2.0 1.5 1.1 1.75 0.8	ʦʼiht̪a	0	85
1816	Tipai	BIRD	a ʔ ʃ a	7 1 3 7	XBCZ	AHSA	18	18.A.V 18.H.C 18.S.C 18.A.V	1.5 1.75 1.5 0.8	aʔʃa	0	87
1817	Tipai	BIRD	aː ʃ a	7 3 7	XBZ	ASA	18	18.A.V 18.S.C 18.A.V	1.5 1.75 0.8	aːʃa	0	87
1993	Yavapai	BIRD	ʔ ʧ s a	1 2 3 7	ACCX	HCSA	20	20.H.C 20.C.C 20.S.C 20.A.V	2.0 1.5 1.5 1.5	ʔʧsa	0	87
#
7	Central Pomo	BITE	k aː n e	1 7 4 7	AXBZ	KANE	1	1.K.C 1.A.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	kaːne	0	99
102	Central Yana	BITE	ʦ a	2 7	AX	CA	2	2.C.C 2.A.V	2.0 1.5	ʦa	0	100
187	Chimariko	BITE	u t p a	7 1 1 7	XMBZ	YTPA	3	3.Y.V 3.T.c 3.P.C 3.A.V	1.5 1.1 1.75 0.8	utpa	0	101
303	Cocopa	BITE	ʂ aː	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	ʂaː	0	102
418	Eastern Pomo	BITE	q aː n eː	1 7 4 7	AXBZ	KANE	5	5.K.C 5.A.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	qaːneː	0	99
527	Highland Chontal	BITE	d i ɡ a ʔ m a	1 7 1 7 1 4 7	AXBYBCZ	TIKAHMA	6	6.T.C 6.I.V 6.K.C 6.A.V 6.H.C 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	diɡaʔma	0	104
640	Ipai	BITE	ʧ uː k u w	2 7 1 7 6	AXBYN	CYKYW	7	7.C.C 7.Y.V 7.K.C 7.Y.V 7.W.c	2.0 1.5 1.75 1.3 0.8	ʧuːkuw	0	105
753	Karok	BITE	p a ɾ	1 7 5	AXN	PAR	8	8.P.C 8.A.V 8.R.c	2.0 1.5 0.8	paɾ	0	106
867	Kashaya	BITE	q a n e	1 7 4 7	AXBZ	KANE	9	9.K.C 9.A.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	qane	0	99
973	Mohave	BITE	ʧ a kʲ oː k	2 7 1 7 1	AXBYN	CAKUK	10	10.C.C 10.A.V 10.K.C 10.U.V 10.K.c	2.0 1.5 1.75 1.3 0.8	ʧakʲoːk	0	108
1194	Northern Pomo	BITE	k a n e	1 7 4 7	AXBZ	KANE	12	12.K.C 12.A.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	kane	0	99
1299	Northern Yana	BITE	ʦ a	2 7	AX	CA	13	13.C.C 13.A.V	2.0 1.5	ʦa	0	100
