# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
3535	Laraos	ASH	u ʈ͡ʂ p a	7 1 1 7	XMBZ	YTPA	23	23.Y.V 23.T.c 23.P.C 23.A.V	1.5 1.1 1.75 0.8	uʈ͡ʂpa	0	4
3688	Lincha-Tana	ASH	u ʈ p a	7 1 1 7	XMBZ	YTPA	24	24.Y.V 24.T.c 24.P.C 24.A.V	1.5 1.1 1.75 0.8	uʈpa	0	2
3838	Liscay-San Pedro	ASH	u ʈ p a	7 1 1 7	XMBZ	YTPA	25	25.Y.V 25.T.c 25.P.C 25.A.V	1.5 1.1 1.75 0.8	uʈpa	0	2
3985	Napo	ASH	u ʃ p a	7 3 1 7	XMBZ	YSPA	26	26.Y.V 26.S.c 26.P.C 26.A.V	1.5 1.1 1.75 0.8	uʃpa	0	6
4136	Pacaraos	ASH	u ʈ͡ʂ p a	7 1 1 7	XMBZ	YTPA	27	27.Y.V 27.T.c 27.P.C 27.A.V	1.5 1.1 1.75 0.8	uʈ͡ʂpa	0	27
4290	Pastaza	ASH	u ʧ p a	7 2 1 7	XMBZ	YCPA	28	28.Y.V 28.C.c 28.P.C 28.A.V	1.5 1.1 1.75 0.8	uʧpa	0	6
4441	Puno	ASH	u s pʰ a	7 3 1 7	XMBZ	YSPA	29	29.Y.V 29.S.c 29.P.C 29.A.V	1.5 1.1 1.75 0.8	uspʰa	0	6
4594	San Martín	ASH	u ʧ p a	7 2 1 7	XMBZ	YCPA	30	30.Y.V 30.C.c 30.P.C 30.A.V	1.5 1.1 1.75 0.8	uʧpa	0	6
4745	Santiago del Estero	ASH	u ʃ p a	7 3 1 7	XMBZ	YSPA	31	31.Y.V 31.S.c 31.P.C 31.A.V	1.5 1.1 1.75 0.8	uʃpa	0	6
4893	Tena	ASH	u ʃ p a	7 3 1 7	XMBZ	YSPA	32	32.Y.V 32.S.c 32.P.C 32.A.V	1.5 1.1 1.75 0.8	uʃpa	0	6
5042	Yaru	ASH	χ o χ e ʈ͡ʂ a	3 7 3 7 1 7	AXBYBZ	GUGETA	33	33.G.C 33.U.V 33.G.C 33.E.V 33.T.C 33.A.V	2.0 1.5 1.75 1.3 1.75 0.8	χoχeʈ͡ʂa	0	33
#
81	Apolobamba	BACK	w a s a	6 7 3 7	AXBZ	WASA	1	1.W.C 1.A.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	wasa	0	34
236	Apurí-Madean-Viñac	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	2	2.W.C 2.A.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
397	Ayacucho	BACK	w a s a	6 7 3 7	AXBZ	WASA	3	3.W.C 3.A.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	wasa	0	34
506	Azuay	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	4	4.W.C 4.A.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
703	Cacra-Hongos	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	5	5.W.C 5.A.V 5.S.C 5.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
855	Cajamarca	BACK	w a x t a	6 7 3 1 7	AXMBZ	WAGTA	6	6.W.C 6.A.V 6.G.c 6.T.C 6.A.V	2.0 1.5 1.1 1.75 0.8	waxta	0	34
1002	Chachapoyas	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	7	7.W.C 7.A.V 7.S.C 7.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
1154	Chimborazo	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	8	8.W.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
1308	Chocos-Huangáscar	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	9	9.W.C 9.A.V 9.S.C 9.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
1464	Chuquisaca	BACK	w a s a	6 7 3 7	AXBZ	WASA	10	10.W.C 10.A.V 10.S.C 10.A.V	2.0 1.5 1.75 0.8	wasa	0	34
1617	Cochabamba	BACK	w a s a	6 7 3 7	AXBZ	WASA	11	11.W.C 11.A.V 11.S.C 11.A.V	2.0 1.5 1.75 0.8	wasa	0	34
1774	Colombian Inga	BACK	w a s a	6 7 3 7	AXBZ	WASA	12	12.W.C 12.A.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	wasa	0	34
1922	Corongo	BACK	w a q t a	6 7 1 1 7	AXMBZ	WAKTA	13	13.W.C 13.A.V 13.K.c 13.T.C 13.A.V	2.0 1.5 1.1 1.75 0.8	waqta	0	34
1923	Corongo	BACK	w a χ t a	6 7 3 1 7	AXMBZ	WAGTA	13	13.W.C 13.A.V 13.G.c 13.T.C 13.A.V	2.0 1.5 1.1 1.75 0.8	waχta	0	34
2074	Cuzco	BACK	w a s a	6 7 3 7	AXBZ	WASA	14	14.W.C 14.A.V 14.S.C 14.A.V	2.0 1.5 1.75 0.8	wasa	0	34
2265	Eastern-Apurímac	BACK	w a s a	6 7 3 7	AXBZ	WASA	15	15.W.C 15.A.V 15.S.C 15.A.V	2.0 1.5 1.75 0.8	wasa	0	34
2435	Huallaga-Huánuco	BACK	w a χ t a	6 7 3 1 7	AXMBZ	WAGTA	16	16.W.C 16.A.V 16.G.c 16.T.C 16.A.V	2.0 1.5 1.1 1.75 0.8	waχta	0	34
2589	Huancavelica	BACK	w a s a	6 7 3 7	AXBZ	WASA	17	17.W.C 17.A.V 17.S.C 17.A.V	2.0 1.5 1.75 0.8	wasa	0	34
2729	Huaraz-Huailas	BACK	w a q t a	6 7 1 1 7	AXMBZ	WAKTA	18	18.W.C 18.A.V 18.K.c 18.T.C 18.A.V	2.0 1.5 1.1 1.75 0.8	waqta	0	34
2885	Huaylla-Huanca	BACK	w a ʂ a	6 7 3 7	AXBZ	WASA	19	19.W.C 19.A.V 19.S.C 19.A.V	2.0 1.5 1.75 0.8	waʂa	0	34
3038	Imbabura	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	20	20.W.C 20.A.V 20.S.C 20.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
3127	Jauja-Huanca	BACK	w a ʂ a	6 7 3 7	AXBZ	WASA	21	21.W.C 21.A.V 21.S.C 21.A.V	2.0 1.5 1.75 0.8	waʂa	0	34
3338	Lambayeque	BACK	w a χ t a	6 7 3 1 7	AXMBZ	WAGTA	22	22.W.C 22.A.V 22.G.c 22.T.C 22.A.V	2.0 1.5 1.1 1.75 0.8	waχta	0	34
3489	Laraos	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	23	23.W.C 23.A.V 23.S.C 23.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
3638	Lincha-Tana	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	24	24.W.C 24.A.V 24.S.C 24.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
3788	Liscay-San Pedro	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	25	25.W.C 25.A.V 25.S.C 25.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
3941	Napo	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	26	26.W.C 26.A.V 26.S.C 26.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
4089	Pacaraos	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	27	27.W.C 27.A.V 27.S.C 27.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
4244	Pastaza	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	28	28.W.C 28.A.V 28.S.C 28.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
4395	Puno	BACK	w a s a	6 7 3 7	AXBZ	WASA	29	29.W.C 29.A.V 29.S.C 29.A.V	2.0 1.5 1.75 0.8	wasa	0	34
4547	San Martín	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	30	30.W.C 30.A.V 30.S.C 30.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
4700	Santiago del Estero	BACK	w a s a	6 7 3 7	AXBZ	WASA	31	31.W.C 31.A.V 31.S.C 31.A.V	2.0 1.5 1.75 0.8	wasa	0	34
4847	Tena	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	32	32.W.C 32.A.V 32.S.C 32.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
4996	Yaru	BACK	w a ʃ a	6 7 3 7	AXBZ	WASA	33	33.W.C 33.A.V 33.S.C 33.A.V	2.0 1.5 1.75 0.8	waʃa	0	34
#
44	Apolobamba	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	1	1.K.C 1.A.V 1.Y.V 1.S.C 1.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
196	Apurí-Madean-Viñac	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	2	2.K.C 2.A.V 2.Y.V 2.S.C 2.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
197	Apurí-Madean-Viñac	BE ALIVE	j a ʈ a	6 7 1 7	AXBZ	JATA	2	2.J.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	jaʈa	0	68
358	Ayacucho	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	3	3.K.C 3.A.V 3.Y.V 3.S.C 3.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
614	Azuay	BE ALIVE	k a u̯ s a n a	1 7 7 3 7 4 7	AXYBYBZ	KAYSANA	4	4.K.C 4.A.V 4.Y.V 4.S.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kau̯sana	0	38
667	Cacra-Hongos	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	5	5.K.C 5.A.V 5.Y.V 5.S.C 5.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
668	Cacra-Hongos	BE ALIVE	j a ʈ a	6 7 1 7	AXBZ	JATA	5	5.J.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	jaʈa	0	68
819	Cajamarca	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	6	6.K.C 6.A.V 6.Y.V 6.S.C 6.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
966	Chachapoyas	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	7	7.K.C 7.A.V 7.Y.V 7.S.C 7.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
1118	Chimborazo	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	8	8.K.C 8.A.V 8.Y.V 8.S.C 8.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
1270	Chocos-Huangáscar	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	9	9.K.C 9.A.V 9.Y.V 9.S.C 9.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
1271	Chocos-Huangáscar	BE ALIVE	j a ʈ a	6 7 1 7	AXBZ	JATA	9	9.J.C 9.A.V 9.T.C 9.A.V	2.0 1.5 1.75 0.8	jaʈa	0	68
1426	Chuquisaca	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	10	10.K.C 10.A.V 10.Y.V 10.S.C 10.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
1580	Cochabamba	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	11	11.K.C 11.A.V 11.Y.V 11.S.C 11.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
1736	Colombian Inga	BE ALIVE	k a u̯ x s a	1 7 7 3 3 7	AXYMBZ	KAYGSA	12	12.K.C 12.A.V 12.Y.V 12.G.c 12.S.C 12.A.V	2.0 1.5 1.3 1.1 1.75 0.8	kau̯xsa	0	38
1737	Colombian Inga	BE ALIVE	t i j a k u	1 7 6 7 1 7	AXBYBZ	TIJAKY	12	12.T.C 12.I.V 12.J.C 12.A.V 12.K.C 12.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tijaku	1	71
1886	Corongo	BE ALIVE	k a w a	1 7 6 7	AXBZ	KAWA	13	13.K.C 13.A.V 13.W.C 13.A.V	2.0 1.5 1.75 0.8	kawa	0	38
2037	Cuzco	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	14	14.K.C 14.A.V 14.Y.V 14.S.C 14.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
2222	Eastern-Apurímac	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	15	15.K.C 15.A.V 15.Y.V 15.S.C 15.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
2399	Huallaga-Huánuco	BE ALIVE	k a w a	1 7 6 7	AXBZ	KAWA	16	16.K.C 16.A.V 16.W.C 16.A.V	2.0 1.5 1.75 0.8	kawa	0	38
2552	Huancavelica	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	17	17.K.C 17.A.V 17.Y.V 17.S.C 17.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
2697	Huaraz-Huailas	BE ALIVE	k a w a	1 7 6 7	AXBZ	KAWA	18	18.K.C 18.A.V 18.W.C 18.A.V	2.0 1.5 1.75 0.8	kawa	0	38
2846	Huaylla-Huanca	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	19	19.K.C 19.A.V 19.Y.V 19.S.C 19.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3003	Imbabura	BE ALIVE	k a u̯ s a n a	1 7 7 3 7 4 7	AXYBYBZ	KAYSANA	20	20.K.C 20.A.V 20.Y.V 20.S.C 20.A.V 20.N.C 20.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kau̯sana	0	38
3193	Jauja-Huanca	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	21	21.K.C 21.A.V 21.Y.V 21.S.C 21.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3301	Lambayeque	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	22	22.K.C 22.A.V 22.Y.V 22.S.C 22.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3453	Laraos	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	23	23.K.C 23.A.V 23.Y.V 23.S.C 23.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3600	Lincha-Tana	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	24	24.K.C 24.A.V 24.Y.V 24.S.C 24.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3601	Lincha-Tana	BE ALIVE	j a ʈ a	6 7 1 7	AXBZ	JATA	24	24.J.C 24.A.V 24.T.C 24.A.V	2.0 1.5 1.75 0.8	jaʈa	0	68
3751	Liscay-San Pedro	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	25	25.K.C 25.A.V 25.Y.V 25.S.C 25.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
3752	Liscay-San Pedro	BE ALIVE	j a ʈ a	6 7 1 7	AXBZ	JATA	25	25.J.C 25.A.V 25.T.C 25.A.V	2.0 1.5 1.75 0.8	jaʈa	0	68
3906	Napo	BE ALIVE	k a u̯ s a n a	1 7 7 3 7 4 7	AXYBYBZ	KAYSANA	26	26.K.C 26.A.V 26.Y.V 26.S.C 26.A.V 26.N.C 26.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kau̯sana	0	38
4052	Pacaraos	BE ALIVE	k a w a	1 7 6 7	AXBZ	KAWA	27	27.K.C 27.A.V 27.W.C 27.A.V	2.0 1.5 1.75 0.8	kawa	0	38
4207	Pastaza	BE ALIVE	k a u̯ s a n a	1 7 7 3 7 4 7	AXYBYBZ	KAYSANA	28	28.K.C 28.A.V 28.Y.V 28.S.C 28.A.V 28.N.C 28.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kau̯sana	0	38
4358	Puno	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	29	29.K.C 29.A.V 29.Y.V 29.S.C 29.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
4510	San Martín	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	30	30.K.C 30.A.V 30.Y.V 30.S.C 30.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
4664	Santiago del Estero	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	31	31.K.C 31.A.V 31.Y.V 31.S.C 31.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
4810	Tena	BE ALIVE	k a u̯ s a	1 7 7 3 7	AXYBZ	KAYSA	32	32.K.C 32.A.V 32.Y.V 32.S.C 32.A.V	2.0 1.5 1.3 1.75 0.8	kau̯sa	0	38
4961	Yaru	BE ALIVE	k a w a	1 7 6 7	AXBZ	KAWA	33	33.K.C 33.A.V 33.W.C 33.A.V	2.0 1.5 1.75 0.8	kawa	0	38
#
90	Apolobamba	BELLY	w i x s a	6 7 3 3 7	AXMBZ	WIGSA	1	1.W.C 1.I.V 1.G.c 1.S.C 1.A.V	2.0 1.5 1.1 1.75 0.8	wixsa	0	82
91	Apolobamba	BELLY	w i s a	6 7 3 7	AXBZ	WISA	1	1.W.C 1.I.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	wisa	0	82
246	Apurí-Madean-Viñac	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	2	2.W.C 2.I.V 2.K.C 2.S.C 2.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
406	Ayacucho	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	3	3.W.C 3.I.V 3.K.C 3.S.C 3.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
514	Azuay	BELLY	w i χ a	6 7 3 7	AXBZ	WIGA	4	4.W.C 4.I.V 4.G.C 4.A.V	2.0 1.5 1.75 0.8	wiχa	0	75
712	Cacra-Hongos	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	5	5.W.C 5.I.V 5.K.C 5.S.C 5.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
864	Cajamarca	BELLY	p a ʈ͡ʂ a	1 7 1 7	AXBZ	PATA	6	6.P.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	paʈ͡ʂa	0	77
1011	Chachapoyas	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	7	7.W.C 7.I.V 7.K.C 7.S.C 7.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
1163	Chimborazo	BELLY	w i x s a	6 7 3 3 7	AXMBZ	WIGSA	8	8.W.C 8.I.V 8.G.c 8.S.C 8.A.V	2.0 1.5 1.1 1.75 0.8	wixsa	0	82
1318	Chocos-Huangáscar	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	9	9.W.C 9.I.V 9.K.C 9.S.C 9.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
1473	Chuquisaca	BELLY	w i x s a	6 7 3 3 7	AXMBZ	WIGSA	10	10.W.C 10.I.V 10.G.c 10.S.C 10.A.V	2.0 1.5 1.1 1.75 0.8	wixsa	0	82
1626	Cochabamba	BELLY	w i s a	6 7 3 7	AXBZ	WISA	11	11.W.C 11.I.V 11.S.C 11.A.V	2.0 1.5 1.75 0.8	wisa	0	82
1783	Colombian Inga	BELLY	w i x s a	6 7 3 3 7	AXMBZ	WIGSA	12	12.W.C 12.I.V 12.G.c 12.S.C 12.A.V	2.0 1.5 1.1 1.75 0.8	wixsa	0	82
1932	Corongo	BELLY	p a ʈ͡ʂ a	1 7 1 7	AXBZ	PATA	13	13.P.C 13.A.V 13.T.C 13.A.V	2.0 1.5 1.75 0.8	paʈ͡ʂa	0	77
2083	Cuzco	BELLY	w i x s a	6 7 3 3 7	AXMBZ	WIGSA	14	14.W.C 14.I.V 14.G.c 14.S.C 14.A.V	2.0 1.5 1.1 1.75 0.8	wixsa	0	82
2275	Eastern-Apurímac	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	15	15.W.C 15.I.V 15.K.C 15.S.C 15.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
2444	Huallaga-Huánuco	BELLY	p a ʧ a	1 7 2 7	AXBZ	PACA	16	16.P.C 16.A.V 16.C.C 16.A.V	2.0 1.5 1.75 0.8	paʧa	0	77
2598	Huancavelica	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	17	17.W.C 17.I.V 17.K.C 17.S.C 17.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
2738	Huaraz-Huailas	BELLY	p a ʧ a	1 7 2 7	AXBZ	PACA	18	18.P.C 18.A.V 18.C.C 18.A.V	2.0 1.5 1.75 0.8	paʧa	0	77
2895	Huaylla-Huanca	BELLY	p a t a	1 7 1 7	AXBZ	PATA	19	19.P.C 19.A.V 19.T.C 19.A.V	2.0 1.5 1.75 0.8	pata	0	77
3047	Imbabura	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	20	20.W.C 20.I.V 20.K.C 20.S.C 20.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
3135	Jauja-Huanca	BELLY	p a t a	1 7 1 7	AXBZ	PATA	21	21.P.C 21.A.V 21.T.C 21.A.V	2.0 1.5 1.75 0.8	pata	0	77
3347	Lambayeque	BELLY	p a ʈ͡ʂ a	1 7 1 7	AXBZ	PATA	22	22.P.C 22.A.V 22.T.C 22.A.V	2.0 1.5 1.75 0.8	paʈ͡ʂa	0	77
3498	Laraos	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	23	23.W.C 23.I.V 23.K.C 23.S.C 23.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
3647	Lincha-Tana	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	24	24.W.C 24.I.V 24.K.C 24.S.C 24.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
3798	Liscay-San Pedro	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	25	25.W.C 25.I.V 25.K.C 25.S.C 25.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
3950	Napo	BELLY	w i k s a	6 7 1 3 7	AXBCZ	WIKSA	26	26.W.C 26.I.V 26.K.C 26.S.C 26.A.V	2.0 1.5 1.75 1.5 0.8	wiksa	0	82
4098	Pacaraos	BELLY	p a ʈ͡ʂ a	1 7 1 7	AXBZ	PATA	27	27.P.C 27.A.V 27.T.C 27.A.V	2.0 1.5 1.75 0.8	paʈ͡ʂa	0	77
